alpha,seed,Gdp,Eco,Res,Emp,Aec,E2r,Cpt,Floor,Cost,Disrupt,Expire,n_initiated,cells,stop_rate,idle_years,spend_ratio
1.0,0,2458.5318511346745,0.0,-1380.846305243147,1240.995340973898,1835.2369853584964,170.93261298050047,-463.89346161154526,1849083.0580511081,-2169.1166083423454,-22487.923894626227,-1.6879906301400687,12.0,117.0,1.0,3.0,0.7488888888888889
1.0,4,2778.566573402877,0.0,-1820.9389141128377,1407.3104336327056,3527.3250768270254,802.2641396557601,-432.7957108285753,2096892.5461127316,-2417.3103526710916,-23641.946701740126,-1.3251529300036797,24.0,157.0,1.0,0.0,0.9918518518518519
0.85,4,1830.7843322300516,0.0,-992.9845187411347,924.288688324702,1753.22108069141,146.15172559525064,-298.04401888357813,1392105.299833492,-1631.470881594852,-20328.23107837208,-2.5327627394982746,25.0,201.0,0.8666666666666667,0.0,0.9962962962962963
0.7,1,2334.830410991365,0.0,-1138.512875550205,1180.993857969991,2170.4815370672527,273.68879897359733,-413.061537625047,1759680.8483752864,-2093.502646150281,-19829.5306102574,-1.6229369724600453,24.0,160.0,1.0,0.0,0.9888888888888889
0.15,4,-151.49955714188923,1913.037881450967,0.0,-259.2859029451978,1925.281091263329,259.2859029451978,-2441.0349124394925,1809815.6025574803,-2074.2872235615823,0.0,-1.6704380241849641,15.0,165.0,1.0,0.0,0.9777777777777777
0.0,4,-166.43107676033455,1942.0865728157557,0.0,-272.65786550878755,1833.9989542351836,246.71150325151294,-2235.2993148383803,1903151.9012513366,-2181.2629240703,-4115.9358017131935,-1.65099158757722,17.0,186.0,1.0,0.0,0.9822222222222222
0.0,0,-141.21625818838396,1812.495212976451,0.0,-246.83330472501234,1824.1518859727341,246.83330472501234,-2219.7787713920616,1722896.4669805863,-1974.6664378000987,0.0,-2.0401070756849853,15.0,165.0,1.0,0.0,0.9777777777777777
0.85,0,2328.7160590409903,0.0,-1382.3997908423041,1178.4839527207037,3131.433850045206,380.58467442731865,-321.9003757471761,1755941.0895538486,-2048.0023434529767,-19459.212374636947,-2.462932970879866,24.0,158.0,1.0,0.0,0.9911111111111112
0.5,4,2568.8232623019385,0.0,-2101.8869690694564,1300.1578137913707,4688.5468832380375,716.9536082025477,-374.0656707809905,1937235.1425491427,-2163.323945151741,-22206.793191509023,-3.7013696636355085,34.0,152.0,0.6,0.0,0.9488888888888889
0.5,3,2888.6039294333145,0.0,-2253.4547138181456,1464.4254848519513,5167.7794100471765,1027.7694536639747,-407.16285281367186,2181993.9724294073,-2455.6468184107484,-26126.30365468232,-3.5031972212707236,33.0,157.0,0.6666666666666666,0.0,0.9762962962962963
0.15,3,-32.362500321683044,2142.4773161497465,-47.24402673808438,-230.9614171395891,2257.781455484829,250.40454304752816,-2423.2804794816793,2112306.8247238,-2426.4306646582468,-1424.4181690975686,-2.860454098540351,25.0,165.0,1.0,0.0,0.9807407407407407
1.0,2,1056.5379997253353,-2229.5448653681315,0.0,821.9912373006406,-1673.4976930401667,-601.4122764576463,-1139.624925317778,2082783.5567246608,-2293.6994193041996,-6120.925059678203,-2.4307857949481515,25.0,169.0,1.0,0.0,0.9837037037037037
0.5,2,2544.224832516848,0.0,-1928.4870951019614,1287.4699759948683,3080.5826496958457,1036.1412779326947,-334.0889438292905,1918330.2642323535,-2167.6941044064183,-23737.021603883426,-3.0893221221747913,26.0,162.0,1.0,0.0,0.9881481481481481
0.15,0,-199.87724990325682,2115.279525472788,0.0,-287.20240134225173,2063.7577293310346,277.6365010114347,-2020.42024278081,2070841.5292194784,-2337.146551150536,-2121.7547852369603,-4.386878313962933,42.0,178.0,0.2,0.0,0.9362962962962963
0.3,3,-138.23794314852654,1722.8361588277319,0.0,-237.15608854208466,1734.0254442378682,237.15608854208466,-2155.52497829305,1655349.498023751,-1897.2487083366773,0.0,-1.5073610458197955,16.0,165.0,1.0,0.0,0.9777777777777777
0.85,1,2120.3687172800337,0.0,-1051.71085306831,1070.8478531010007,1960.8162846829418,26.57382071612567,-391.64993546862456,1595563.301120491,-1895.0207071505495,-14779.009432916926,-1.9420693542051286,10.0,99.0,1.0,5.0,0.6325925925925926
0.7,3,2811.632669722677,0.0,-2058.384722171934,1425.4114865227089,5559.027503343169,683.7830303950457,-364.3520121669524,2131129.4721076577,-2417.608170039737,-25579.493332219245,-3.207541747877163,31.0,158.0,0.7333333333333333,0.0,0.9814814814814815
0.85,3,2285.0820437523466,0.0,-1135.6930519122816,1154.755636717883,1846.0554612198916,27.168086709997432,-483.38104987128963,1720585.8987096455,-2043.245389002527,-19124.20587280381,-2.696324164214123,24.0,154.0,1.0,0.0,0.9925925925925926
0.7,0,2338.657548219766,14.85072070129381,-1151.7135880917572,1181.31906942275,1763.2673492391073,102.345728688604,-525.6940978289657,1776687.8417323318,-2111.308222038881,-19551.102090515713,-1.739385100893164,21.0,158.0,1.0,0.0,0.9911111111111112
0.15,2,-151.95820646435078,2180.938580615942,67.86012620895073,-293.4662404744419,2146.014431597183,285.9147708173642,-2225.8550016070867,2199739.0614937358,-2505.853655132165,-1268.4114518526062,-2.4493697690535194,26.0,167.0,1.0,0.0,0.9829629629629629
0.3,1,-141.21625818838396,1812.495212976451,0.0,-246.83330472501234,1824.1518859727341,246.83330472501234,-2219.7787713920616,1722896.4669805863,-1974.6664378000987,-2563.385255963346,-2.046993338297989,15.0,165.0,1.0,0.0,0.9777777777777777
1.0,3,2586.3370206235136,0.0,-1365.2596315548758,1306.191551285337,2090.2526900031125,-131.79136942999799,-523.4732308448577,1946225.4114151518,-2297.7603938925054,-19783.030823438785,-2.31962483836971,24.0,157.0,1.0,0.0,0.9940740740740741
0.3,4,1085.139711041575,779.3409446821761,0.0,214.24705959853878,2583.096273851984,-205.1351391956868,-905.2829921863658,1461164.9464620345,-1928.223536386849,-1467.6675584369125,-2.2328634203873317,17.0,148.0,1.0,0.0,0.9866666666666667
0.0,2,-93.44590890849781,2110.064347662642,0.0,-264.96459293461123,2118.161395865408,258.2846250079785,-1841.4772631403182,2067643.7777607075,-2388.502658282039,-2376.4477444630807,-4.3029654382646125,33.0,163.0,0.7333333333333333,0.0,0.9740740740740741
0.3,0,1303.6772028913788,935.4914382119262,0.0,257.1109443252015,2477.9600041323774,-209.95041910585883,-1821.1333634549035,1753496.6402978743,-2313.9984989268137,-9625.636087172432,-1.7916042815819289,15.0,150.0,1.0,0.0,1.0
0.0,1,-215.26620766567302,1735.0526525775736,0.0,-236.66913147607815,1419.077864851836,161.587619803791,-865.9049714992552,1651950.5377030254,-1893.3530518086252,-3635.872345055234,-1.8355526531625308,15.0,165.0,1.0,0.0,0.9777777777777777
