alpha,seed,Gdp,Eco,Res,Emp,Aec,E2r,Cpt,Floor,Cost,Disrupt,Expire,n_initiated,cells,stop_rate,idle_years,spend_ratio
1.0,4,2694.180527403062,0.0,-2053.8658184076676,1356.3271279788657,425.72593229822814,1167.1519749324198,-540.5950366334806,2020927.4206885104,-2279.921477691196,-38878.91899722197,-3.743281519172102,26.8,158.0,0.8,0.0,0.9983703703703704
0.0,1,-57.45480537660319,2051.609051691911,-91.17487843696647,-222.76779177407116,2629.245513391609,198.83751528686403,-2147.9561955446998,2172650.1907993257,-2419.090591253473,-2956.9513990986516,-5.252112824361873,39.0,175.2,0.37333333333333335,0.0,0.9992592592592593
0.5,2,3054.3780597448167,0.0,-2328.427097473439,1545.4400286320629,5449.392358510374,591.9388238756494,-309.7485388939451,2345694.9891019366,-2625.460152275915,-22785.069502773615,-3.0923594463993345,26.0,160.6,0.8933333333333333,0.0,0.9985185185185185
0.0,4,-158.47299604078708,2120.9851807794143,0.0,-287.9964635821966,2125.867760401118,287.9964635821966,-2294.7059353154664,2084313.769283076,-2358.2960880412556,-2760.457478129415,-3.1915053666976747,24.6,170.6,0.8666666666666667,0.0,0.9985185185185185
0.0,3,-232.9384296397837,1888.925244154724,0.0,-256.17239483732317,1631.7336838297638,195.92344935844707,-1048.0167864741722,1819975.6346187405,-2072.7606239876063,-6395.960616129696,-2.63857498807821,21.0,171.0,1.0,0.0,1.0
0.5,1,901.8651245585846,1382.5607570437421,-577.6580807358686,319.21822379956177,2955.2829765334322,469.7758673926899,-1746.610068724912,2108470.299928042,-2417.0028745675786,-6918.66694000124,-3.56725683164579,28.2,169.2,0.8933333333333333,0.0,0.9979259259259259
0.85,2,1189.0343532011836,0.0,-855.7489521985783,603.0104945324096,1985.020719953441,-389.9814058389902,-300.60104896480414,898485.6368532904,-1023.1954640628958,-15125.281988796962,-5.9283489972106995,45.0,118.0,0.0,0.0,0.7346666666666667
0.85,3,2462.659615325315,0.0,-1825.5510580026444,1246.3201333191278,3686.0473491480852,717.1599608403429,-280.1854268061131,1890960.7172181911,-2125.570760372747,-24027.65582479735,-2.965936830471436,26.0,166.4,0.92,0.0,0.9976296296296296
0.3,3,-157.92293440739283,2037.8586397601175,0.0,-275.9077566035346,2050.9106769611244,275.9077566035346,-2547.356585495398,1988539.384367065,-2244.719187400794,-1136.4325485428055,-2.87148138242926,24.2,172.2,0.9333333333333333,0.0,0.9985185185185185
0.0,0,-187.57197248559766,2201.184958296235,0.0,-298.76375862697785,2156.395959706334,289.4847850121824,-2314.9938406926804,2085371.0352163054,-2390.110069015823,-1030.2069140670387,-3.407773709802728,28.6,167.8,0.8,0.0,0.9899259259259259
