policy,n,折现价值,相对oracle,缺口收窄率,立项数,立项重心,距峰值年MAE,距峰值1年内,距oracle年MAE,距oracle1年内,单元最优时序价值,放错年份损失,挑错单元损失,时序损失占比,P等待_明年更值,P等待_明年更差,等待对比度
PPO,1,973.9801813174236,0.4216083717280461,,75.0,12.0,12.0,0.08,7.166666666666667,0.16666666666666666,1285.4850304249705,311.504849107547,1024.6687678152573,0.2331320160511325,,0.9791666666666666,
近视贪心,1,2310.1537982402288,1.0000000000000004,0.0,75.0,12.0,12.0,0.08,0.0,1.0,2310.153798240228,-9.094947017729282e-13,0.0,,,0.7,
随机,1,1052.7647516773566,0.4557119757478077,,75.0,12.0,12.0,0.08,8.090909090909092,0.18181818181818182,1293.7005226430858,240.93577096572926,1016.453275597142,0.19161592955206497,,0.9833333333333333,
