seed,policy,value,v_actual,v_best_timing,loss_timing,loss_selection,share_timing,ratio_oracle,gap_closure,n_init,init_mean,peak_mae,peak_med,peak_hit1,oracle_mae,oracle_med,oracle_hit1,p_wait_up,p_wait_dn,wait_contrast,n_up,n_dn,curve_first,curve_last
0,随机,1052.7647516773566,1052.7647516773566,1293.7005226430858,240.93577096572926,1016.453275597142,0.19161592955206497,0.4557119757478077,,75,12.0,12.0,12.0,0.08,8.090909090909092,8.0,0.18181818181818182,,0.9833333333333333,,0,240,,
0,近视贪心,2310.1537982402288,2310.1537982402288,2310.153798240228,-9.094947017729282e-13,0.0,,1.0000000000000004,0.0,75,12.0,12.0,12.0,0.08,0.0,0.0,1.0,,0.7,,0,240,,
0,PPO,973.9801813174236,973.9801813174236,1285.4850304249705,311.504849107547,1024.6687678152573,0.2331320160511325,0.4216083717280461,,75,12.0,12.0,12.0,0.08,7.166666666666667,5.0,0.16666666666666666,,0.9791666666666666,,0,240,,
