lead,seed,A_init,B_init,C_init,ret,opt,ratio,opt_A,opt_B,opt_C,pass_wait,pass_now,pass_ret,curve_last
7,0,0,2,1,151.36460892832025,190.3997566251698,0.7949832059202889,8,0,1,False,False,False,230.0
7,1,2,0,1,154.08812438308587,190.3997566251698,0.8092874020129722,8,0,1,False,True,False,230.0
7,2,2,0,1,154.08812438308587,190.3997566251698,0.8092874020129722,8,0,1,False,True,False,230.0
7,3,2,0,1,154.08812438308587,190.3997566251698,0.8092874020129722,8,0,1,False,True,False,230.0
7,4,2,0,1,154.08812438308587,190.3997566251698,0.8092874020129722,8,0,1,False,True,False,230.0
