lead,seed,A_init,B_init,C_init,ret,opt,ratio,opt_A,opt_B,opt_C,pass_wait,pass_now,pass_ret,curve_last
1,0,2,0,1,209.6175,281.97995,0.7433773216854603,4,0,1,False,True,False,230.0
1,1,2,0,1,209.6175,281.97995,0.7433773216854603,4,0,1,False,True,False,230.0
1,2,2,0,1,209.6175,281.97995,0.7433773216854603,4,0,1,False,True,False,230.0
1,3,2,0,1,209.6175,281.97995,0.7433773216854603,4,0,1,False,True,False,230.0
1,4,2,0,1,209.6175,281.97995,0.7433773216854603,4,0,1,False,True,False,230.0
