,Gdp,Eco,Res,Emp,Aec,E2r,Cpt,Floor,Cost,Disrupt,Expire
big_s0,1443.2367186171716,1024.4390980719254,0.0,283.50469910713423,2420.606296662969,-200.25790472200137,-1124.0544340193217,1933502.0479106554,-2551.5422919642083,-16631.538969864963,-3.1086268297584128
big_s1,874.3506957804503,615.6112920654967,0.0,171.98955026810512,1412.7576586413036,-115.87946884536271,-286.3195704756261,1172968.732828477,-1547.9059524129464,-7454.260182211099,-5.282419932357271
big_s2,1204.1404166105408,836.8554251669295,0.0,236.80833758640028,2811.633340949164,-230.32401653444867,-1448.3585631010335,1615032.86233925,-2131.2750382776026,-1886.930613084709,-3.6472191477377893
big_s3,1238.3178286101015,864.6496609354843,0.0,243.4674419885048,2795.9324978075174,-224.81079896184355,-1304.0478590854727,1660447.9543616027,-2191.206977896543,-6257.928043869704,-3.6512639948572723
big_s4,872.753165353862,621.2219079783541,0.0,171.66613280785174,1896.8217648614987,-160.35207329237994,-1173.1498744077333,1170763.0257495488,-1544.9951952706656,-6021.3804196908695,-5.051469957303861
small_s0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397899.9245418866,-272.3251215662666,-13727.673080610975,-12.232982969328438
small_s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387103.9499355201,-261.6027961644419,-11460.12679815271,-12.96313266606441
small_s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385285.85954940756,-257.822616672031,-11913.477615672742,-12.700137717786134
small_s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394154.8357644228,-266.9337322902509,-12492.462036885721,-12.526472458339168
small_s4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247991.40080384671,-168.76267277201794,-8081.255871984886,-14.931370654424063
rand_s0,-48.95378109822505,-311.2400781942956,263.44425326488664,-62.87305261056052,-1518.0933745697305,50.41932427440922,-626.0278853493357,2314294.601389816,-1907.9609597549018,-21828.30885227002,-12.008027037225657
rand_s1,-79.78779386765106,-197.01631721069447,317.7513362413316,-92.6340617330095,-1535.8706745958725,178.85260961358495,-724.3894996327399,1169104.6407715613,-1240.3759345327992,-4824.649192207445,-10.91668403163959
rand_s2,160.58731678336076,0.0,-194.5296315585492,81.0540131493955,718.990175228229,-134.2254457753958,0.9250964702354478,2013918.3875403306,-1446.6528095265198,-29035.820194487216,-9.642421562895978
rand_s3,637.0659982402054,-399.2380287952647,-359.33945829565334,355.7445013684927,192.23371445324864,-353.348695568867,-569.2637459375687,1736512.5031419443,-1520.278490003632,-19827.851310497615,-9.290685761872306
rand_s4,-146.0258599592108,62.079838576832785,194.90503961945166,-143.01625120153162,-549.9855794256429,316.73052962321634,-271.5822498187001,903821.4187907532,-876.8416254331657,-5344.776274915051,-13.067473838829137
none_s0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
none_s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
none_s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
none_s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
none_s4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eco_s0,-236.8111325119895,2265.5850345993094,0.0,-302.2723626405139,2262.4238972242083,298.7611027908764,-2879.0001007540004,2187854.031053668,-2475.358475774317,-2035.897888590765,-5.003490550361571
eco_s1,-101.46323327760784,992.1044434744938,0.0,-132.41585708468688,998.311527028537,132.41585708468688,-1237.9554061543977,998064.7788240312,-1113.4339654552932,-2007.153821507804,-5.312356779319191
eco_s2,-143.89137362909088,1389.0477843925112,0.0,-184.89670262737775,1397.74337658225,184.89670262737775,-1704.019835270863,1333561.9940823151,-1510.6860915052525,-379.21803413399016,-5.666211265452728
eco_s3,-159.2363080120369,1598.3152219669405,0.0,-212.0056009562411,1608.2856740447041,212.0056009562411,-2006.1875016148936,1518591.2609678176,-1724.4848122637518,-2193.13688609023,-5.7758664229004255
