,Gdp,Eco,Res,Emp,Aec,E2r,Cpt,Floor,Cost,Disrupt,Expire
big_s0,1469.7636522734942,1039.5439638676792,0.0,288.77320996184494,2527.649988461662,-208.36762891764775,-1196.593020619013,5505209.516331794,-2598.9588896566042,-19945.19070352221,-1.7548123674857388
big_s1,888.2720422926375,611.0937238453286,0.0,174.55626068450266,1953.350197957052,-157.7186403529409,-661.3689107742381,3285296.1334487177,-1571.0063461605241,-7997.255699202927,-2.5762983956900776
big_s2,1452.4416239807497,1020.6691403269472,0.0,285.5758354979532,3104.551110012493,-267.77745493052987,-1567.3512580052227,5551384.750697583,-2570.182519481579,-10697.473477261503,-1.2289863489629878
big_s3,1238.3178286101015,864.6496609354843,0.0,243.4674419885048,2795.9324978075174,-224.81079896184355,-1304.0478590854727,4200804.46834905,-2191.206977896543,-8679.588748735809,-1.7498323496429704
big_s4,1132.1455808546964,806.2613044400774,0.0,223.00034113580222,1893.035678891107,-130.92730507878468,-1108.3377670147001,4544306.206247393,-2007.00307022222,-14261.602324923422,-3.0852368030306607
small_s0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1879573.5849773325,-422.4776809255218,-17716.590814666473,-5.618235521669328
small_s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1869641.4006689473,-418.51696662063347,-12925.837652925164,-5.350618353346056
small_s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2099862.657173055,-436.41518064510916,-16932.64705592123,-5.805066726496128
small_s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1454279.8245207928,-346.7079452320243,-15970.633730458647,-6.852673433901725
small_s4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1243227.038740532,-278.32423554619425,-13030.687369978754,-7.351435903384529
rand_s0,-72.55301394469849,-292.61766619875766,250.52964716974964,-82.3800517751817,-1507.070183413595,31.821210777237205,-623.2105343098474,5036532.64399335,-1657.8215206747716,-20861.181061201576,-4.915328917355074
rand_s1,90.49218624864275,-331.065218077734,466.3845631962107,-48.73160082123801,-2766.37889807804,280.4991634321476,-1186.1715860348877,6251853.101951629,-2290.271223752087,-18731.46719946144,-3.681984221267414
rand_s2,416.93194197070494,0.0,-167.64634298674602,209.55792873343253,-28.588449825522353,-365.229532935411,-187.1412177283811,5462595.884043427,-1639.63320925479,-44240.26868564656,-5.024468041426798
rand_s3,442.0883663240595,-156.43407903427385,-163.67507055301266,155.13652982385418,-585.5128910397376,-86.27472684143756,-487.02185636345564,6468471.785841717,-1923.217186372391,-24110.50864879798,-5.075428136854544
rand_s4,353.0321462079963,-352.172509019147,-541.8730959080921,244.5712416768014,-1013.8181233475991,455.3182739462976,-526.6568220377479,3555608.595154822,-1209.0670943301159,-13180.097672920714,-7.075276580738744
none_s0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
none_s1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
none_s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
none_s3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
none_s4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eco_s0,-194.13798773898702,1936.611362797537,0.0,-257.551877385508,1948.7612508568236,257.551877385508,-2432.8515065625106,5239996.727493734,-2140.694987481848,-1720.5552505314195,-2.942335031409873
eco_s1,-145.9493615983849,1489.4199202692726,0.0,-198.27692040090852,1498.7437123360162,198.27692040090852,-1908.2725439526878,3702015.650336405,-1613.2333675904001,-1561.7468848291396,-3.2568674480414077
eco_s2,-179.51366023434318,1743.22873834572,0.0,-232.58916836452818,1736.7371127668257,229.0779085148907,-2237.06672106058,5550344.574016531,-1920.665822016279,-1933.052056510093,-3.1832615363617203
eco_s3,-159.2363080120369,1598.3152219669405,0.0,-212.0056009562411,1608.2856740447041,212.0056009562411,-2006.1875016148936,3615244.705619966,-1748.8685612195284,-1643.944089293831,-3.6078286469508773
eco_s4,-168.97863861674372,1773.062264090626,0.0,-235.41254982256547,1784.1673551117074,235.41254982256547,-2277.53383412325,5378434.848943226,-1914.8128690667543,-554.7810266155808,-2.4774203228674923
gdp_s0,3582.234828045438,0.0,-2804.703457019099,1805.7516327926116,1187.7281393610467,1471.6884390261644,-557.8787131899148,7409842.798524497,-3023.6692472291998,-27900.65645882997,-2.442989009802475
gdp_s1,2852.4060392401047,0.0,-1740.37687800637,1440.3354615494768,1451.1172531970908,-99.28551888671063,-553.4257841611601,6503569.839779429,-2494.5857459945937,-16028.626195313851,-3.1718799415021373
gdp_s2,2339.4120948776226,0.0,-1924.271713574291,1181.113111731574,497.5313795334853,2020.1308231101343,-350.9284851470979,5424839.826667536,-1962.7733970853278,-29486.748860106858,-4.142343368291259
gdp_s3,3027.0125225063784,0.0,-1971.6958569648446,1527.5272231443962,1401.983869799913,289.43108822380145,-601.865703355455,6200216.979822955,-2624.603321918359,-24120.05124110983,-3.399116066397172
gdp_s4,884.8353936354977,0.0,-750.0663990829204,444.8689372906549,233.87844530855412,835.5965824230962,-138.31395931398106,1551106.1800438277,-735.0688789147794,-12630.36450352853,-4.895653121642293
res_s0,0.0,0.0,1534.6234541884367,0.0,-120.80753462539505,-488.27026714756863,-394.4642742497339,5487011.59962483,-2557.7057569807275,-14564.648965271994,-3.5525988087251865
res_s1,0.0,0.0,1496.5031337659484,0.0,-214.31844917340803,-636.7712030181469,-296.6773611135745,5385571.026635672,-2494.171889609914,-17062.875783354022,-3.7435853299906263
res_s2,0.0,0.0,766.0957072975849,0.0,16.59719960848129,94.8403266568697,-264.1850769586318,2630424.780683962,-1276.826178829308,-10061.54718512822,-3.79075067551318
res_s3,0.0,0.0,1362.3640699790112,0.0,-102.85375305893243,-714.0377469219582,-229.8430242807509,4467084.552083464,-2270.6067832983517,-19033.408204743653,-3.9769169184222055
res_s4,0.0,0.0,857.8768096221395,0.0,-41.75430723250928,-262.786100823051,-239.8304613354051,3485168.2690922203,-1429.7946827035657,-9682.554497407677,-4.964432638772833
emp_s0,3582.234828045438,0.0,-2804.703457019099,1805.7516327926116,1187.7281393610467,1471.6884390261644,-557.8787131899148,7409842.798524497,-3023.6692472291998,-27900.65645882997,-2.442989009802475
