lead,seed,gamma,ent_c,lr,epochs,reward_at,iters,A_init,B_init,C_init,ret,opt,ratio,opt_A,opt_B,opt_C,pass_wait,pass_now,pass_ret,curve_last,label
1,0,0.95,0.05,0.003,4,done,1000,2,0,1,209.6175,281.97995,0.7433773216854603,4,0,1,False,True,False,230.0,ent05_it1000
1,1,0.95,0.05,0.003,4,done,1000,2,0,1,209.6175,281.97995,0.7433773216854603,4,0,1,False,True,False,230.0,ent05_it1000
1,2,0.95,0.05,0.003,4,done,1000,2,0,1,209.6175,281.97995,0.7433773216854603,4,0,1,False,True,False,230.0,ent05_it1000
