year,n_cand,q_wait,q_best_act,unit_best,q_frozen_pick,unit_frozen,delta_wait,delta_wait_vs_frozen,gap_frozen_pick
0,3,151.49226740922114,149.43274794784162,0,149.43274794784162,0,2.059519461379523,2.059519461379523,0.0
1,2,93.15755199328748,77.18440325386325,2,70.26689687988986,1,15.973148739424232,22.890655113397628,6.917506373973396
2,1,21.71037140446105,11.932181463956203,2,11.932181463956203,2,9.778189940504847,9.778189940504847,0.0
