,Gdp,Eco,Res,Emp,Aec,E2r,Cpt,Floor,Cost,Disrupt,Expire
pressure,55.93626038162872,124.6876001696787,0.0,20.533683331180193,63.784781123829156,-20.533683331180193,-33.71630802976441,3148451.9344638055,-82.13473332472077,-17251.268478635953,-8.061945077790583
floor,1966.6816151317464,-3925.8978586313765,-268.4616688157043,1559.814002208895,-3930.9283106060034,-1346.1859795098899,-349.36108184605524,17217169.611558072,-1988.0007243052216,-32021.712342370407,-7.133730943158517
random,1803.7637718004587,-4471.057035859874,-293.3016643593749,1608.794218151639,-4457.269407829606,-1481.9962614079616,-5088.359084640973,8789446.731897516,-1755.4450503313262,-12981.935765239741,-5.09684977580756
