,Gdp,Gdp,Eco,Eco,Res,Res,Emp,Emp,Aec,Aec,E2r,E2r,Cpt,Cpt,Floor,Floor,Cost,Cost,Disrupt,Disrupt,Expire,Expire,n_init,n_init,n_done_T,n_done_T,n_done_all,n_done_all,n_expire,n_expire,spend,spend,crh_T,crh_T,crh_all,crh_all
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myopic,13266.363584483886,1943.0717645151697,1015.3711512831445,358.5647030804139,-11694.557997239968,1887.4211046772045,6457.8435192465,996.2809668707663,1162.169085882953,273.3188975414898,3859.552679694329,1229.8194323232076,147.564797408597,209.11456733289268,10642537.443958385,1474094.6598029414,-11822.40447689767,1604.3522046055577,-76344.38397441362,12397.918585813011,-11.827314676990245,2.1620320552776957,57.0,0.0,21.8,2.774887385102322,36.8,3.6331804249169903,20.2,3.6331804249169894,40495.0,0.0,0.38245614035087716,0.04868223482635652,0.6456140350877193,0.06374000745468401
greedy_crh,5813.056813992659,1056.0100135055436,489.52985828722274,111.97308503633322,-5334.93170457934,1106.3900983482952,2817.9517261755714,533.5171219091769,485.3258361840241,66.93493245469698,1264.7289016990453,715.4785623329706,539.4307859522607,146.48867405106532,4863618.485022796,821346.9955611214,-5364.508228657103,879.0932052532941,-37258.48982423487,5738.136328173062,-6.311122721925388,1.1380229204460879,28.0,0.0,19.0,1.58113883008419,19.0,1.58113883008419,9.0,1.5811388300841895,13470.0,0.0,0.6785714285714286,0.05646924393157819,0.6785714285714286,0.05646924393157819
frontload,5813.056813992659,1056.0100135055436,489.52985828722274,111.97308503633322,-5334.93170457934,1106.3900983482952,2817.9517261755714,533.5171219091769,485.3258361840241,66.93493245469698,1264.7289016990453,715.4785623329706,539.4307859522607,146.48867405106532,4863618.485022796,821346.9955611214,-5364.508228657103,879.0932052532941,-37258.48982423487,5738.136328173062,-6.311122721925388,1.1380229204460879,28.0,0.0,19.0,1.58113883008419,19.0,1.58113883008419,9.0,1.5811388300841895,13470.0,0.0,0.6785714285714286,0.05646924393157819,0.6785714285714286,0.05646924393157819
evenspread,6455.1416063114775,1205.490818043173,457.5313283687066,79.67672056932268,-5892.86876641739,1069.1811947732697,3136.950724589443,586.8256746722354,517.8128108738583,130.28098801430227,2418.9970670465673,352.6223036877687,308.63177122968773,113.86600504124557,5196290.854318626,948119.7513208439,-5755.055562309332,1055.9550259474263,-38527.50668334747,6589.53937398414,-6.185600107665719,1.0357616387785127,30.0,0.0,7.2,0.8366600265340756,19.2,1.788854381999832,10.8,1.7888543819998315,22670.0,0.0,0.24,0.027888667551135844,0.6399999999999999,0.059628479399994355
backload,4364.746782416269,622.5214117230033,433.02110557498384,96.39536307755468,-3941.363302714986,716.8272323852747,2102.800019471612,319.3712310852885,475.6762177464452,148.92441462882462,1347.2002417182352,338.45150030213784,289.8904507870287,64.15007241148179,3599266.5983987823,508444.7132927751,-3993.3477749497106,527.903268452352,-25399.95151236605,2246.308422336405,-3.58394509257691,0.9330755490864028,29.0,0.0,0.0,0.0,20.4,2.1908902300206647,8.6,2.1908902300206643,17270.0,0.0,0.0,0.0,0.7034482758620689,0.07554793896622979
oracle,14103.358453805884,0.0,1132.4839169984812,0.0,-13027.476800795584,0.0,6847.779528887991,0.0,1360.5055863680188,0.0,3843.154906298691,0.0,582.7126814791008,0.0,11416704.679798376,0.0,-12601.635031769027,0.0,-78716.59632393786,0.0,0.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,0.0,0.0,21590.0,0.0,1.0,0.0,1.0,0.0
