组,alpha,seed,n_initiated,n_ep,init_per_ep,CRH_T,ACD_T,ACD_T_p25,ACD_T_p50,ACD_T_p75,expire_rate_T,CRH_Teval,ACD_Teval,ACD_Teval_p25,ACD_Teval_p50,ACD_Teval_p75,expire_rate_Teval,expire_rate_uncond,LSR,slack_mean,late_share_y0,late_share_late,late_share_later,n_init_early,late_share_y0_years,cap_early_quota,cap_early_money,early_fill,early_binding,CRH_T_early,slack_mean_early,LSR_floor,LSR_excess,spend_ratio,idle_ratio,clipped_ratio,residual_ratio,released_ratio,decomp_sum,标量回报
ablation,0.0,0,70,5,14.0,0.32097127716778745,8.374459111200308,7.0,8.0,9.0,0.21001211096196004,0.705983044653256,8.634977618257027,8.0,9.0,10.0,0.2940169553467441,0.29401695534674405,0.6428571428571429,-1.973191441121144,5.0,0.6428571428571429,0.5714285714285714,5.0,5.0,15.0,4.6875,1.0666666666666667,资金,0.6931623296698048,2.6696657017359993,0.6651785714285714,-0.022321428571428492,0.9955555555555555,0.004444444444444473,0.0,0.07111111111111111,0.0,1.0666666666666667,1.1559525713423855
ablation,0.0,1,75,5,15.0,0.29957319202326826,8.374459111200308,7.0,8.0,9.0,0.19601130356449603,0.705983044653256,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6666666666666666,-2.3303342982640007,5.0,0.6666666666666666,0.6,5.0,5.0,15.0,5.052395209580839,0.9896296296296295,资金,0.693162329669805,2.6696657017359993,0.6631736526946108,0.003493013972055814,0.9896296296296296,0.010370370370370363,0.0,0.07703703703703704,0.0,1.0666666666666667,1.1168162938847213
ablation,0.0,2,100,5,20.0,0.2760692056174512,8.238387852318265,7.0,8.0,9.0,0.2058118687427209,0.7059830446532561,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.75,-2.480334298264,5.0,0.75,0.65,5.0,5.0,15.0,6.6765578635014835,0.7488888888888889,资金,0.693162329669805,2.6696657017359993,0.6661721068249258,0.08382789317507422,0.9985185185185185,0.001481481481481528,0.0,0.06814814814814815,0.0,1.0666666666666667,1.0794415011843692
ablation,0.0,3,75,5,15.0,0.29957319202326826,8.374459111200308,7.0,8.0,9.0,0.19601130356449603,0.705983044653256,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6666666666666666,-2.3303342982640007,5.0,0.6666666666666666,0.6,5.0,5.0,15.0,5.022321428571429,0.9955555555555555,资金,0.693162329669805,2.6696657017359993,0.6651785714285714,0.0014880952380952328,0.9955555555555555,0.004444444444444473,0.0,0.07111111111111111,0.0,1.0666666666666667,1.0675709219974714
ablation,0.0,4,75,5,15.0,0.29957319202326826,8.374459111200306,7.0,8.0,9.0,0.19601130356449603,0.705983044653256,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6666666666666666,-2.3303342982640007,5.0,0.6666666666666666,0.6,5.0,5.0,15.0,5.022321428571429,0.9955555555555555,资金,0.6931623296698048,2.6696657017359993,0.6651785714285714,0.0014880952380952328,0.9955555555555555,0.004444444444444473,0.0,0.07111111111111111,0.0,1.0666666666666667,1.1125047486619195
ablation,0.15,0,105,5,21.0,0.30612742712645413,8.347075438760085,7.0,8.0,9.0,0.1960113035644961,0.705983044653256,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6666666666666666,-2.187477155406857,5.0,0.6666666666666666,0.6190476190476191,7.0,5.0,15.0,7.068062827225131,0.9903703703703703,资金,0.696825391093648,2.669665701735999,0.6634255796559461,0.003241087010720567,0.9903703703703703,0.009629629629629655,0.0,0.07629629629629629,0.0,1.0666666666666667,0.8507929210975533
ablation,0.15,1,80,5,16.0,0.280849867521814,8.374459111200306,7.0,8.0,9.0,0.18376059709171505,0.705983044653256,8.634977618257027,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6875,-2.7053342982640003,5.0,0.6875,0.625,5.0,5.0,15.0,5.389221556886228,0.9277777777777777,资金,0.6931623296698048,2.6696657017359993,0.6631736526946108,0.024326347305389184,0.9896296296296296,0.010370370370370363,0.0,0.07703703703703704,0.0,1.0666666666666667,0.8761339900211095
ablation,0.15,2,105,5,21.0,0.2864504949875371,8.367872891324907,7.0,8.0,9.0,0.1960113035644961,0.705983044653256,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6666666666666666,-2.616048583978286,5.0,0.6666666666666666,0.6190476190476191,7.0,5.0,15.0,7.0,1.0,资金,0.68766773753404,2.3839514160217132,0.6666666666666667,-1.1102230246251565e-16,1.0,0.0,0.0,0.06666666666666667,0.0,1.0666666666666667,0.8289721083089929
ablation,0.15,3,80,5,16.0,0.320967334380314,8.377499742221037,7.0,8.0,9.0,0.20213665680088658,0.705983044653256,8.634977618257027,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.625,-2.1428342982640003,5.0,0.625,0.5625,6.0,5.0,15.0,5.357142857142857,1.12,资金,0.6846151863475041,2.3363323684026653,0.6651785714285714,-0.0401785714285714,0.9955555555555555,0.004444444444444473,0.0,0.07111111111111111,0.0,1.0666666666666667,0.831090912959219
ablation,0.15,4,75,5,15.0,0.29957319202326826,8.374459111200308,7.0,8.0,9.0,0.19601130356449603,0.705983044653256,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6666666666666666,-2.3303342982640007,5.0,0.6666666666666666,0.6,5.0,5.0,15.0,5.022321428571429,0.9955555555555555,资金,0.693162329669805,2.6696657017359993,0.6651785714285714,0.0014880952380952328,0.9955555555555555,0.004444444444444473,0.0,0.07111111111111111,0.0,1.0666666666666667,0.8843107719293772
ablation,0.3,0,75,5,15.0,0.29957319202326826,8.374459111200308,7.0,8.0,9.0,0.19601130356449603,0.705983044653256,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6666666666666666,-2.3303342982640007,5.0,0.6666666666666666,0.6,5.0,5.0,15.0,5.0,1.0,资金,0.693162329669805,2.6696657017359993,0.6666666666666667,-1.1102230246251565e-16,1.0,0.0,0.0,0.06666666666666667,0.0,1.0666666666666667,0.6586687930212415
ablation,0.3,1,120,5,24.0,0.274019964875095,8.241848912559444,7.0,8.0,9.0,0.20826201003727707,0.7059830446532561,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.75,-2.4553342982640003,5.0,0.75,0.6666666666666666,6.0,5.0,15.0,8.017817371937639,0.7483333333333334,资金,0.69529911550038,2.6696657017359984,0.665924276169265,0.08407572383073503,0.9977777777777778,0.0022222222222222365,0.0,0.06888888888888889,0.0,1.0666666666666667,0.5881647243566896
ablation,0.3,2,75,5,15.0,0.29957319202326826,8.374459111200308,7.0,8.0,9.0,0.19601130356449603,0.705983044653256,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6666666666666666,-2.3303342982640007,5.0,0.6666666666666666,0.6,5.0,5.0,15.0,5.052395209580839,0.9896296296296295,资金,0.6931623296698048,2.6696657017359993,0.6631736526946108,0.003493013972055814,0.9896296296296296,0.010370370370370363,0.0,0.07703703703703704,0.0,1.0666666666666667,0.6978630928737966
ablation,0.3,3,95,5,19.0,0.29203646973696207,8.352687043064298,7.0,8.0,9.0,0.1856949191663647,0.705983044653256,8.634977618257025,8.0,9.0,10.0,0.2940169553467441,0.29401695534674405,0.6842105263157895,-2.4882290351061056,5.0,0.6842105263157895,0.631578947368421,6.0,5.0,15.0,6.333333333333334,0.9473684210526315,资金,0.69529911550038,2.836332368402665,0.6666666666666666,0.01754385964912286,1.0,0.0,0.0,0.06666666666666667,0.0,1.0666666666666667,0.6435122248894339
ablation,0.3,4,75,5,15.0,0.29957319202326826,8.374459111200308,7.0,8.0,9.0,0.19601130356449603,0.705983044653256,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6666666666666666,-2.3303342982640007,5.0,0.6666666666666666,0.6,5.0,5.0,15.0,5.022321428571429,0.9955555555555555,资金,0.693162329669805,2.6696657017359993,0.6651785714285714,0.0014880952380952328,0.9955555555555555,0.004444444444444473,0.0,0.07111111111111111,0.0,1.0666666666666667,0.6492735815486375
