组,alpha,seed,n_initiated,n_ep,init_per_ep,CRH_T,ACD_T,ACD_T_p25,ACD_T_p50,ACD_T_p75,expire_rate_T,CRH_Teval,ACD_Teval,ACD_Teval_p25,ACD_Teval_p50,ACD_Teval_p75,expire_rate_Teval,expire_rate_uncond,LSR,slack_mean,late_share_y0,late_share_late,late_share_later,n_init_early,late_share_y0_years,cap_early_quota,cap_early_money,early_fill,early_binding,CRH_T_early,slack_mean_early,LSR_floor,LSR_excess,spend_ratio,idle_ratio,clipped_ratio,residual_ratio,released_ratio,decomp_sum,标量回报
ablation,0.5,0,75,5,15.0,0.29957319202326826,8.374459111200306,7.0,8.0,9.0,0.19601130356449603,0.705983044653256,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6666666666666666,-2.3303342982640007,5.0,0.6666666666666666,0.6,5.0,5.0,15.0,5.0,1.0,资金,0.6931623296698048,2.6696657017359993,0.6666666666666667,-1.1102230246251565e-16,1.0,0.0,0.0,0.06666666666666667,0.0,1.0666666666666667,0.5129805309066613
ablation,0.5,1,75,5,15.0,0.29957319202326826,8.374459111200308,7.0,8.0,9.0,0.19601130356449603,0.705983044653256,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6666666666666666,-2.3303342982640007,5.0,0.6666666666666666,0.6,5.0,5.0,15.0,5.0,1.0,资金,0.693162329669805,2.6696657017359993,0.6666666666666667,-1.1102230246251565e-16,1.0,0.0,0.0,0.06666666666666667,0.0,1.0666666666666667,0.5344623264570734
ablation,0.5,2,95,5,19.0,0.29203646973696207,8.352687043064298,7.0,8.0,9.0,0.1856949191663647,0.705983044653256,8.634977618257025,8.0,9.0,10.0,0.2940169553467441,0.29401695534674405,0.6842105263157895,-2.488229035106106,5.0,0.6842105263157895,0.631578947368421,6.0,5.0,15.0,6.333333333333334,0.9473684210526315,资金,0.69529911550038,2.836332368402665,0.6666666666666666,0.01754385964912286,1.0,0.0,0.0,0.06666666666666667,0.0,1.0666666666666667,0.4651295470839328
ablation,0.5,3,85,5,17.0,0.3058577014707224,8.409831509755742,7.0,8.0,9.0,0.19024626522436383,0.7059830446532561,8.634977618257027,8.0,9.0,10.0,0.2940169553467441,0.29401695534674405,0.6470588235294118,-2.44798135708753,5.0,0.6470588235294118,0.5882352941176471,6.0,5.0,15.0,5.666666666666667,1.0588235294117647,资金,0.69529911550038,2.6696657017359984,0.6666666666666666,-0.019607843137254832,1.0,0.0,0.0,0.06666666666666667,0.0,1.0666666666666667,0.5354040854846549
ablation,0.5,4,85,5,17.0,0.3058577014707224,8.409831509755742,7.0,8.0,9.0,0.19024626522436383,0.7059830446532561,8.634977618257027,8.0,9.0,10.0,0.2940169553467441,0.29401695534674405,0.6470588235294118,-2.44798135708753,5.0,0.6470588235294118,0.5882352941176471,6.0,5.0,15.0,5.666666666666667,1.0588235294117647,资金,0.69529911550038,2.6696657017359984,0.6666666666666666,-0.019607843137254832,1.0,0.0,0.0,0.06666666666666667,0.0,1.0666666666666667,0.5354283747546564
ablation,0.7,0,100,5,20.0,0.292073019736914,8.408617819306432,7.0,8.0,9.0,0.19111102097538363,0.7059830446532561,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.65,-2.6303342982640006,5.0,0.65,0.6,7.0,5.0,15.0,6.6716085989621945,1.0492222222222223,资金,0.68766773753404,2.2410942731645704,0.6664195700518902,-0.01641957005189021,0.9992592592592593,0.0007407407407407085,0.0,0.0674074074074074,0.0,1.0666666666666667,0.6017423235310068
ablation,0.7,1,115,5,23.0,0.301450008767632,8.319152747294698,7.0,8.0,9.0,0.2045335341542567,0.7059830446532561,8.634977618257025,8.0,9.0,10.0,0.294016955346744,0.29401695534674405,0.6956521739130435,-2.112942993916174,5.0,0.6956521739130435,0.6086956521739131,7.0,5.0,15.0,7.672349888806524,0.912367149758454,资金,0.696825391093648,3.098237130307427,0.6664195700518902,0.029232603861153228,0.9992592592592593,0.0007407407407407085,0.0,0.0674074074074074,0.0,1.0666666666666667,0.6236255876638132
ablation,0.7,2,115,5,23.0,0.2232816239167402,8.377499742221037,7.0,8.0,9.0,0.1661834965003336,0.7059830446532561,8.634977618257025,8.0,9.0,10.0,0.294016955346744,0.29401695534674405,0.7391304347826086,-3.4172908200031307,5.0,0.7391304347826086,0.6956521739130435,6.0,5.0,15.0,7.700892857142858,0.7791304347826087,资金,0.6846151863475041,2.336332368402666,0.6651785714285714,0.07395186335403725,0.9955555555555555,0.004444444444444473,0.0,0.07111111111111111,0.0,1.0666666666666667,0.6073653763408566
ablation,0.7,3,125,5,25.0,0.2688577375756614,8.395928086620563,7.0,8.0,9.0,0.21169220784965573,0.705983044653256,8.634977618257027,8.0,9.0,10.0,0.29401695534674394,0.29401695534674405,0.68,-2.2503342982640007,5.0,0.68,0.64,8.0,5.0,15.0,8.351893095768375,0.9578666666666665,资金,0.689957150923942,2.6696657017359997,0.665924276169265,0.014075723830735076,0.9977777777777778,0.0022222222222222365,0.0,0.06888888888888889,0.0,1.0666666666666667,0.6247003689730386
ablation,0.7,4,120,5,24.0,0.22122822292020933,8.332356889291717,7.0,8.0,9.0,0.15925918414615303,0.7059830446532561,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.75,-3.5803342982640003,5.0,0.75,0.7083333333333334,6.0,5.0,15.0,8.0,0.75,资金,0.6846151863475041,2.3363323684026653,0.6666666666666667,0.08333333333333326,1.0,0.0,0.0,0.06666666666666667,0.0,1.0666666666666667,0.6158359128649049
ablation,0.85,0,125,5,25.0,0.22634357400340094,8.28110210468183,7.0,8.0,9.0,0.17641017320804644,0.705983044653256,8.634977618257027,8.0,9.0,10.0,0.29401695534674394,0.29401695534674405,0.76,-3.290334298264,5.0,0.76,0.72,6.0,5.0,15.0,8.345697329376854,0.7189333333333334,资金,0.6846151863475041,2.336332368402666,0.6661721068249258,0.09382789317507423,0.9985185185185185,0.001481481481481528,0.0,0.06814814814814815,0.0,1.0666666666666667,0.7441533895719326
ablation,0.85,1,165,5,33.0,0.32927058544668364,8.415783756336964,7.0,8.0,9.0,0.19601130356449603,0.705983044653256,8.634977618257027,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6060606060606061,-2.057607025536728,5.0,0.6060606060606061,0.5454545454545454,13.0,5.0,15.0,11.0,1.1818181818181819,资金,0.6911899119800431,2.592742624812922,0.6666666666666667,-0.06060606060606066,1.0,0.0,0.0,0.06666666666666667,0.0,1.0666666666666667,0.744013668128443
ablation,0.85,2,110,5,22.0,0.2976110654268881,8.433025235961425,7.0,8.0,9.0,0.1737372917958033,0.705983044653256,8.634977618257027,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6363636363636364,-2.648516116445819,5.0,0.6363636363636364,0.5909090909090909,8.0,5.0,15.0,7.344213649851632,1.0892929292929292,资金,0.689957150923942,2.4196657017359997,0.6661721068249258,-0.029808470461289427,0.9985185185185185,0.001481481481481528,0.0,0.06814814814814815,0.0,1.0666666666666667,0.7753037439810104
ablation,0.85,3,80,5,16.0,0.3249738078126425,8.409831509755742,7.0,8.0,9.0,0.20213665680088658,0.705983044653256,8.634977618257027,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.625,-1.8928342982640003,5.0,0.625,0.5625,6.0,5.0,15.0,5.3452115812917596,1.1225,资金,0.69529911550038,3.0029990350693314,0.665924276169265,-0.04092427616926497,0.9977777777777778,0.0022222222222222365,0.0,0.06888888888888889,0.0,1.0666666666666667,0.8030095199649674
ablation,0.85,4,115,5,23.0,0.21055260349343582,8.311533976976202,7.0,8.0,9.0,0.1661834965003336,0.7059830446532561,8.634977618257025,8.0,9.0,10.0,0.294016955346744,0.29401695534674405,0.782608695652174,-3.504247341742261,5.0,0.782608695652174,0.7391304347826086,5.0,5.0,15.0,7.700892857142858,0.6492753623188405,资金,0.693162329669805,2.6696657017359993,0.6651785714285714,0.11743012422360255,0.9955555555555555,0.004444444444444473,0.0,0.07111111111111111,0.0,1.0666666666666667,0.7543341682222335
ablation,1.0,0,115,5,23.0,0.21055260349343582,8.311533976976202,7.0,8.0,9.0,0.1661834965003336,0.7059830446532561,8.634977618257025,8.0,9.0,10.0,0.294016955346744,0.29401695534674405,0.782608695652174,-3.504247341742261,5.0,0.782608695652174,0.7391304347826086,5.0,5.0,15.0,7.672349888806524,0.6516908212560386,资金,0.6931623296698048,2.6696657017359993,0.6664195700518902,0.11618912560028372,0.9992592592592593,0.0007407407407407085,0.0,0.0674074074074074,0.0,1.0666666666666667,0.8918862047632423
ablation,1.0,1,120,5,24.0,0.22389920520842832,8.36418026040801,7.0,8.0,9.0,0.15925918414615303,0.7059830446532561,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.75,-3.4970009649306673,5.0,0.75,0.7083333333333334,6.0,5.0,15.0,8.011869436201781,0.7488888888888888,资金,0.69529911550038,2.502999035069332,0.6661721068249258,0.08382789317507422,0.9985185185185185,0.001481481481481528,0.0,0.06814814814814815,0.0,1.0666666666666667,0.8906977710241295
ablation,1.0,2,120,5,24.0,0.20902957834787603,8.266044618923472,7.0,8.0,9.0,0.15925918414615303,0.7059830446532561,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.7916666666666666,-3.5803342982640003,5.0,0.7916666666666666,0.75,5.0,5.0,15.0,8.0,0.625,资金,0.6931623296698048,2.6696657017359993,0.6666666666666667,0.12499999999999989,1.0,0.0,0.0,0.06666666666666667,0.0,1.0666666666666667,0.8788563298184133
ablation,1.0,3,115,5,23.0,0.21811782088474016,8.266044618923475,7.0,8.0,9.0,0.17896684238497468,0.7059830446532561,8.634977618257025,8.0,9.0,10.0,0.294016955346744,0.29401695534674405,0.782608695652174,-3.3738125591335653,5.0,0.782608695652174,0.7391304347826086,5.0,5.0,15.0,7.666666666666667,0.6521739130434783,资金,0.693162329669805,2.6696657017359993,0.6666666666666666,0.11594202898550732,1.0,0.0,0.0,0.06666666666666667,0.0,1.0666666666666667,0.9301361507716368
ablation,1.0,4,115,5,23.0,0.2181178208847402,8.266044618923473,7.0,8.0,9.0,0.1661834965003336,0.7059830446532561,8.634977618257025,8.0,9.0,10.0,0.294016955346744,0.29401695534674405,0.782608695652174,-3.4607690808726956,5.0,0.782608695652174,0.7391304347826086,5.0,5.0,15.0,7.683741648106904,0.6507246376811595,资金,0.693162329669805,2.6696657017359993,0.6659242761692651,0.11668441948290886,0.9977777777777778,0.0022222222222222365,0.0,0.06888888888888889,0.0,1.0666666666666667,0.8989214635135483
budget1500,0.0,0,205,5,41.0,0.2959251494306785,8.35801323027884,7.0,8.0,9.0,0.2007920670660691,0.7059830446532559,8.634977618257027,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6829268292682927,-2.2571635665566836,5.0,0.6829268292682927,0.6097560975609756,13.0,5.0,15.0,13.666666666666668,0.9512195121951219,资金,0.6961209562044475,2.90043493250523,0.6666666666666666,0.016260162601626105,1.0,0.0,0.0,0.06666666666666667,0.0,1.0666666666666667,1.1098458932684687
budget1500,0.0,1,220,5,44.0,0.3063816736601608,8.374459111200304,7.0,8.0,9.0,0.2004661059182346,0.7059830446532561,8.634977618257025,8.0,9.0,10.0,0.294016955346744,0.29401695534674405,0.6590909090909091,-2.171243389173091,5.0,0.6590909090909091,0.5909090909090909,15.0,5.0,15.0,14.838129496402878,1.010909090909091,资金,0.6931623296698048,2.6696657017359993,0.6627697841726619,-0.003678875081752797,0.9884444444444445,0.011555555555555541,0.008,0.07022222222222223,0.0,1.0666666666666667,1.0523270632527575
budget1500,0.0,2,175,5,35.0,0.3317091179045091,8.404119117982857,7.0,8.0,9.0,0.21001211096195996,0.705983044653256,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6285714285714286,-1.8446200125497147,5.0,0.6285714285714286,0.5428571428571428,13.0,5.0,15.0,11.677046263345195,1.1132952380952381,资金,0.6961209562044475,2.746588778659076,0.6663701067615658,-0.03779867819013727,0.9991111111111111,0.000888888888888939,0.0,0.06755555555555555,0.0,1.0666666666666667,1.1905332189804791
budget1500,0.0,3,210,5,42.0,0.3089552240249303,8.39044367683368,7.0,8.0,9.0,0.203011707263228,0.705983044653256,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6428571428571429,-2.1636676315973333,5.0,0.6428571428571429,0.5952380952380952,15.0,5.0,15.0,14.006224988883949,1.0709523809523809,资金,0.6931623296698048,2.6696657017359993,0.6665184526456203,-0.023661309788477358,0.9995555555555555,0.0004444444444444695,0.0,0.06711111111111111,0.0,1.0666666666666667,1.0979235483702192
budget1500,0.0,4,75,5,15.0,0.2641076557130512,8.26766489932055,7.0,8.0,9.0,0.19601130356449603,0.705983044653256,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.7333333333333333,-2.7970009649306675,5.0,0.7333333333333333,0.6666666666666666,4.0,5.0,15.0,5.022321428571429,0.7964444444444444,资金,0.6899571509239419,2.1696657017359997,0.6651785714285714,0.06815476190476188,0.9955555555555555,0.004444444444444473,0.0,0.07111111111111111,0.0,1.0666666666666667,1.1387628402763466
budget1500,0.15,0,205,5,41.0,0.28741022260141014,8.38338587998056,7.0,8.0,9.0,0.1864497765613499,0.7059830446532559,8.634977618257027,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6829268292682927,-2.4766757616786346,5.0,0.6829268292682927,0.6097560975609756,13.0,5.0,15.0,13.691006233303652,0.9495284552845528,资金,0.6961209562044475,2.90043493250523,0.6660730186999109,0.016853810568381866,0.9982222222222222,0.001777777777777767,0.0,0.06844444444444445,0.0,1.0666666666666667,0.8530164778339024
budget1500,0.15,1,185,5,37.0,0.3452651512538869,8.360061899796456,7.0,8.0,9.0,0.2145529133611376,0.7059830446532561,8.634977618257023,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6216216216216216,-1.6816856496153516,5.0,0.6216216216216216,0.5405405405405406,14.0,5.0,15.0,12.393925859758822,1.1295855855855854,资金,0.6922465643138439,2.7410942731645704,0.6650290308173291,-0.043407409195707514,0.9951111111111111,0.004888888888888943,0.0,0.07155555555555555,0.0,1.0666666666666667,0.8147416657059873
budget1500,0.15,2,176,5,35.2,0.33554340736679183,8.436746692791317,7.0,8.0,9.0,0.20046610591823458,0.7059830446532561,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6022727272727273,-1.9041979346276365,5.0,0.6022727272727273,0.5454545454545454,14.0,5.0,15.0,11.737506669037879,1.192757575757576,资金,0.696825391093648,2.8125228445931416,0.6665481059932421,-0.06427537872051481,0.9996444444444444,0.0003555555555555534,0.0,0.06702222222222222,0.0,1.0666666666666667,0.8058492889486498
budget1500,0.15,3,90,5,18.0,0.29853227361123774,8.36418026040801,7.0,8.0,9.0,0.21234557886153738,0.705983044653256,8.634977618257029,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6666666666666666,-2.219223187152889,5.0,0.6666666666666666,0.6111111111111112,6.0,5.0,15.0,6.204044117647059,0.9671111111111111,资金,0.69529911550038,2.502999035069332,0.6553308823529411,0.011335784313725505,0.9671111111111111,0.032888888888888856,0.0,0.09955555555555555,0.0,1.0666666666666667,0.8776176517529336
budget1500,0.15,4,205,5,41.0,0.30733684381448334,8.378842498770963,7.0,8.0,9.0,0.2007920670660691,0.7059830446532559,8.634977618257027,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6585365853658537,-2.183992834849366,5.0,0.6585365853658537,0.5853658536585366,14.0,5.0,15.0,13.672743441529569,1.0239349593495934,资金,0.692246564313844,2.7410942731645704,0.6665184526456203,-0.007981867279766575,0.9995555555555555,0.0004444444444444695,0.0,0.06711111111111111,0.0,1.0666666666666667,0.8037784067363793
budget1500,0.3,0,225,5,45.0,0.2995731920232683,8.374459111200304,7.0,8.0,9.0,0.19601130356449606,0.705983044653256,8.634977618257025,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6666666666666666,-2.330334298264,5.0,0.6666666666666666,0.6,15.0,5.0,15.0,15.020026702269693,1.0,配额,0.6931623296698048,2.6696657017359993,0.6666666666666667,-1.1102230246251565e-16,0.9986666666666667,0.0013333333333332975,0.0,0.068,0.0,1.0666666666666667,0.6228275475308893
budget1500,0.3,1,115,5,23.0,0.3229315862628171,8.418649942774934,7.0,8.0,9.0,0.2045335341542567,0.7059830446532561,8.634977618257025,8.0,9.0,10.0,0.294016955346744,0.29401695534674405,0.6086956521739131,-2.112942993916174,5.0,0.6086956521739131,0.5652173913043478,9.0,5.0,15.0,7.666666666666667,1.1739130434782608,资金,0.6917378057827547,2.669665701735999,0.6666666666666666,-0.05797101449275355,1.0,0.0,0.0,0.06666666666666667,0.0,1.0666666666666667,0.6122774789198033
budget1500,0.3,2,85,5,17.0,0.2940160066087661,8.332961243997767,7.0,8.0,9.0,0.19024626522436383,0.7059830446532561,8.634977618257027,8.0,9.0,10.0,0.2940169553467441,0.29401695534674405,0.7058823529411765,-2.624451945322824,5.0,0.7058823529411765,0.5882352941176471,5.0,5.0,15.0,5.671708185053381,0.8815686274509803,资金,0.693162329669805,2.6696657017359993,0.6663701067615658,0.03951224617961069,0.9991111111111111,0.000888888888888939,0.0,0.06755555555555555,0.0,1.0666666666666667,0.5762270348949313
budget1500,0.3,3,170,5,34.0,0.31097534852954595,8.386630249226716,7.0,8.0,9.0,0.1988938227345621,0.7059830446532561,8.634977618257023,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6470588235294118,-2.0950401806169414,5.0,0.6470588235294118,0.5882352941176471,12.0,5.0,15.0,11.343416370106763,1.0578823529411763,资金,0.69529911550038,2.919665701735999,0.6663701067615658,-0.01931128323215403,0.9991111111111111,0.000888888888888939,0.0,0.06755555555555555,0.0,1.0666666666666667,0.683789317579736
budget1500,0.3,4,145,5,29.0,0.3099033020930362,8.374459111200306,7.0,8.0,9.0,0.20277031403223728,0.705983044653256,8.634977618257027,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.6551724137931034,-2.1579205051605523,5.0,0.6551724137931034,0.5862068965517241,10.0,5.0,15.0,9.692513368983958,1.0317241379310345,资金,0.693162329669805,2.6696657017359993,0.6657754010695187,-0.010602987276415288,0.9973333333333333,0.002666666666666706,0.0,0.06933333333333333,0.0,1.0666666666666667,0.5748262573026945
budget1500,0.5,0,135,5,27.0,0.3525621779759743,8.41890386245463,7.0,8.0,9.0,0.20690082042919028,0.7059830446532559,8.634977618257027,8.0,9.0,10.0,0.2940169553467441,0.29401695534674405,0.5925925925925926,-1.404408372338075,5.0,0.5925925925925926,0.5185185185185185,11.0,5.0,15.0,9.0,1.2222222222222223,资金,0.6943278492137549,3.0333020653723626,0.6666666666666667,-0.07407407407407418,1.0,0.0,0.0,0.06666666666666667,0.0,1.0666666666666667,0.37808439824621387
budget1500,0.5,1,90,5,18.0,0.2776817840193902,8.332961243997767,7.0,8.0,9.0,0.17967702826745474,0.705983044653256,8.634977618257029,8.0,9.0,10.0,0.29401695534674405,0.29401695534674405,0.7222222222222222,-2.9414454093751115,5.0,0.7222222222222222,0.6111111111111112,5.0,5.0,15.0,6.017383552484956,0.830925925925926,资金,0.6931623296698048,2.6696657017359993,0.6657009137508358,0.05652130847138637,0.9971111111111111,0.002888888888888941,0.0,0.06955555555555555,0.0,1.0666666666666667,0.38983331392467
