iter,alpha=0.0,alpha=0.5,alpha=1.0
0,-0.8620032265618351,-0.2936937782598307,0.12889529868268565
1,-0.10374918192380025,0.31978196364848327,0.48480535212474846
2,-0.284837866407061,0.08189567351983573,0.4339461789830511
3,0.0035014493118049606,0.1808491377337616,0.5814165106022945
4,-0.5967657043966075,0.25709703421464436,0.6082139109042985
5,-0.23479346249528932,0.14624079668382162,0.6541676737383064
6,-0.3053122884204548,0.24938845351489575,1.0083348618658654
7,0.40404348836304343,0.172252263521112,0.8666130472295954
8,0.4711733535946622,0.294680015677699,1.2016665801708917
9,0.5328494189633232,0.11291215446905811,1.0544511710620288
10,0.7830001654689008,0.36466130262649543,0.9623805138699941
11,0.781207606997633,0.2107726145683981,0.8818772259153238
12,0.5904317874640955,0.05695389400383783,1.0824043929779232
13,0.6084703038322478,0.23551897929248983,0.7869412060335003
14,0.8084565435737083,-0.015849695112518512,0.979474338757718
15,0.9340851937358663,0.33066744296006856,0.9432825043829471
16,0.920684866278734,0.2213131782744269,0.8821407732639106
17,0.8696967582710095,0.19154105437792873,0.7988666185622548
18,1.018766356141033,0.16256711867014842,0.9165314506362491
19,1.0182887143654584,0.29014720890585266,0.6963797036202289
20,1.1936457653596415,0.3235717165086751,0.8759898010952346
21,0.5204025879436011,0.49777506448773784,1.0404493730963875
22,0.843229243044451,0.3853245445177868,0.7062543529784789
23,0.49123594079662847,0.5126000943315268,0.8417839952151577
24,0.7586309248127034,0.4762931161850268,0.47053726283963826
25,0.8267235688550897,0.5909319298264308,0.6668409170849197
26,0.8393780318968636,0.5753080660426276,1.0777753760656767
27,0.8440026067848772,0.5290269189901964,0.9023927752627
28,0.7460975947821729,0.6951627010016848,0.7153856080676477
29,0.793652533474065,0.5116822291227601,0.5749154070297047
30,0.6562243759761831,0.9109843766084713,0.5607960079102269
31,0.741934567727863,0.7198556495303827,0.7129613942216587
32,1.0074851083238425,0.7714883708842578,0.6130967728838188
33,0.7373600496297954,0.7152546699634434,0.7404458300039936
34,0.6426991295632255,0.49495086833217405,0.6332407456881649
35,0.9946655375730409,0.7239328760552082,0.4612785991099484
36,0.8395237039295695,0.7661763880103369,0.7454961364986783
37,1.0463873896591829,0.8613140890092993,0.5758550625139355
38,0.9210699605176749,0.8523309009126977,0.6105509029791438
39,0.8571089637640108,0.7270059179315328,0.2489633869681891
40,0.9327540390318095,0.7974820358340149,0.9070139710612481
41,0.853920737775792,0.5776326193203873,0.8131447467333124
42,0.8428451916180231,0.7931653933789488,0.8503741683218357
43,1.0176135173876588,1.0382969659182737,0.9750219287987683
44,0.7378602253957447,0.7318308540146493,1.0301496894905067
45,0.7745515705155284,0.7172771706172973,1.2239893618196274
46,0.9402119845710373,0.7336944694023235,1.145086825870844
47,0.9423652257585737,0.8383166475659293,1.0311959036944107
48,0.9878684513735011,0.7862661991714243,0.9444061700125701
49,1.0661558328953442,1.1302413711930384,1.0124492577196857
50,0.9762165012091486,1.040086680297076,0.9918397431153093
51,0.9073164119797945,0.8219761393314279,0.9038076578733198
52,1.0428474435633968,0.9279364217185919,0.997719882762929
53,1.1465109700196754,1.068051589391926,0.985718341185753
54,0.7696335162395435,0.9685967707784038,0.9316708810253227
55,0.9023165560898885,0.8239031232442406,0.9844914348828178
56,1.0925908754420557,1.088019742544252,1.2338773253110937
57,0.9153538653430009,1.2236752860411995,1.0385927875531848
58,1.2227093167025616,0.9269418003492891,1.183575407302077
59,1.013457689934187,0.9776618441597538,1.0143094904507397
