,Gdp,Gdp,Eco,Eco,Res,Res,Emp,Emp,Aec,Aec,E2r,E2r,Cpt,Cpt,Floor,Floor,Cost,Cost,Disrupt,Disrupt,Expire,Expire,n_init,n_init,n_done_T,n_done_T,n_done_all,n_done_all,n_expire,n_expire,spend,spend,crh_T,crh_T,crh_all,crh_all
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myopic,7392.290520122934,589.9900334947819,257.7651033196165,120.61879425506706,-6977.039415183681,578.1324582876371,3674.371328699455,289.8634865324121,351.78390743270904,86.65770811518905,3072.194813861699,589.1281134534944,118.80370805351622,118.78339584167303,5802231.614908843,530537.3939418332,-6345.546107861927,582.0533931280489,-43778.70646795756,2486.760710055633,-6.012248705798499,0.9442319634355281,30.0,0.0,7.6,1.1401754250991378,19.2,1.4832396974191324,10.8,1.4832396974191324,22580.0,0.0,0.2533333333333333,0.038005847503304595,0.6399999999999999,0.049441323247304436
greedy_crh,2065.1272869531053,283.77986469718,180.2095320575659,103.56414755039611,-1873.631696723954,226.66138162177316,1001.4810792914566,139.91040319529912,136.45220247501973,65.57322554359519,496.750193283856,386.85945136891394,309.3388600108959,103.4589998212336,1719462.9532546748,261430.9068026689,-1905.7380375436849,297.79933083386334,-19140.025014317907,3850.958969034281,-2.3460312605371088,1.0730359133798957,10.0,0.0,6.4,1.3416407864998738,6.6,1.51657508881031,3.4,1.5165750888103102,6000.0,0.0,0.6399999999999999,0.13416407864998736,0.6599999999999999,0.15165750888103102
frontload,2065.1272869531053,283.77986469718,180.2095320575659,103.56414755039611,-1873.631696723954,226.66138162177316,1001.4810792914566,139.91040319529912,136.45220247501973,65.57322554359519,496.750193283856,386.85945136891394,309.3388600108959,103.4589998212336,1719462.9532546748,261430.9068026689,-1905.7380375436849,297.79933083386334,-19140.025014317907,3850.958969034281,-2.3460312605371088,1.0730359133798957,10.0,0.0,6.4,1.3416407864998738,6.6,1.51657508881031,3.4,1.5165750888103102,6000.0,0.0,0.6399999999999999,0.13416407864998736,0.6599999999999999,0.15165750888103102
evenspread,1378.9600390536584,825.4773983422273,198.69201194034207,65.16117878063304,-1301.223090257574,754.0017580701834,666.9355435110863,405.1062866519074,150.8962405434638,39.822263077491435,124.4034050411365,285.03513901550815,231.94485031215896,122.32438639818027,1232983.4711873033,643026.2136757612,-1361.077642130825,709.598732785588,-10718.78538171735,5154.405036408636,-1.8615101106271272,0.777127938625534,10.0,0.0,3.2,1.0954451150103324,6.4,1.5165750888103102,3.6,1.51657508881031,6000.0,0.0,0.32,0.10954451150103323,0.64,0.15165750888103102
backload,1236.4679909279591,169.90948760627083,107.89810364572747,62.007680719156,-1121.8125073565102,135.71054187576252,599.6237161201146,83.76952657676088,81.69897406222883,39.261112357960045,297.4226902928489,231.62704382806191,185.21260223041313,61.94472488962937,1029505.9857654873,156528.34096134375,-1141.0357595890603,178.30345985070466,-11459.839994018705,2305.711386252168,-1.4046555762915436,0.6424662384699367,10.0,0.0,0.0,0.0,6.6,1.51657508881031,3.4,1.5165750888103102,6000.0,0.0,0.0,0.0,0.6599999999999999,0.15165750888103102
oracle,6000.558305506769,0.0,354.63760490739,0.0,-5772.125945371234,0.0,2968.7557084986342,0.0,377.1682633922585,0.0,1422.894156111991,0.0,431.3793722586717,0.0,4857660.607392699,0.0,-5303.042733365662,0.0,-35705.5903238553,0.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,9370.0,0.0,1.0,0.0,1.0,0.0
