policy,n,折现价值,相对oracle,缺口收窄率,立项数,立项重心,距峰值年MAE,距峰值1年内,距oracle年MAE,距oracle1年内,单元最优时序价值,放错年份损失,挑错单元损失,时序损失占比,P等待_明年更值,P等待_明年更差,等待对比度
PPO,1,4041.314177026239,0.5877209955897366,-0.828470568787262,44.0,6.9772727272727275,2.5454545454545454,0.4772727272727273,3.225806451612903,0.3225806451612903,4911.128409618125,869.8142325918861,1965.1176448061606,0.30682015307902843,0.8666666666666667,0.9487179487179487,-0.08205128205128198
时间感知贪心,1,6144.307173448044,0.8935554552319573,,75.0,12.0,6.1866666666666665,0.4266666666666667,2.5238095238095237,0.5238095238095238,6751.930307183933,607.6231337358895,124.31574724035272,0.8301555628872408,0.6428571428571429,0.7336956521739131,-0.09083850931677018
近视贪心,1,5325.8071653376965,0.7745224826431258,0.0,75.0,12.0,6.466666666666667,0.29333333333333333,3.305084745762712,0.4406779661016949,6533.838382380864,1208.031217043167,342.4076720434223,0.779154357870148,0.8409090909090909,0.8673469387755102,-0.02643784786641923
随机,1,4926.56987497969,0.716462127152919,,75.0,12.0,7.52,0.24,4.625,0.22916666666666666,6488.011753861988,1561.4418788822977,388.2343005622979,0.800872419402029,0.9375,0.90625,0.03125
