seed,policy,value,v_actual,v_best_timing,loss_timing,loss_selection,share_timing,ratio_oracle,gap_closure,n_init,init_mean,peak_mae,peak_med,peak_hit1,oracle_mae,oracle_med,oracle_hit1,p_wait_up,p_wait_dn,wait_contrast,n_up,n_dn,curve_first,curve_last
0,随机,4926.56987497969,4926.56987497969,6488.011753861988,1561.4418788822977,388.2343005622979,0.800872419402029,0.716462127152919,,75,12.0,7.52,6.0,0.24,4.625,4.0,0.22916666666666666,0.9375,0.90625,0.03125,48,192,,
0,近视贪心,5325.8071653376965,5325.8071653376965,6533.838382380864,1208.031217043167,342.4076720434223,0.779154357870148,0.7745224826431258,0.0,75,12.0,6.466666666666667,6.0,0.29333333333333333,3.305084745762712,3.0,0.4406779661016949,0.8409090909090909,0.8673469387755102,-0.02643784786641923,44,196,,
0,时间感知贪心,6144.307173448044,6144.307173448044,6751.930307183933,607.6231337358895,124.31574724035272,0.8301555628872408,0.8935554552319573,,75,12.0,6.1866666666666665,2.0,0.4266666666666667,2.5238095238095237,1.0,0.5238095238095238,0.6428571428571429,0.7336956521739131,-0.09083850931677018,56,184,,
0,PPO,4041.314177026239,4041.314177026239,4911.128409618125,869.8142325918861,1965.1176448061606,0.30682015307902843,0.5877209955897366,-0.828470568787262,44,6.9772727272727275,2.5454545454545454,2.0,0.4772727272727273,3.225806451612903,2.0,0.3225806451612903,0.8666666666666667,0.9487179487179487,-0.08205128205128198,45,195,139792928.0226491,126346447.72936113
