uid,通道,格数,row,col,压力,距路m
133,P1 产业拆除重建,12,102.5,101.0,1.7585094055641246,82.67745971679688
134,P1 产业拆除重建,5,102.8,98.6,1.3981428387234076,76.64656829833984
135,P1 产业拆除重建,10,106.3,87.3,1.8989532908883706,38.23564529418945
136,P1 产业拆除重建,10,107.9,95.0,1.9602512469948508,54.315101623535156
137,P1 产业拆除重建,15,110.73333333333333,92.93333333333334,1.7246955871442584,102.24091339111328
138,P1 产业拆除重建,13,105.23076923076923,93.53846153846153,2.0275430213937433,38.10097122192383
139,P1 产业拆除重建,13,107.76923076923077,90.3076923076923,2.1731272499095096,40.36909484863281
140,P1 产业拆除重建,10,103.9,89.8,2.3471250145088973,40.86553192138672
141,P1 产业拆除重建,9,102.11111111111111,83.22222222222223,1.6496650501993309,48.58711242675781
142,P1 产业拆除重建,14,102.5,86.5,2.196210648660149,79.80503845214844
143,P1 产业拆除重建,10,99.6,85.0,1.9835325031036848,53.184776306152344
144,P1 产业拆除重建,14,105.28571428571429,157.0,0.38065260506426085,632.68505859375
145,P1 产业拆除重建,6,107.5,59.0,0.7743619171435313,80.81796264648438
146,P1 产业拆除重建,7,116.85714285714286,91.85714285714286,1.527647327981084,44.595577239990234
147,P1 产业拆除重建,15,118.4,63.93333333333333,2.2409091534443957,51.536861419677734
148,P1 产业拆除重建,12,125.75,94.75,1.751153553200847,93.24655151367188
149,P1 产业拆除重建,9,127.33333333333333,77.88888888888889,1.9722576513694234,56.610721588134766
150,P1 产业拆除重建,10,122.8,90.1,2.440324563002521,71.14338684082031
151,P1 产业拆除重建,13,114.53846153846153,70.15384615384616,2.2058792241988145,67.41989135742188
152,P1 产业拆除重建,16,112.3125,74.375,2.031644629914419,56.890625
153,P1 产业拆除重建,13,109.84615384615384,78.15384615384616,2.349780442784388,38.61064147949219
154,P1 产业拆除重建,12,106.75,68.08333333333333,1.850803011390729,81.0175552368164
155,P1 产业拆除重建,14,114.78571428571429,85.28571428571429,2.2879805616032294,70.18712615966797
156,P1 产业拆除重建,9,120.0,86.0,2.2368198786070566,63.47632598876953
157,P1 产业拆除重建,15,127.86666666666666,86.53333333333333,2.028140025315891,73.09793853759766
158,P1 产业拆除重建,12,118.0,68.5,2.1862680626159405,49.733882904052734
159,P1 产业拆除重建,14,114.5,66.64285714285714,2.4439992718949424,63.78664016723633
160,P1 产业拆除重建,16,124.5,82.5,2.465386478817398,54.92158508300781
161,P1 产业拆除重建,10,115.2,62.9,2.2431683691552315,87.24497985839844
162,P1 产业拆除重建,15,122.33333333333333,96.46666666666667,1.8290781192305703,113.66460418701172
163,P1 产业拆除重建,11,112.81818181818181,81.36363636363636,2.3899497793612965,59.39826965332031
164,P1 产业拆除重建,12,128.0,82.5,1.8911743368770162,89.73377227783203
165,P1 产业拆除重建,8,110.125,71.625,1.7946807175430441,44.74524688720703
166,P1 产业拆除重建,18,126.83333333333333,90.16666666666667,2.034834550050318,85.80125427246094
167,P1 产业拆除重建,13,115.76923076923077,88.76923076923077,1.9386907978139722,47.36210250854492
168,P1 产业拆除重建,11,123.36363636363636,92.9090909090909,2.427215425207333,79.62850952148438
169,P1 产业拆除重建,9,118.33333333333333,72.33333333333333,1.8197368110070211,62.40650177001953
170,P1 产业拆除重建,14,119.71428571428571,93.07142857142857,2.09411450215971,51.303131103515625
171,P1 产业拆除重建,10,120.2,88.9,2.2153879521764503,70.37908935546875
172,P1 产业拆除重建,9,119.88888888888889,60.111111111111114,1.4714621388193205,86.49376678466797
173,P1 产业拆除重建,9,115.0,60.0,1.5805406189541873,77.84146118164062
174,P1 产业拆除重建,12,123.58333333333333,86.75,2.464332532103791,55.60378646850586
175,P1 产业拆除重建,11,107.27272727272727,63.36363636363637,1.7052595657044514,52.72970199584961
176,P1 产业拆除重建,12,113.75,77.08333333333333,2.159830414354888,55.23036575317383
177,P1 产业拆除重建,9,111.77777777777777,63.111111111111114,2.181552602988059,45.04219055175781
178,P1 产业拆除重建,11,124.0909090909091,78.63636363636364,2.3170084754337137,43.25216293334961
179,P1 产业拆除重建,12,110.5,84.5,1.941538032125443,68.75072479248047
180,P1 产业拆除重建,11,112.18181818181819,51.09090909090909,2.379933680067214,27.866167068481445
181,P1 产业拆除重建,9,108.33333333333333,50.55555555555556,2.0889340527138494,35.29669189453125
182,P1 产业拆除重建,14,109.71428571428571,47.5,2.1681962596635893,28.243295669555664
183,P1 产业拆除重建,12,109.08333333333333,53.25,1.7807197999090045,21.838346481323242
184,P1 产业拆除重建,8,114.25,42.625,2.0779362755307123,26.92748260498047
185,P1 产业拆除重建,21,121.47619047619048,40.57142857142857,2.374201815013462,24.33523178100586
186,P1 产业拆除重建,8,115.75,40.625,2.4493333083879985,21.75318717956543
187,P1 产业拆除重建,11,118.36363636363636,42.63636363636363,2.4996818548695376,20.051544189453125
188,P1 产业拆除重建,12,114.41666666666667,36.916666666666664,2.1820309580984896,46.668548583984375
189,P1 产业拆除重建,14,109.14285714285714,37.07142857142857,1.6693525259247826,32.52523422241211
190,P1 产业拆除重建,10,108.8,41.5,1.645641718299321,41.898681640625
191,P1 产业拆除重建,11,111.63636363636364,40.45454545454545,2.2559893846703747,19.38916778564453
192,P1 产业拆除重建,9,109.55555555555556,126.66666666666667,0.59871966393588,140.29872131347656
193,P1 产业拆除重建,21,109.95238095238095,138.1904761904762,1.3353573640896472,52.901153564453125
194,P1 产业拆除重建,10,116.9,99.0,1.6192018082901385,52.04294967651367
195,P1 产业拆除重建,20,110.5,100.0,1.9841131434276265,42.35477066040039
196,P1 产业拆除重建,9,117.22222222222223,101.55555555555556,1.3696561161839376,36.23196029663086
197,P1 产业拆除重建,15,113.93333333333334,99.66666666666667,2.0079189138910656,44.36970901489258
198,P1 产业拆除重建,2,112.0,142.5,0.5263861703615211,55.47262954711914
199,P1 产业拆除重建,14,116.21428571428571,130.71428571428572,1.2331140481249945,205.36849975585938
200,P1 产业拆除重建,12,120.75,130.75,0.06582989521421756,649.7778930664062
201,P1 产业拆除重建,7,115.0,134.28571428571428,1.1853218236513807,106.8701171875
202,P1 产业拆除重建,1,116.0,52.0,1.9492033744673793,40.557621002197266
203,P1 产业拆除重建,13,121.6923076923077,35.46153846153846,1.918612760307454,44.274635314941406
204,P1 产业拆除重建,12,120.91666666666667,50.666666666666664,1.910307466968139,19.270700454711914
205,P1 产业拆除重建,6,120.5,46.0,1.9634410266896951,31.34210777282715
206,P1 产业拆除重建,8,123.0,73.75,2.245222929062801,31.901866912841797
207,P1 产业拆除重建,10,127.3,69.8,2.000631789347325,35.14749526977539
208,P1 产业拆除重建,13,125.6923076923077,73.07692307692308,2.2702905233582147,36.45074462890625
209,P1 产业拆除重建,13,123.84615384615384,69.0,2.13181695473519,29.58009910583496
210,P1 产业拆除重建,6,133.16666666666666,52.333333333333336,1.6555917883820344,44.75096130371094
211,P1 产业拆除重建,15,125.6,52.4,2.060365244477279,29.008054733276367
212,P1 产业拆除重建,11,129.27272727272728,52.09090909090909,2.215424713173214,39.30953598022461
213,P1 产业拆除重建,14,126.5,48.714285714285715,2.19030535041192,43.80187225341797
214,P1 产业拆除重建,17,127.52941176470588,59.529411764705884,1.481150890824144,48.33613967895508
215,P1 产业拆除重建,1,128.0,35.0,2.1808533469593785,30.007165908813477
216,P1 产业拆除重建,6,130.33333333333334,46.166666666666664,2.0733926606464945,29.868431091308594
217,P1 产业拆除重建,3,130.33333333333334,37.0,2.0446289727885856,25.254730224609375
218,P2 旧居住通道,1,27.0,116.0,2.1732131043827794,34.952476501464844
219,P2 旧居住通道,1,28.0,42.0,2.4153479511232825,17.615318298339844
220,P2 旧居住通道,24,35.125,47.666666666666664,2.0427061617175073,26.49932098388672
221,P2 旧居住通道,14,34.92857142857143,33.785714285714285,1.5512366042910668,19.370624542236328
222,P2 旧居住通道,10,35.5,39.2,1.8511393467445802,20.39789390563965
223,P2 旧居住通道,3,34.333333333333336,51.666666666666664,1.2202756616023176,24.507421493530273
224,P2 旧居住通道,17,38.0,22.176470588235293,1.6548798972348688,140.87091064453125
225,P2 旧居住通道,1,36.0,92.0,1.3331230382139174,21.15947723388672
226,P2 旧居住通道,1,40.0,54.0,2.408689933487937,21.924854278564453
227,P2 旧居住通道,13,53.0,28.23076923076923,2.3657468223698093,22.915000915527344
228,P2 旧居住通道,12,55.25,42.75,2.18214991779466,23.360021591186523
229,P2 旧居住通道,11,54.27272727272727,31.0,2.3304867393079514,28.192232131958008
230,P2 旧居住通道,16,50.4375,36.625,2.24043881510266,30.642562866210938
231,P2 旧居住通道,16,49.5625,41.875,2.241092620547279,17.15164566040039
232,P2 旧居住通道,8,58.75,30.125,2.4614479007481878,57.470916748046875
233,P2 旧居住通道,7,50.285714285714285,25.285714285714285,2.395027186513537,30.768373489379883
234,P2 旧居住通道,7,58.714285714285715,27.428571428571427,2.0967426792991675,24.71108627319336
235,P2 旧居住通道,8,61.5,29.0,2.4638430179383244,47.208805084228516
236,P2 旧居住通道,21,46.857142857142854,32.57142857142857,2.101716623042332,48.04191970825195
237,P2 旧居住通道,11,53.63636363636363,38.09090909090909,2.397263317705469,22.985111236572266
238,P2 旧居住通道,4,44.25,45.75,2.099431073892967,13.014616012573242
