policy,n,折现价值,相对oracle,缺口收窄率,立项数,立项重心,距峰值年MAE,距峰值1年内,距oracle年MAE,距oracle1年内,单元最优时序价值,放错年份损失,挑错单元损失,时序损失占比,P等待_明年更值,P等待_明年更差,等待对比度
PPO,1,5197.991949016547,0.755934547407895,-0.08243808718991152,75.0,12.0,6.24,0.4533333333333333,3.9591836734693877,0.3469387755102041,6071.951835046585,873.9598860300384,804.2942193777008,0.5207553988480821,0.9347826086956522,0.9123711340206185,0.022411474675033682
近视贪心,1,5325.8071653376965,0.7745224826431258,0.0,75.0,12.0,6.466666666666667,0.29333333333333333,3.305084745762712,0.4406779661016949,6533.838382380864,1208.031217043167,342.4076720434223,0.779154357870148,0.8409090909090909,0.8673469387755102,-0.02643784786641923
随机,1,5687.1288115730395,0.82706883473343,,75.0,12.0,6.56,0.3466666666666667,3.519230769230769,0.40384615384615385,6542.061625608673,854.9328140356338,334.1844288156126,0.7189642730145679,0.94,0.868421052631579,0.07157894736842096
