seed,method,stop_freq,ratio,n_init,init_mean,years,v_actual,v_best_timing,loss_timing,loss_unit,bc_rho,bc_value_ratio,bc_value_ratio_random,n_train,n_test
0,PPO(随机初始化),0.0,0.9725154840748752,11,5.0,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 6: 5, 7: 6, 8: 7, 9: 8, 12: 9, 13: 10}",770.2017154924226,770.2017154924226,0.0,21.76687329060576,1.0,1.0,0.19757850468158722,4892.0,1332.0
0,BC→PPO,0.0,1.0,11,5.0,"{0: 0, 1: 1, 2: 2, 3: 3, 6: 4, 7: 5, 8: 6, 9: 7, 12: 8, 13: 9, 14: 10}",791.9685887830284,791.9685887830284,0.0,0.0,1.0,1.0,0.19757850468158722,4892.0,1332.0
1,PPO(随机初始化),0.0,0.9915884345350753,11,5.0,"{0: 0, 1: 1, 2: 2, 3: 3, 6: 4, 7: 5, 8: 6, 9: 7, 10: 8, 12: 9, 13: 10}",785.3068931523159,785.3068931523159,0.0,6.661695630712529,1.0,1.0,0.19757850468158722,4892.0,1332.0
1,BC→PPO,0.0,1.0,11,5.0,"{0: 0, 1: 1, 2: 2, 6: 3, 7: 4, 8: 5, 9: 6, 10: 7, 12: 8, 13: 9, 14: 10}",791.9685887830284,791.9685887830284,0.0,0.0,1.0,1.0,0.19757850468158722,4892.0,1332.0
2,PPO(随机初始化),0.0,0.9725154840748752,11,5.0,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 6: 5, 7: 6, 8: 7, 9: 8, 12: 9, 13: 10}",770.2017154924226,770.2017154924226,0.0,21.76687329060576,1.0,1.0,0.19757850468158722,4892.0,1332.0
2,BC→PPO,0.0,0.9915884345350753,11,5.0,"{0: 0, 1: 1, 2: 2, 3: 3, 6: 4, 7: 5, 8: 6, 9: 7, 10: 8, 12: 9, 13: 10}",785.3068931523159,785.3068931523159,0.0,6.661695630712529,1.0,1.0,0.19757850468158722,4892.0,1332.0
-1,BC(不经 PPO),0.0,1.0,11,5.0,"{0: 0, 1: 1, 2: 2, 6: 3, 7: 4, 8: 5, 9: 6, 10: 7, 12: 8, 13: 9, 14: 10}",791.9685887830284,791.9685887830284,0.0,0.0,,,,,
-1,近视贪心,0.0,1.0,11,5.0,"{0: 0, 1: 1, 2: 2, 3: 3, 6: 4, 7: 5, 8: 6, 9: 7, 12: 8, 13: 9, 14: 10}",791.9685887830284,791.9685887830284,0.0,0.0,,,,,
-1,随机,0.0,0.6809821652678228,11,5.0,"{0: 5, 1: 6, 2: 7, 4: 3, 5: 4, 6: 8, 8: 2, 11: 1, 13: 10, 16: 0, 17: 9}",539.3164844135687,776.8634111231352,237.5469267095665,15.10517765989323,,,,,
