method,ratio,v_actual,v_best_timing,loss_unit,loss_timing,stop_freq,init_mean,n_init
PPO(随机初始化),0.7913158310079047,357.01431434779937,451.1653885314889,0.0,94.1510741836896,0.0,2.5,6.0
BC→PPO,0.899707080032465,405.9166943273785,451.1653885314889,0.0,45.24869420411045,0.0,2.5,6.0
BC→PPO(actor 学习率 ÷10),0.899707080032465,405.9166943273785,451.1653885314889,0.0,45.24869420411045,0.0,2.5,6.0
BC→PPO(先冻结 actor 50 迭代),0.899707080032465,405.9166943273785,451.1653885314889,0.0,45.24869420411045,0.0,2.5,6.0
BC(不经 PPO),0.9315035583809801,420.26216483541936,451.16538853148893,0.0,30.903223696069574,0.14285714285714285,2.8333333333333335,6.0
近视贪心,0.899707080032465,405.9166943273785,451.16538853148893,0.0,45.24869420411045,0.0,2.5,6.0
随机,0.6875699748667127,310.2077748533265,451.16538853148893,0.0,140.95761367816243,0.0,2.5,6.0
