iter,alpha=0.0,alpha=0.5,alpha=1.0
0,-0.45668840291980317,-0.11947294612868839,0.13127700892111496
1,-0.3574544659433011,-0.048812814001473415,0.09235383720124504
2,-0.15432061901381727,-0.08651238265882567,0.01953094081262917
3,-0.3340299937194443,-0.13306604661359023,-0.08167009361124147
4,-0.14337758027882405,-0.0585428693689121,0.05959653254856931
5,0.013868283482211866,-0.020084225476537595,0.13631500591705242
6,-0.2405746036627461,-0.05520317932483948,0.059919926533079544
7,-0.22734159668463427,0.09122973531857569,0.23769024473583886
8,-0.12231685108079174,0.07468811437306444,0.21335329447766893
9,-0.04483515135508197,0.029623104338868896,0.10704063530831255
10,-0.10497013820708487,0.046916577520136,0.12753066331536222
11,-0.07691192029132929,-0.011900207351895696,0.17444119490746163
12,-0.10553735476213666,0.007547557261772628,0.11853045648793091
13,-0.1466234358650461,0.23649614743709257,0.21758009399900963
14,-0.029902826854597414,-0.023303634461435026,0.09325344952737522
15,-0.03960181442175815,0.09346605124930328,0.16542868859712823
16,-0.08943641842423809,0.08569997967043158,0.11700119794564506
17,-0.11559002144886799,0.13241259557592558,0.09509427050720914
18,0.01493214619605713,0.13515075464450882,0.11999003539331513
19,0.09658260689703246,0.2195747007673397,0.14318939190236674
20,-0.0553455703430424,0.19323506307019087,-0.005129941066061995
21,-0.07940183859893876,0.19324496387975448,0.26244001862964006
22,-0.044721614009087,0.25442504274839706,0.24588028276080945
23,-0.025100108163903356,0.24079183392614087,0.22068447683246584
24,-0.08159494506874637,0.10564329312170213,0.22141099429090405
25,0.009877273652897877,0.22123933434844786,0.18583506216760967
26,-0.006340301480898421,0.3400019993333123,0.1920001019744112
27,0.003683843039590344,0.3217310458569296,0.113544036587434
28,0.05787968252643029,0.3097529951310967,0.36167579419969553
29,0.0596807587107626,0.38697134815113976,0.21086487964855236
30,0.1016899998763594,0.4465339030063366,0.2886514444790472
31,-0.058956599525827595,0.29729062179291826,0.10526815329108286
32,0.11602986427352013,0.42259522407695527,0.1704615524891545
33,0.10833569520973341,0.31333911066900405,0.24162046210913007
34,-0.036123269376144615,0.2953366004822428,0.18718726167121863
35,0.006302834028536507,0.43421940032899087,0.2722244619295432
36,0.1260689653103306,0.344516736206995,0.23071394252201766
37,0.10974497090326188,0.3479801246876897,0.2716566652980965
38,-0.028894773895077767,0.3829928357890989,0.25220663363655466
39,0.14111611167396548,0.3411001575958225,0.17367707044822123
40,0.20724264585144436,0.3452278157755255,0.29696594872610194
41,-0.039161190666025913,0.2997518521547322,0.15968488707097891
42,0.1924599240966702,0.2816569753080047,0.22257949771864455
43,0.12821974825563184,0.3051502461367003,0.1582619567949471
44,0.10249193683092364,0.2844974704472076,0.2417300100341742
45,0.11587781597778478,0.4118347270232172,0.33605652484613024
46,0.08111718665292784,0.23909569705361838,0.3148588158342642
47,-0.008062601004181907,0.40217657418278097,0.30372441942683864
48,-0.010028640866152214,0.3159358302315749,0.3022527183160853
49,0.17632858312693492,0.3205815474171777,0.3531429995838007
50,0.13340571231686138,0.38374619273218735,0.3333018420605384
51,0.27063819652681254,0.30886723569909347,0.3229990750360524
52,0.16676441455924654,0.3981725798065415,0.5113083504657261
53,0.2769877033012367,0.4634562632207099,0.3265392501232784
54,0.21910250190739886,0.437317312557833,0.3737331017406364
55,0.13326325512125387,0.41822923084063734,0.31392478151476727
56,0.3306848613438229,0.44087469684226804,0.45088871447017087
57,0.3077133527039339,0.4216700512170112,0.2804541955569415
58,0.24885253066670482,0.3964203980838912,0.4353741289760061
59,0.306408606760821,0.38353731109959244,0.32655577026116667
