alpha,Gdp,Eco,Res,Emp,Aec,E2r,Cpt,Floor,Cost,Disrupt,Expire
-1.0,200.75698630825812,103.63065213181349,-143.80688949480486,77.14543246021246,-146.55304098331658,14.872221692269818,-679.0402916776854,2101478.7134098746,-383.3790225528188,-13135.738514519671,-3.5775401707250873
0.0,-158.8065539128409,1702.3727282343539,0.0,-233.03342333386036,1707.209486592555,232.2553048076249,-2137.8937810904154,1733137.0827046882,-699.1002700015812,-173.9238984660014,-1.7333417124561414
0.5,2164.9688499994513,0.0,-1462.0124133403435,1090.114205976807,1743.1820301756652,-716.0629443572745,-415.6815419569981,1771885.9664068841,-773.7711900216293,-8416.92590384254,-2.5494578164162496
1.0,1929.845131322592,0.0,-1424.9520856587856,976.4112646697535,3243.9828901914166,-961.2326760568969,-334.1457711194869,1454852.7843579326,-673.8251660819723,-6214.746871792869,-2.8833149259421815
