iter,a0.0_s3,a0.15_s0,a0.0_s1,a0.0_s4,a0.0_s0,a0.0_s2,a0.15_s1,a0.3_s0,a0.15_s2,a0.15_s3,a0.3_s1,a0.15_s4,a0.3_s2,a0.3_s4,a0.5_s1,a0.5_s0,a0.3_s3,a0.5_s2,a0.5_s3,a0.5_s4,a0.7_s0,a0.7_s1,a0.7_s3,a0.7_s2,a0.7_s4,a0.85_s0,a0.85_s4,a0.85_s1,a0.85_s2,a0.85_s3,a1.0_s0,a1.0_s1,a1.0_s2,a1.0_s4,a1.0_s3
0,-0.3437956979826088,-0.4792969610430411,-0.483346286252918,-0.18462093167102644,-0.6274867474236724,-0.5621073640924434,-0.3447944247234459,-0.3449999671355939,-0.44461722469417053,-0.2641922244647761,-0.21923180021236185,-0.13484467969743524,-0.3381417858644857,-0.08973495134636836,-0.069049053248124,-0.18437022932472574,-0.19205157658924005,-0.2107888100093723,-0.10576570364006961,-0.03578017822058239,-0.041588240159509585,0.06444672183119851,-0.02906714990747368,-0.09758616480482714,0.0121796201134496,0.055503512472837434,0.04479228298059133,0.15522384888513785,-0.020608366065736374,0.02308786663069161,0.14512666874885,0.23901812001185108,0.05044806353957816,0.07489627947333753,0.07123095881976724
1,-0.18663958745001413,-0.3003177562453806,0.0703854884568002,-0.5189833867492055,-0.45105490890627875,-0.259124979000498,0.05091713342068163,-0.16371221164644162,0.0020193583591240766,-0.05768021781969104,0.03327393666919923,-0.3951711168101535,0.02739889727081274,-0.2865106768459896,-0.03809986748258013,-0.000321266145749885,-0.20035977772218222,0.020223765592722136,-0.08766468450373611,-0.15654426826140136,0.1622472944160221,0.008545967943953462,-0.00041762118994700254,0.03069029895920048,0.010950238062632216,0.14342224994367897,-0.06151104288413159,0.062325672614394374,0.03164209134898392,0.05631958089889376,0.15180162297013894,0.1603873906452649,0.13687972444532287,0.0003386095121056913,0.09093443296674492
