alpha,seed,Gdp,Eco,Res,Emp,Aec,E2r,Cpt,Floor,Cost,Disrupt,Expire,n_initiated,cells,stop_rate,idle_years,spend_ratio
0.15,4,713.4615014955327,512.0050204372651,0.0,140.72562834977708,1369.2852156025913,-116.4624937918472,-1023.1556566493895,959748.7853454795,-1266.5306551479935,-5490.19633435962,-1.14640899885594,15.0,150.0,1.0,0.0,1.0
0.85,3,1447.6422048068794,0.0,-769.9115550631765,731.6549147641232,1150.5434337645797,46.81667596095325,-282.22737812664093,1097824.9731124646,-1290.7896011911012,-15293.225249663326,-1.2950795357011444,27.0,162.0,0.6666666666666666,0.0,1.0
0.3,1,713.4615014955327,512.0050204372651,0.0,140.72562834977708,1369.2852156025913,-116.4624937918472,-1023.1556566493895,959748.7853454795,-1266.5306551479935,-5490.19633435962,-1.14640899885594,15.0,158.0,1.0,0.0,1.0
0.0,2,-116.47329338347576,1193.5371786279266,0.0,-162.73833641701404,1165.4628685265138,159.09348445650454,-1178.9039442970056,1184232.4240946295,-1330.7709899644703,-1459.725378793771,-3.564392612239729,44.0,175.0,0.06666666666666667,0.0,0.9925925925925926
1.0,3,1550.9255774016979,0.0,-785.5415301843113,784.4558419464951,2527.7197548700688,-321.1776324695728,-276.2027847508897,1168839.2045002778,-1385.6910393991716,-8138.694163153168,-1.5115871996398442,23.0,156.0,1.0,0.0,1.0
0.3,2,-120.21093779166718,1061.6935433015383,0.0,-141.8233300664901,1058.8754694948555,139.91034067272233,-1260.6645091997295,989926.8438641008,-1134.5866405319207,0.0,-1.0369995490225803,16.0,167.0,1.0,0.0,0.9896296296296296
0.15,3,14.853842158915635,1107.9488908759624,-76.83170082840002,-101.85526224442317,1606.5984671006845,79.93912433014566,-1327.2640744068779,1115305.5839143898,-1276.2518649664657,-517.297618512,-1.5181228610578443,18.0,168.0,0.9333333333333333,0.0,0.9962962962962963
0.5,0,-91.07041514921096,1172.2066696973068,0.0,-158.62230863206798,1179.7040440122016,158.62230863206798,-1473.057355173538,1134251.4414837542,-1288.822843860004,-776.530753834209,-1.3389838207223224,21.0,171.0,1.0,0.0,1.0
0.15,0,-126.15345214470457,1023.3377925569433,0.0,-138.72154090222892,904.7037486277695,110.51337141531731,-601.0221341090379,991536.849592245,-1125.3833970800376,-2035.878211615107,-1.8357778054462686,22.0,171.0,1.0,0.0,1.0
0.7,0,1183.9831358749495,40.79875334894688,-697.9196196524201,597.1295768343185,1594.9806480497227,143.6280592642418,-222.97278194151986,937088.197328217,-1093.6788198393622,-6933.149958824846,-0.9557202290940001,15.0,163.0,1.0,0.0,0.9962962962962963
