seed,policy,value,ratio_oracle,gap_closure,n_init,init_mean,peak_mae,peak_med,peak_hit1,oracle_mae,oracle_med,oracle_hit1,p_wait_up,p_wait_dn,wait_contrast,n_up,n_dn,curve_first,curve_last
0,随机,2560.424947829925,0.3723579592068999,,74,11.91891891891892,7.54054054054054,6.0,0.16216216216216217,7.875,4.0,0.25,1.0,0.9949494949494949,0.005050505050505083,42,198,,
0,近视贪心,5098.591520874743,0.7414789233137212,0.0,75,12.0,6.466666666666667,6.0,0.26666666666666666,4.603448275862069,4.0,0.3448275862068966,0.8367346938775511,0.8795811518324608,-0.04284645795490971,49,191,,
0,PPO,1631.4315902816052,0.23725613908651744,-1.950412673079996,75,12.0,5.666666666666667,2.0,0.2,9.25,5.5,0.0,1.0,1.0,0.0,41,199,12080756.20820512,11284206.463408425
1,随机,3355.9643028191963,0.4880518056301833,,75,12.0,6.8933333333333335,4.0,0.22666666666666666,8.619047619047619,9.0,0.23809523809523808,0.9523809523809523,0.98989898989899,-0.03751803751803762,42,198,,
1,近视贪心,5098.591520874743,0.7414789233137212,0.0,75,12.0,6.466666666666667,6.0,0.26666666666666666,4.603448275862069,4.0,0.3448275862068966,0.8367346938775511,0.8795811518324608,-0.04284645795490971,49,191,,
1,PPO,4561.782137058993,0.6634117076313565,-0.3019762128605903,75,12.0,5.986666666666666,3.0,0.3466666666666667,4.208333333333333,2.5,0.4166666666666667,0.9791666666666666,0.9375,0.04166666666666663,48,192,11744036.519518156,11215456.90906319
2,随机,2835.072760196974,0.4122994927403511,,75,12.0,7.173333333333333,5.0,0.24,8.5,4.5,0.21428571428571427,1.0,0.9797979797979798,0.02020202020202022,42,198,,
2,近视贪心,5098.591520874743,0.7414789233137212,0.0,75,12.0,6.466666666666667,6.0,0.26666666666666666,4.603448275862069,4.0,0.3448275862068966,0.8367346938775511,0.8795811518324608,-0.04284645795490971,49,191,,
2,PPO,2464.9007691366273,0.35846605104403895,-1.481553756386668,75,12.0,7.0,6.0,0.24,7.923076923076923,8.0,0.0,1.0,1.0,0.0,41,199,12106695.338875126,11641133.527487015
