policy,seed,Gdp,Eco,Res,Emp,Aec,E2r,Cpt,Floor,Cost,Disrupt,Expire,n_init,n_done_T,n_done_all,n_expire,spend,crh_T,crh_all
myopic,0,7947.398352598662,156.85348683319708,-7524.376737954722,3969.953061536625,411.63727956112416,2507.0087672159243,-206.81951634466304,6164096.247469064,-6697.425977102293,-67650.2955219617,0.0,36,20,36,0,13430.0,0.5555555555555556,1.0
myopic,1,7947.398352598662,156.85348683319708,-7524.376737954722,3969.953061536625,411.63727956112416,2507.0087672159243,-206.81951634466304,6164096.247469064,-6697.425977102293,-67650.2955219617,0.0,36,20,36,0,13430.0,0.5555555555555556,1.0
myopic,2,7947.398352598662,156.85348683319708,-7524.376737954722,3969.953061536625,411.63727956112416,2507.0087672159243,-206.81951634466304,6164096.247469064,-6697.425977102293,-67650.2955219617,0.0,36,20,36,0,13430.0,0.5555555555555556,1.0
myopic,3,7947.398352598662,156.85348683319708,-7524.376737954722,3969.953061536625,411.63727956112416,2507.0087672159243,-206.81951634466304,6164096.247469064,-6697.425977102293,-67650.2955219617,0.0,36,20,36,0,13430.0,0.5555555555555556,1.0
myopic,4,7947.398352598662,156.85348683319708,-7524.376737954722,3969.953061536625,411.63727956112416,2507.0087672159243,-206.81951634466304,6164096.247469064,-6697.425977102293,-67650.2955219617,0.0,36,20,36,0,13430.0,0.5555555555555556,1.0
greedy_crh,0,4940.891817822837,118.73799983800937,-4694.340417961832,2471.646320832356,288.5591952753497,1239.1420231434722,-42.21127327664422,3877163.3997762357,-4200.173266966442,-36104.570601272004,0.0,20,20,20,0,7180.0,1.0,1.0
greedy_crh,1,4940.891817822837,118.73799983800937,-4694.340417961832,2471.646320832356,288.5591952753497,1239.1420231434722,-42.21127327664422,3877163.3997762357,-4200.173266966442,-36104.570601272004,0.0,20,20,20,0,7180.0,1.0,1.0
greedy_crh,2,4940.891817822837,118.73799983800937,-4694.340417961832,2471.646320832356,288.5591952753497,1239.1420231434722,-42.21127327664422,3877163.3997762357,-4200.173266966442,-36104.570601272004,0.0,20,20,20,0,7180.0,1.0,1.0
greedy_crh,3,4940.891817822837,118.73799983800937,-4694.340417961832,2471.646320832356,288.5591952753497,1239.1420231434722,-42.21127327664422,3877163.3997762357,-4200.173266966442,-36104.570601272004,0.0,20,20,20,0,7180.0,1.0,1.0
greedy_crh,4,4940.891817822837,118.73799983800937,-4694.340417961832,2471.646320832356,288.5591952753497,1239.1420231434722,-42.21127327664422,3877163.3997762357,-4200.173266966442,-36104.570601272004,0.0,20,20,20,0,7180.0,1.0,1.0
frontload,0,3256.77146003119,118.73799983800937,-3222.5346291907254,1623.888888300637,214.9826853019042,1415.6771234227567,-6.818919555587286,2614004.8253039746,-2806.476528866969,-24856.285210042726,0.0,14,14,14,0,4470.0,1.0,1.0
frontload,1,3256.77146003119,118.73799983800937,-3222.5346291907254,1623.888888300637,214.9826853019042,1415.6771234227567,-6.818919555587286,2614004.8253039746,-2806.476528866969,-24856.285210042726,0.0,14,14,14,0,4470.0,1.0,1.0
frontload,2,3256.77146003119,118.73799983800937,-3222.5346291907254,1623.888888300637,214.9826853019042,1415.6771234227567,-6.818919555587286,2614004.8253039746,-2806.476528866969,-24856.285210042726,0.0,14,14,14,0,4470.0,1.0,1.0
frontload,3,3256.77146003119,118.73799983800937,-3222.5346291907254,1623.888888300637,214.9826853019042,1415.6771234227567,-6.818919555587286,2614004.8253039746,-2806.476528866969,-24856.285210042726,0.0,14,14,14,0,4470.0,1.0,1.0
frontload,4,3256.77146003119,118.73799983800937,-3222.5346291907254,1623.888888300637,214.9826853019042,1415.6771234227567,-6.818919555587286,2614004.8253039746,-2806.476528866969,-24856.285210042726,0.0,14,14,14,0,4470.0,1.0,1.0
evenspread,0,6377.375295684757,82.1753946762468,-6304.9893369278125,3206.8331599350604,268.4336652812203,1892.7214135959605,37.533676052711996,4874536.143934874,-5262.047504718737,-30651.064369323136,0.0,15,8,15,0,11420.0,0.5333333333333333,1.0
evenspread,1,6377.375295684757,82.1753946762468,-6304.9893369278125,3206.8331599350604,268.4336652812203,1892.7214135959605,37.533676052711996,4874536.143934874,-5262.047504718737,-30651.064369323136,0.0,15,8,15,0,11420.0,0.5333333333333333,1.0
