seed,stop_context,drop_no_choice,action_mode,p_stop_given_wa_pos,p_stop_given_wa_neg,n_years_wa_pos,stop_logit_gap_mean,stop_logit_gap_max,g_target,g_measured,shape,channel,shaping,wa_feat,n_units,slots,greedy_ratio,discriminative,oracle_idle_years,late_peak_opt_year,timing_acc,timing_acc_late,timing_acc_early,no_dump,ratio,init_mean,opt_mean,curve_last
0,False,True,now,0.5,,6,-0.7842481136322021,3.5463809967041016,0.2,0.20000000000000018,window,value,False,False,3,11,0.7648480082960042,True,6,4,0.6666666666666666,1.0,0.5,1.0,0.940516005881021,3.0,4.0,249.997128754482
1,False,False,now,0.0,,3,-10.437255064646402,0.0,0.2,0.20000000000000018,window,value,False,False,3,11,0.7648480082960042,True,6,4,0.3333333333333333,0.0,0.5,1.0,0.7648480082960042,1.0,4.0,189.66978402331802
2,False,False,now,0.0,,3,-18.123295466105144,0.0,0.2,0.20000000000000018,window,value,False,False,3,11,0.7648480082960042,True,6,4,0.3333333333333333,0.0,0.5,1.0,0.7648480082960042,1.0,4.0,189.80381271295548
0,False,True,now,0.0,,3,-0.38674408197402954,0.0,0.4,0.40000000000000036,window,value,False,False,3,11,0.6437588627938673,True,7,5,0.3333333333333333,0.0,0.5,1.0,0.6437588627938673,1.0,4.666666666666667,153.47815056793905
1,False,False,now,0.0,,3,-5.477785587310791,0.0,0.4,0.40000000000000036,window,value,False,False,3,11,0.6437588627938673,True,7,5,0.3333333333333333,0.0,0.5,1.0,0.6437588627938673,1.0,4.666666666666667,156.79672773660036
2,False,False,now,0.0,,3,-9.259751160939535,0.0,0.4,0.40000000000000036,window,value,False,False,3,11,0.6437588627938673,True,7,5,0.3333333333333333,0.0,0.5,1.0,0.678851363471811,1.0,4.666666666666667,168.17322702672016
