计划名,批准名,主体名,公告年,审批年,拆除面积,时滞年,干净,宽松
高博印刷厂城市更新单元,光明新区公明办事处高博印刷厂城市更新单元规划,高博印刷厂,2016.1666666666667,2018,10315.0,1.8333333333332575,True,True
伶伦提可乐旧工业区城市更新单元,光明区光明街道伶伦提可乐工业区城市更新单元规划,伶伦提可乐旧工业区,2017.8333333333333,2018,37266.4,0.1666666666667424,False,True
上村宝滨工业园城市更新单元,光明区公明街道上村宝滨工业园城市更新单元规划,上村宝滨工业园,2018.0833333333333,2019,12996.8,0.9166666666667423,True,True
光明大街光晟龙钻城市更新单元,光明区光明街道光明大街光晟龙钻城市更新单元规划,光明大街光晟龙钻,2016.9166666666667,2020,17254.8,3.0833333333332575,True,True
鸿大新城城市更新单元,光明区公明街道鸿大新城城市更新单元规划,鸿大新城,2018.0,2021,16959.0,3.0,True,True
