method,ratio,v_actual,v_best_timing,loss_unit,loss_timing,stop_freq,init_mean,n_init
PPO(随机初始化),0.680062209030345,437.275732850226,509.7356384231546,133.25808633286167,72.4599055729286,0.0,4.5,10.0
BC→PPO,0.7571554616851134,486.8462105282722,537.1839298877227,105.80979486829358,50.33771935945049,0.0,4.5,10.0
BC(不经 PPO),0.7798134593262587,501.4151608270652,545.2677114472384,97.72601330877785,43.85255062017319,0.0,4.5,10.0
近视-冻结场,0.7798134593262587,501.4151608270652,545.2677114472384,97.72601330877785,43.85255062017319,0.0,4.5,10.0
近视-有前瞻(精确当期价值),1.0,642.9937247560163,642.9937247560161,1.1368683772161603e-13,-1.1368683772161603e-13,0.0,4.5,10.0
随机,0.3619312309712865,232.71951030775753,504.7538806115461,138.23984414447017,272.0343703037886,0.0,4.5,10.0
