alpha,seed,Gdp,Eco,Res,Emp,Aec,E2r,Cpt,Floor,Cost,Disrupt,Expire,n_initiated,cells,stop_rate,idle_years,spend_ratio,far_growth_eff,budget_eff,carry_eff,t_dec_eff,t_eval_eff,obs_lifecycle_eff,budget_mode_eff,stage_init_eff,quota_eff,tau_valid_eff,tau_ext_eff,hazard_eff,build_years_eff,gamma_eff,inst_tag_eff
0.0,0,-298.2508996267608,4076.759170562228,0.0,-549.9106123479613,4103.21342375327,549.9106123479613,-4349.500780842611,3838376.0741887703,-4399.284898783691,0.0,-2.5082884663626235,16.0,168.0,0.9333333333333333,0.0,0.9955555555555555,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.0,1,-478.90571985859043,3900.9327522532367,0.0,-530.0425077434526,3689.2699057944383,477.1845132904972,-3629.8512137033854,3839415.3323276965,-4323.803997597798,-7536.5933770752645,-3.752868045963871,21.0,171.0,0.6,0.0,1.0,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.0,2,-114.61249606234794,3803.994732437397,-65.43538282836874,-431.7111384712069,3837.3075455840394,464.7632836504666,-3761.0115262130957,3706140.862224379,-4255.272547417173,-1855.9849662867812,-3.8712421716031438,23.0,168.0,0.4666666666666667,0.0,0.9985185185185185,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.0,3,-306.6828807426653,4147.83974011651,0.0,-561.8626614351715,4141.843489162017,557.0319232154582,-3548.5983968689993,4113981.527831515,-4609.704249076364,-1588.6230346329846,-4.152027127900247,28.0,172.0,0.13333333333333333,0.0,0.9992592592592593,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.0,4,-324.12045799117357,4123.64915726509,0.0,-559.0376270019253,4094.718598625306,551.0740788827819,-3552.554787834227,3961580.6261663586,-4507.843423239368,-2978.274599932749,-4.472360916773849,30.0,169.0,0.0,0.0,0.9948148148148148,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.15,0,-285.3449971257652,3952.94156476248,0.0,-535.3594249604057,3978.6541126389593,535.3594249604056,-3696.533633470591,3736808.7862236314,-4282.875399683246,0.0,-3.5915083773522363,20.0,166.0,0.6666666666666666,0.0,0.9837037037037037,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.15,1,-468.87103939062473,3696.1799267178076,81.88750750898079,-509.05534416875224,3104.628605372901,456.47834547517243,-2056.2956412443796,3668887.912811651,-4218.321007715172,-7093.203427246743,-3.542192983899249,24.0,168.0,0.4,0.0,0.9992592592592593,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.15,2,85.62855289535284,3923.645160961267,0.0,-416.94474305196655,4513.58916013889,416.94474305196655,-4117.816805163392,3919287.8900827407,-4580.331465575096,-208.07830161355415,-2.0947797581399,15.0,166.0,1.0,0.0,1.0,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.15,3,-258.54145411323645,4004.733880783908,0.0,-530.4191336745586,3986.7598047626902,527.4789857942071,-3103.42872321722,3833304.0370738944,-4394.922714485067,-2158.041183151009,-4.428920864263274,29.0,168.0,0.06666666666666667,0.0,0.9955555555555555,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.15,4,-163.78151751208642,4234.563205082025,-23.531023473948487,-520.1593257690886,4250.1723149142645,539.6874283428368,-3606.5758348338254,4120243.1664748313,-4723.974076890537,-3226.148814134111,-4.0310139567549745,27.0,166.0,0.2,0.0,0.9829629629629629,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.3,0,-281.8079752927437,3906.2031230785956,0.0,-521.6428524462523,3909.03630705158,515.7625935594559,-3719.230189047716,3733255.188562756,-4286.707843794261,-947.7062696432365,-5.231349783170495,30.0,167.0,0.0,0.0,0.9933333333333333,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.3,1,-315.3352552776467,3808.2960625776623,0.0,-517.027762357566,3833.089508479213,517.027762357566,-4312.218373099645,3697333.536035946,-4192.623261022638,-607.2814140992751,-4.2678720634745355,24.0,170.0,0.4,0.0,0.9985185185185185,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.3,2,-320.6977293412175,4278.597774826034,0.0,-578.80580529351,4306.483532935418,578.80580529351,-4728.986417413018,4040064.5209487006,-4630.44644234808,0.0,-2.0278831500717933,15.0,167.0,1.0,0.0,0.9896296296296296,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.3,3,-226.52720951251317,4218.40857562102,0.0,-549.6859260812583,4231.658299907816,554.5611825157232,-3935.0771514011526,4057709.184846019,-4654.849471550774,-2086.384051900762,-3.968964816506388,26.0,168.0,0.26666666666666666,0.0,0.9962962962962963,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.3,4,895.5096444572813,3720.0102191665937,-15.410529340050733,-169.97320122940994,5392.280327208524,195.02998434676047,-3653.7996615604097,4249277.353865719,-5111.783155900916,-3199.6861809517677,-3.010019455125109,23.0,160.0,0.4666666666666667,0.0,1.0,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.5,0,2594.6362549065766,1864.9946094603558,0.0,512.1111691914741,6014.8383195556635,-485.72539019906606,-2247.464010632775,3492598.173885853,-4609.000522723266,-2996.296531181611,-2.255839687022285,16.0,150.0,0.9333333333333333,0.0,1.0,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.5,1,3851.7776400980183,815.27601932256,-1906.768286728126,1620.150482521887,2595.831935566258,397.57552429281066,-993.5174313368058,3527367.3918609754,-4296.407314195289,-16237.017685258243,-3.2875329712448447,22.0,155.0,0.5333333333333333,0.0,1.0,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.5,2,2863.263658080711,2055.979315329,0.0,565.7269582746119,6782.066179558783,-536.6894670914573,-2384.0527566682636,3858257.855432853,-5091.542624471506,-3706.8124084192723,-1.8059483587762195,17.0,149.0,0.8666666666666667,0.0,0.9933333333333333,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.5,3,2604.4315546074245,1995.373313708988,33.98320849228467,523.164697926838,6117.777729415992,-518.662607966463,-1790.8692788647452,3547881.3998660417,-4656.651984605111,-3016.3740887928793,-2.700526802970911,21.0,150.0,0.6,0.0,0.9992592592592593,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.5,4,2557.919537767325,1834.3590403216444,0.0,504.91282615792545,5265.068703488392,-451.87758042677325,-2106.707859655426,3443505.474397051,-4544.215435421329,-7857.03085725696,-2.7156963051149092,18.0,150.0,0.8,0.0,1.0,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
0.7,0,4718.379558186975,0.0,-3529.3903574327,2379.1894103513446,232.53147268141953,1464.8921164998646,-663.7262583388267,3544992.221423503,-4011.5344671071484,-34281.97303923,-3.759125320308402,22.0,160.0,0.5333333333333333,0.0,0.9933333333333333,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,2.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26Q2
