ep,year,unit,channel,target,n_cells,cost,budget_before,spent,stopped
0,0,237,2,3,4,360.0,600.0,600.0,1
0,0,298,2,3,3,240.0,600.0,600.0,1
0,1,338,2,3,5,450.0,600.0,590.0,0
0,1,265,2,3,1,90.0,600.0,590.0,0
0,1,218,2,1,1,50.0,600.0,590.0,0
0,2,280,2,3,7,560.0,610.0,610.0,1
0,2,225,2,1,1,50.0,610.0,610.0,1
0,3,233,2,3,7,580.0,600.0,580.0,1
0,4,257,2,3,6,480.0,620.0,620.0,0
0,4,241,2,3,1,90.0,620.0,620.0,0
0,4,355,3,3,1,50.0,620.0,620.0,0
0,5,264,2,3,7,560.0,600.0,560.0,1
0,6,232,2,3,7,630.0,640.0,630.0,1
0,7,336,2,3,7,560.0,610.0,610.0,1
0,7,343,3,3,1,50.0,610.0,610.0,1
0,8,266,2,3,5,400.0,600.0,580.0,1
0,8,262,2,3,2,180.0,600.0,580.0,1
0,9,259,2,3,6,490.0,620.0,620.0,0
0,9,337,2,3,1,80.0,620.0,620.0,0
0,9,403,3,3,1,50.0,620.0,620.0,0
0,10,244,2,3,5,440.0,600.0,600.0,0
0,10,217,2,3,1,80.0,600.0,600.0,0
0,10,299,2,3,1,80.0,600.0,600.0,0
0,11,320,2,3,4,360.0,600.0,600.0,1
0,11,295,2,3,3,240.0,600.0,600.0,1
0,12,273,2,3,4,320.0,600.0,590.0,1
0,12,246,2,3,3,270.0,600.0,590.0,1
0,13,292,2,3,5,400.0,610.0,580.0,1
0,13,269,2,3,2,180.0,610.0,580.0,1
0,14,251,2,3,7,630.0,630.0,630.0,1
1,0,237,2,3,4,360.0,600.0,600.0,1
1,0,298,2,3,3,240.0,600.0,600.0,1
1,1,338,2,3,5,450.0,600.0,590.0,0
1,1,265,2,3,1,90.0,600.0,590.0,0
1,1,218,2,1,1,50.0,600.0,590.0,0
1,2,280,2,3,7,560.0,610.0,610.0,1
1,2,225,2,1,1,50.0,610.0,610.0,1
1,3,233,2,3,7,580.0,600.0,580.0,1
1,4,257,2,3,6,480.0,620.0,620.0,0
1,4,241,2,3,1,90.0,620.0,620.0,0
1,4,355,3,3,1,50.0,620.0,620.0,0
1,5,264,2,3,7,560.0,600.0,560.0,1
1,6,232,2,3,7,630.0,640.0,630.0,1
1,7,336,2,3,7,560.0,610.0,610.0,1
1,7,343,3,3,1,50.0,610.0,610.0,1
1,8,266,2,3,5,400.0,600.0,580.0,1
1,8,262,2,3,2,180.0,600.0,580.0,1
1,9,259,2,3,6,490.0,620.0,620.0,0
1,9,337,2,3,1,80.0,620.0,620.0,0
1,9,403,3,3,1,50.0,620.0,620.0,0
1,10,244,2,3,5,440.0,600.0,600.0,0
1,10,217,2,3,1,80.0,600.0,600.0,0
1,10,299,2,3,1,80.0,600.0,600.0,0
1,11,320,2,3,4,360.0,600.0,600.0,1
1,11,295,2,3,3,240.0,600.0,600.0,1
1,12,273,2,3,4,320.0,600.0,590.0,1
1,12,246,2,3,3,270.0,600.0,590.0,1
1,13,292,2,3,5,400.0,610.0,580.0,1
1,13,269,2,3,2,180.0,610.0,580.0,1
1,14,251,2,3,7,630.0,630.0,630.0,1
2,0,237,2,3,4,360.0,600.0,600.0,1
2,0,298,2,3,3,240.0,600.0,600.0,1
2,1,338,2,3,5,450.0,600.0,590.0,0
2,1,265,2,3,1,90.0,600.0,590.0,0
2,1,218,2,1,1,50.0,600.0,590.0,0
2,2,280,2,3,7,560.0,610.0,610.0,1
2,2,225,2,1,1,50.0,610.0,610.0,1
2,3,233,2,3,7,580.0,600.0,580.0,1
2,4,257,2,3,6,480.0,620.0,620.0,0
2,4,241,2,3,1,90.0,620.0,620.0,0
2,4,355,3,3,1,50.0,620.0,620.0,0
2,5,264,2,3,7,560.0,600.0,560.0,1
2,6,232,2,3,7,630.0,640.0,630.0,1
2,7,336,2,3,7,560.0,610.0,610.0,1
2,7,343,3,3,1,50.0,610.0,610.0,1
2,8,266,2,3,5,400.0,600.0,580.0,1
2,8,262,2,3,2,180.0,600.0,580.0,1
2,9,259,2,3,6,490.0,620.0,620.0,0
2,9,337,2,3,1,80.0,620.0,620.0,0
2,9,403,3,3,1,50.0,620.0,620.0,0
2,10,244,2,3,5,440.0,600.0,600.0,0
2,10,217,2,3,1,80.0,600.0,600.0,0
2,10,299,2,3,1,80.0,600.0,600.0,0
2,11,320,2,3,4,360.0,600.0,600.0,1
2,11,295,2,3,3,240.0,600.0,600.0,1
2,12,273,2,3,4,320.0,600.0,590.0,1
2,12,246,2,3,3,270.0,600.0,590.0,1
2,13,292,2,3,5,400.0,610.0,580.0,1
2,13,269,2,3,2,180.0,610.0,580.0,1
2,14,251,2,3,7,630.0,630.0,630.0,1
3,0,237,2,3,4,360.0,600.0,600.0,1
3,0,298,2,3,3,240.0,600.0,600.0,1
3,1,338,2,3,5,450.0,600.0,590.0,0
3,1,265,2,3,1,90.0,600.0,590.0,0
3,1,218,2,1,1,50.0,600.0,590.0,0
3,2,280,2,3,7,560.0,610.0,610.0,1
3,2,225,2,1,1,50.0,610.0,610.0,1
3,3,233,2,3,7,580.0,600.0,580.0,1
3,4,257,2,3,6,480.0,620.0,620.0,0
3,4,241,2,3,1,90.0,620.0,620.0,0
3,4,355,3,3,1,50.0,620.0,620.0,0
3,5,264,2,3,7,560.0,600.0,560.0,1
3,6,232,2,3,7,630.0,640.0,630.0,1
3,7,336,2,3,7,560.0,610.0,610.0,1
3,7,343,3,3,1,50.0,610.0,610.0,1
3,8,266,2,3,5,400.0,600.0,580.0,1
3,8,262,2,3,2,180.0,600.0,580.0,1
3,9,259,2,3,6,490.0,620.0,620.0,0
3,9,337,2,3,1,80.0,620.0,620.0,0
3,9,403,3,3,1,50.0,620.0,620.0,0
3,10,244,2,3,5,440.0,600.0,600.0,0
3,10,217,2,3,1,80.0,600.0,600.0,0
3,10,299,2,3,1,80.0,600.0,600.0,0
3,11,320,2,3,4,360.0,600.0,600.0,1
3,11,295,2,3,3,240.0,600.0,600.0,1
3,12,273,2,3,4,320.0,600.0,590.0,1
3,12,246,2,3,3,270.0,600.0,590.0,1
3,13,292,2,3,5,400.0,610.0,580.0,1
3,13,269,2,3,2,180.0,610.0,580.0,1
3,14,251,2,3,7,630.0,630.0,630.0,1
4,0,237,2,3,4,360.0,600.0,600.0,1
4,0,298,2,3,3,240.0,600.0,600.0,1
4,1,338,2,3,5,450.0,600.0,590.0,0
4,1,265,2,3,1,90.0,600.0,590.0,0
4,1,218,2,1,1,50.0,600.0,590.0,0
