ep,year,unit,channel,target,n_cells,cost,budget_before,spent,stopped
0,0,336,2,3,7,560.0,600.0,560.0,1
0,1,264,2,3,7,560.0,640.0,640.0,1
0,1,299,2,3,1,80.0,640.0,640.0,1
0,2,233,2,3,7,580.0,600.0,580.0,1
0,3,259,2,3,6,490.0,620.0,580.0,1
0,3,293,2,3,1,90.0,620.0,580.0,1
0,4,328,2,3,7,630.0,640.0,630.0,1
0,5,280,2,3,7,560.0,610.0,610.0,1
0,5,385,3,3,1,50.0,610.0,610.0,1
0,6,292,2,3,5,400.0,600.0,560.0,1
0,6,313,2,3,2,160.0,600.0,560.0,1
0,7,330,2,3,7,630.0,640.0,630.0,1
0,8,244,2,3,5,440.0,610.0,600.0,1
0,8,291,2,3,2,160.0,610.0,600.0,1
0,9,243,2,3,4,320.0,610.0,610.0,0
0,9,256,2,3,3,240.0,610.0,610.0,0
0,9,340,3,3,1,50.0,610.0,610.0,0
0,10,257,2,3,6,480.0,600.0,570.0,1
0,10,224,2,3,1,90.0,600.0,570.0,1
0,11,251,2,3,7,630.0,630.0,630.0,1
0,12,338,2,3,5,450.0,600.0,590.0,0
0,12,290,2,3,1,90.0,600.0,590.0,0
0,12,396,3,3,1,50.0,600.0,590.0,0
0,13,266,2,3,5,400.0,610.0,580.0,1
0,13,289,2,3,2,180.0,610.0,580.0,1
0,14,232,2,3,7,630.0,630.0,630.0,1
1,0,336,2,3,7,560.0,600.0,560.0,1
1,1,264,2,3,7,560.0,640.0,640.0,1
1,1,299,2,3,1,80.0,640.0,640.0,1
1,2,233,2,3,7,580.0,600.0,580.0,1
1,3,259,2,3,6,490.0,620.0,580.0,1
1,3,293,2,3,1,90.0,620.0,580.0,1
1,4,328,2,3,7,630.0,640.0,630.0,1
1,5,280,2,3,7,560.0,610.0,610.0,1
1,5,385,3,3,1,50.0,610.0,610.0,1
1,6,292,2,3,5,400.0,600.0,560.0,1
1,6,313,2,3,2,160.0,600.0,560.0,1
1,7,330,2,3,7,630.0,640.0,630.0,1
1,8,244,2,3,5,440.0,610.0,600.0,1
1,8,291,2,3,2,160.0,610.0,600.0,1
1,9,243,2,3,4,320.0,610.0,610.0,0
1,9,256,2,3,3,240.0,610.0,610.0,0
1,9,340,3,3,1,50.0,610.0,610.0,0
1,10,257,2,3,6,480.0,600.0,570.0,1
1,10,224,2,3,1,90.0,600.0,570.0,1
1,11,251,2,3,7,630.0,630.0,630.0,1
1,12,338,2,3,5,450.0,600.0,590.0,0
1,12,290,2,3,1,90.0,600.0,590.0,0
1,12,396,3,3,1,50.0,600.0,590.0,0
1,13,266,2,3,5,400.0,610.0,580.0,1
1,13,289,2,3,2,180.0,610.0,580.0,1
1,14,232,2,3,7,630.0,630.0,630.0,1
2,0,336,2,3,7,560.0,600.0,560.0,1
2,1,264,2,3,7,560.0,640.0,640.0,1
2,1,299,2,3,1,80.0,640.0,640.0,1
