lead,seed,gamma,ent_c,lr,epochs,reward_at,iters,A_init,B_init,C_init,ret,opt,ratio,opt_A,opt_B,opt_C,pass_wait,pass_now,pass_ret,curve_last,label
1,0,0.95,0.01,0.003,4,init,200,2,0,1,220.65,296.82099999999997,0.7433773216854603,4,0,1,False,True,False,230.0,rewardinit
1,1,0.95,0.01,0.003,4,init,200,2,0,1,220.65,296.82099999999997,0.7433773216854603,4,0,1,False,True,False,230.0,rewardinit
1,2,0.95,0.01,0.003,4,init,200,2,0,1,220.65,296.82099999999997,0.7433773216854603,4,0,1,False,True,False,230.0,rewardinit
