policy,seed,Gdp,Eco,Res,Emp,Aec,E2r,Cpt,Floor,Cost,Disrupt,Expire,n_init,n_done_T,n_done_all,n_expire,spend,crh_T,crh_all
myopic,0,7655.920541476151,167.89877905896054,-7369.906833844738,3821.9158518300624,345.77687970868243,2195.971436318319,76.6669956852917,5908690.99376929,-6426.388081839825,-56264.514973714686,-8.35844432801703,40,12,25,15,22450.0,0.3,0.625
myopic,1,6576.607519927148,252.58716714172448,-6282.684491667958,3272.188911975129,368.6261483738203,2184.5715030910305,50.805722616583445,5185952.589017073,-5657.788006815342,-55614.40437868255,-7.771304082975883,40,12,26,14,22450.0,0.3,0.65
myopic,2,10075.301242121579,123.42450991387147,-9782.149478117422,5058.861904582357,399.93057385726496,2830.900992681364,-271.3714717283838,7686391.528250392,-8330.040338037801,-65149.79135813348,-5.01243509956398,40,12,32,8,22450.0,0.3,0.8
myopic,3,8782.054940177328,178.55874562586501,-8434.223058819307,4381.471564310895,361.8482954056435,2932.443375705684,121.27040851878013,6759943.872000343,-7354.936816103555,-60163.48278279578,-7.562738739735082,40,11,26,14,22450.0,0.275,0.65
myopic,4,8240.701317130199,121.02223599844389,-7943.11791115429,4134.161034508639,336.625737578175,2294.1976668773814,-136.5298643124419,6305047.604577729,-6844.097644512216,-49352.12188502505,-8.475135590184799,40,9,25,15,22450.0,0.225,0.625
greedy_crh,0,2527.765640586624,167.89877905896054,-2432.320468891983,1236.366399331147,178.61287655150232,-69.05358070237006,304.9506590337694,2056222.309545907,-2250.5902011673816,-15814.96013421533,-4.059457915621092,14,8,8,6,7490.0,0.5714285714285714,0.5714285714285714
greedy_crh,1,1914.0543400058243,252.58716714172448,-1819.357121193153,921.205403298062,191.01262397377155,661.0367340340135,319.7398397348853,1682987.1610882427,-1856.4411184521457,-19676.299258531653,-4.197471418085936,14,8,8,6,7490.0,0.5714285714285714,0.5714285714285714
greedy_crh,2,4409.531630710339,98.78580308897327,-4451.843876001916,2212.6535293751767,181.19846789221447,636.4646386186702,57.02836933602993,3409237.1798293805,-3667.6223698077833,-19146.296772386275,-3.497296392265624,14,8,9,5,7490.0,0.5714285714285714,0.6428571428571429
greedy_crh,3,2348.209118643884,156.32091488457235,-2254.5928595225173,1149.1463060570945,178.47077390507692,71.1291315467077,246.81523772595853,1911014.995102694,-2092.2732460572024,-13509.124637089804,-3.50087996523242,14,8,9,5,7490.0,0.5714285714285714,0.6428571428571429
greedy_crh,4,847.9726124426652,117.43202112715319,-806.8079769301845,412.0763323987601,104.40579221842434,-191.76957256066768,46.232632256910975,752370.2327213774,-828.4748040228299,-8073.282973503447,-4.93430915195117,14,7,7,7,7490.0,0.5,0.5
frontload,0,2527.765640586624,167.89877905896054,-2432.320468891983,1236.366399331147,178.61287655150232,-69.05358070237006,304.9506590337694,2056222.309545907,-2250.5902011673816,-15814.96013421533,-4.059457915621092,14,8,8,6,7490.0,0.5714285714285714,0.5714285714285714
frontload,1,1914.0543400058243,252.58716714172448,-1819.357121193153,921.205403298062,191.01262397377155,661.0367340340135,319.7398397348853,1682987.1610882427,-1856.4411184521457,-19676.299258531653,-4.197471418085936,14,8,8,6,7490.0,0.5714285714285714,0.5714285714285714
frontload,2,4409.531630710339,98.78580308897327,-4451.843876001916,2212.6535293751767,181.19846789221447,636.4646386186702,57.02836933602993,3409237.1798293805,-3667.6223698077833,-19146.296772386275,-3.497296392265624,14,8,9,5,7490.0,0.5714285714285714,0.6428571428571429
frontload,3,2348.209118643884,156.32091488457235,-2254.5928595225173,1149.1463060570945,178.47077390507692,71.1291315467077,246.81523772595853,1911014.995102694,-2092.2732460572024,-13509.124637089804,-3.50087996523242,14,8,9,5,7490.0,0.5714285714285714,0.6428571428571429
frontload,4,847.9726124426652,117.43202112715319,-806.8079769301845,412.0763323987601,104.40579221842434,-191.76957256066768,46.232632256910975,752370.2327213774,-828.4748040228299,-8073.282973503447,-4.93430915195117,14,7,7,7,7490.0,0.5,0.5
evenspread,0,3223.724601023563,228.14955407873887,-3100.130673219513,1588.4184948815719,219.08425790620643,683.6651914877585,295.17682512521225,2644744.2449865043,-2891.622781793392,-22594.866794900165,-1.9993359542190685,15,5,11,4,9210.0,0.3333333333333333,0.7333333333333333
evenspread,1,3032.767282340693,153.29713592420416,-2872.305056325406,1494.887422415603,175.3513384661147,684.7832078603655,281.0597753504291,2421849.079576008,-2652.02622128728,-19623.156243999514,-3.380346653690629,15,4,9,6,9210.0,0.26666666666666666,0.6
evenspread,2,1916.4927127155715,222.44093748965648,-1765.4014307054208,932.3684896423821,195.6622894854942,-308.2001716970005,293.1500488400858,1658938.5661826583,-1834.8851631148832,-12788.325758249053,-3.071889079829586,15,4,9,6,9210.0,0.26666666666666666,0.6
evenspread,3,3738.178848213185,185.57821511133847,-3662.0357089483364,1868.0799587260403,232.862381503555,981.787206550777,183.07821354795507,2998092.212091713,-3253.019929868504,-19075.217656028086,-2.6981028598943224,15,4,10,5,9210.0,0.26666666666666666,0.6666666666666666
evenspread,4,2348.58327768807,141.00443701071177,-2282.4694423005944,1153.9132969425787,108.72423860332395,1015.814690344132,159.4440011946092,1894837.1176539678,-2067.654279761445,-16865.98644179805,-3.784880997713195,15,3,8,7,9210.0,0.2,0.5333333333333333
backload,0,1825.9655109240998,153.90200767531343,-1797.9354990144384,894.190202026921,138.58778284725273,-51.198613234750496,204.07279719112358,1521222.4000553738,-1659.396599482292,-9854.48637579117,-2.3875221299350824,14,0,8,6,8410.0,0.0,0.5714285714285714
backload,1,1923.2301219303054,100.52720107562283,-1870.3641520499043,946.333917722988,109.13387825672372,665.8539850149466,188.31658549295443,1538189.0211865066,-1676.9171377369469,-13956.500803076931,-2.539536669261063,14,0,8,6,8410.0,0.0,0.5714285714285714
