year,n_cand,q_wait,q_best_act,unit_best,q_frozen_pick,unit_frozen,delta_wait,delta_wait_vs_frozen,gap_frozen_pick
0,6,351.00354545675884,368.1828476695031,0,368.1828476695031,0,-17.179302212744233,-17.179302212744233,0.0
1,5,292.6688300408251,289.01699660155134,1,289.01699660155134,1,3.651833439273787,3.651833439273787,0.0
2,4,255.06383448860853,230.68228118561768,2,230.68228118561768,2,24.381553302990852,24.381553302990852,0.0
3,3,178.50904489218357,159.23510059679126,3,159.23510059679126,3,19.27394429539231,19.27394429539231,0.0
4,2,106.74797608365375,82.6803110003663,4,82.6803110003663,4,24.06766508328745,24.06766508328745,0.0
5,1,58.62529236896807,48.12268371468568,5,48.12268371468568,5,10.50260865428239,10.50260865428239,0.0
