policy,n,折现价值,相对oracle,缺口收窄率,立项数,立项重心,距峰值年MAE,距峰值1年内,距oracle年MAE,距oracle1年内,单元最优时序价值,放错年份损失,挑错单元损失,时序损失占比,P等待_明年更值,P等待_明年更差,等待对比度
PPO,1,3011.020063543638,0.4378871901488022,-1.174340355751088,75.0,12.0,6.386666666666667,0.30666666666666664,5.619047619047619,0.23809523809523808,4505.737598839061,1494.7175352954232,2370.5084555852245,0.3867089631555719,1.0,0.975,0.025000000000000022
近视贪心,1,5098.591520874743,0.7414789233137212,0.0,75.0,12.0,6.466666666666667,0.26666666666666666,4.603448275862069,0.3448275862068966,6427.982641576756,1329.3911207020128,448.26341284753016,0.7478343489201711,0.8367346938775511,0.8795811518324608,-0.04284645795490971
随机,1,3014.345750162103,0.4383708387256772,,75.0,12.0,7.586666666666667,0.2,7.7727272727272725,0.18181818181818182,4320.8720242549325,1306.5262740928297,2555.3740301693533,0.33831175617114795,0.9743589743589743,0.9950248756218906,-0.02066590126291623
