alpha,seed,Gdp,Eco,Res,Emp,Aec,E2r,Cpt,Floor,Cost,Disrupt,Expire,n_initiated,cells,stop_rate,idle_years,spend_ratio,far_growth_eff,budget_eff,carry_eff,t_dec_eff,t_eval_eff,obs_lifecycle_eff,budget_mode_eff,stage_init_eff,quota_eff,tau_valid_eff,tau_ext_eff,hazard_eff,build_years_eff,gamma_eff,inst_tag_eff
0.0,0,-1145.2079435796666,13294.027026887925,0.0,-1810.9333154856718,13336.603333337927,1803.297700556169,-11524.760523844107,12640314.542089993,-14487.466523885374,-453.63946402894663,-5.714085227587597,42.0,506.0,0.2,0.0,0.9995061728395062,0.0,2700.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:3,3:5,5:3",0.95,V3E2DAY1-52-33-55-3T15X26
0.0,1,-1218.627158759357,12699.031819954756,0.0,-1755.2163533313749,12779.571209537378,1755.2163533313749,-8836.545217727156,12525374.170849612,-14205.389144809073,-3248.1610655680697,-6.495585827799907,44.0,509.0,0.06666666666666667,0.0,0.9995061728395062,0.0,2700.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:3,3:5,5:3",0.95,V3E2DAY1-52-33-55-3T15X26
0.0,2,-1612.8004153808406,12677.415937343221,0.0,-1797.0111164057812,11388.643988051374,1484.7687448014121,-7136.730518093298,12690620.867521236,-14466.47941602898,-8982.55384208594,-6.326402265040997,35.0,508.0,0.6666666666666666,0.0,0.9997530864197531,0.0,2700.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:3,3:5,5:3",0.95,V3E2DAY1-52-33-55-3T15X26
0.0,3,-1161.4783561682275,12240.989714186324,0.0,-1678.6528517422855,12317.795833390846,1678.6528517422855,-9733.765136327484,11956707.886841353,-13572.419338239479,-778.2833249184159,-7.055151051570941,41.0,508.0,0.26666666666666666,0.0,0.9982716049382716,0.0,2700.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:3,3:5,5:3",0.95,V3E2DAY1-52-33-55-3T15X26
0.0,4,-1602.4052500524083,12543.489360613647,0.0,-1772.2421763455866,11289.7175299355,1462.7630069662614,-6931.656687299704,12495084.281213876,-14268.05771550359,-10359.38360588851,-5.951493735934153,35.0,508.0,0.6666666666666666,0.0,0.9997530864197531,0.0,2700.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:3,3:5,5:3",0.95,V3E2DAY1-52-33-55-3T15X26
0.15,0,-1061.3579439263835,13208.391088489254,0.0,-1789.798095217345,13271.9985899855,1786.3050083893984,-10816.603184056903,12492790.704617068,-14318.38476173876,-207.52775658101024,-7.467927569223294,45.0,506.0,0.0,0.0,0.9995061728395062,0.0,2700.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:3,3:5,5:3",0.95,V3E2DAY1-52-33-55-3T15X26
0.15,1,-1021.9336908842328,13347.850140483753,0.0,-1812.9887060604171,13440.205217521241,1812.9887060604171,-10700.376089530191,12654661.16830171,-14503.909648483337,0.0,-6.913292266364621,45.0,506.0,0.0,0.0,0.9995061728395062,0.0,2700.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:3,3:5,5:3",0.95,V3E2DAY1-52-33-55-3T15X26
0.15,2,-1243.8391749347127,14172.752478663004,0.0,-1930.091115257938,14241.003304176867,1926.4551175480724,-11652.674576932699,13472035.984500412,-15440.728922063503,-216.01823396577146,-6.291256723902088,43.0,501.0,0.13333333333333333,0.0,0.9896296296296296,0.0,2700.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:3,3:5,5:3",0.95,V3E2DAY1-52-33-55-3T15X26
0.15,3,-1675.1449641987365,12974.516948028624,0.0,-1847.9179598303294,11722.834125078021,1548.3671507404438,-5925.414393721013,13008138.062347634,-14848.85783798071,-10303.936219492727,-6.489170772851094,39.0,508.0,0.4,0.0,0.9997530864197531,0.0,2700.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:3,3:5,5:3",0.95,V3E2DAY1-52-33-55-3T15X26
0.15,4,-997.1099848842065,12990.787502163817,0.0,-1764.5977531388894,13080.550881981402,1764.5977531388894,-10649.78996933935,12316892.31690945,-14116.782025111115,0.0,-7.5638072668353775,45.0,506.0,0.0,0.0,0.9995061728395062,0.0,2700.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:3,3:5,5:3",0.95,V3E2DAY1-52-33-55-3T15X26
