alpha,Gdp,Eco,Res,Emp,Aec,E2r,Cpt,Floor,Cost,Disrupt,Expire
-1.0,-59.94743599052258,140.77902108803318,296.8908599055243,-150.47528901998447,-1270.0990275691292,307.05233244703606,-1295.395229825068,5636370.976419546,-689.9207102674419,-12686.35126690865,-4.198436520820354
0.0,1763.7975299413902,1373.5001949411248,0.0,359.9721124843089,2301.9749039544085,-245.80065675817977,-1427.7147996380288,3800775.9818727835,-1352.1997457469483,-15806.498127203435,-5.516622750913288
0.5,1636.8513239675037,1318.748664639749,0.0,333.7814070745575,2769.8976201393684,-240.46973077084195,-875.3158059800851,3668217.4725542106,-1265.4020456290757,-11461.967376591123,-5.2687859431368915
1.0,3657.333733797625,0.0,-1538.7389020475514,1843.0959010278693,816.9747587039249,-886.2074659024589,-1067.9947617523176,4543250.121020626,-1463.7663572847525,-15148.55462806359,-3.2808605712264707
