policy,n,折现价值,相对oracle,缺口收窄率,立项数,立项重心,距峰值年MAE,距峰值1年内,距oracle年MAE,距oracle1年内,单元最优时序价值,放错年份损失,挑错单元损失,时序损失占比,P等待_明年更值,P等待_明年更差,等待对比度
PPO,1,2940.639840132403,0.4276519218273681,-1.2139319761041736,75.0,12.0,6.026666666666666,0.32,5.666666666666667,0.2777777777777778,4389.67104821973,1449.0312080873273,2486.5750062045554,0.3681850086589635,1.0,0.9849246231155779,0.015075376884422065
近视贪心,1,5098.591520874743,0.7414789233137212,0.0,75.0,12.0,6.466666666666667,0.26666666666666666,4.603448275862069,0.3448275862068966,6427.982641576756,1329.3911207020128,448.26341284753016,0.7478343489201711,0.8367346938775511,0.8795811518324608,-0.04284645795490971
随机,1,2560.424947829925,0.3723579592068999,,74.0,11.91891891891892,7.54054054054054,0.16216216216216217,7.875,0.25,4234.392693332218,1673.9677455022934,2641.8533610920676,0.38786773227105115,1.0,0.9949494949494949,0.005050505050505083
