seed,policy,value,v_actual,v_best_timing,loss_timing,loss_selection,share_timing,ratio_oracle,gap_closure,n_init,init_mean,peak_mae,peak_med,peak_hit1,oracle_mae,oracle_med,oracle_hit1,p_wait_up,p_wait_dn,wait_contrast,n_up,n_dn,curve_first,curve_last
0,随机,2560.424947829925,2560.424947829925,4234.392693332218,1673.9677455022934,2641.8533610920676,0.38786773227105115,0.3723579592068999,,74,11.91891891891892,7.54054054054054,6.0,0.16216216216216217,7.875,4.0,0.25,1.0,0.9949494949494949,0.005050505050505083,42,198,,
0,近视贪心,5098.591520874743,5098.591520874743,6427.982641576756,1329.3911207020128,448.26341284753016,0.7478343489201711,0.7414789233137212,0.0,75,12.0,6.466666666666667,6.0,0.26666666666666666,4.603448275862069,4.0,0.3448275862068966,0.8367346938775511,0.8795811518324608,-0.04284645795490971,49,191,,
0,PPO,2940.639840132403,2940.639840132403,4389.67104821973,1449.0312080873273,2486.5750062045554,0.3681850086589635,0.4276519218273681,-1.2139319761041736,75,12.0,6.026666666666666,3.0,0.32,5.666666666666667,3.0,0.2777777777777778,1.0,0.9849246231155779,0.015075376884422065,41,199,,
