method,n,相对oracle,标准差,挑错单元,放错年份,Q与价值秩相关
Double-FQI,5,0.9023460139839115,0.0097333500448767,122.2942539894415,549.1985820524915,0.8824724299585667
BC,5,0.8462761207592013,0.017879338232440964,259.7538362873731,797.2893818129635,
随机,5,0.7500923315182885,0.04406893281309256,559.9745027695786,1158.4521165981628,
静态/近视贪心,5,0.7745224826431258,0.0,342.4076720434223,1208.031217043167,
时间感知贪心,5,0.8935554552319573,0.0,124.31574724035272,607.6231337358895,
oracle,5,1.0,0.0,0.0,0.0,
