alpha,seed,Gdp,Eco,Res,Emp,Aec,E2r,Cpt,Floor,Cost,Disrupt,Expire,n_initiated,cells,stop_rate,idle_years,spend_ratio,far_growth_eff,budget_eff,carry_eff,t_dec_eff,t_eval_eff,obs_lifecycle_eff,budget_mode_eff,stage_init_eff,quota_eff,tau_valid_eff,tau_ext_eff,hazard_eff,build_years_eff,gamma_eff,inst_tag_eff
0.0,0,-1391.8029682618046,13355.699505387256,0.0,-1858.398718118943,13150.653158103476,1790.432959502897,-10220.144147837937,12971623.052470224,-20442.124873487708,-3576.374377105957,-5.599723303700607,36.6,583.0,0.56,0.0,1.151604938271605,0.0,2700.0,3.0,15.0,26.0,True,staged,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26MS02
0.0,1,-1402.1115482270584,13094.377320086785,0.0,-1826.9892433959772,12747.953200642547,1713.9375215560685,-9473.875390020921,12953923.591646353,-20259.69103159595,-8842.347569185453,-6.170491972818057,41.6,580.8,0.22666666666666666,0.0,1.1423703703703705,0.0,2700.0,3.0,15.0,26.0,True,staged,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26MS02
0.0,2,-1617.9343703342934,12876.039150050034,0.0,-1807.0592156869996,12043.638519876087,1610.0277070528978,-7936.072213055039,12613273.325495262,-20031.041988063487,-9158.058568896104,-5.887144503533038,34.0,579.0,0.7333333333333333,0.0,1.1437037037037037,0.0,2700.0,3.0,15.0,26.0,True,staged,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26MS02
0.0,3,-633.1384434195845,12741.732694476279,0.0,-1579.5834385430567,13071.99930617541,1543.5337196383712,-9068.71177897069,13007503.8435106,-20550.211723129225,-5960.973614737578,-6.217152238718365,42.2,586.2,0.18666666666666668,0.0,1.167604938271605,0.0,2700.0,3.0,15.0,26.0,True,staged,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26MS02
0.0,4,-1412.0467966953258,13210.061116465678,0.0,-1836.802347034544,12796.04344908615,1708.4936235635737,-9457.29297963707,12820880.382301118,-20238.78601365753,-6289.944806663289,-6.052499809399341,35.4,579.8,0.64,0.0,1.145283950617284,0.0,2700.0,3.0,15.0,26.0,True,staged,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26MS02
0.15,0,-1406.9995982508253,13071.751457276127,0.0,-1819.4162168654007,12667.436477055042,1697.8480162700882,-9522.527924305738,12699525.193720497,-20204.76012893632,-5547.178944617615,-6.0870690237947835,36.4,590.0,0.5733333333333334,0.0,1.165432098765432,0.0,2700.0,3.0,15.0,26.0,True,staged,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26MS02
0.15,1,-1295.1490822182664,13145.588311767922,0.0,-1823.4432872866892,12935.03988899768,1749.3010513139714,-10352.996120162577,12727634.14526109,-20185.006731056113,-3270.2523828997278,-6.106307814870493,38.6,585.6,0.4266666666666667,0.0,1.1567407407407408,0.0,2700.0,3.0,15.0,26.0,True,staged,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26MS02
0.15,2,-1244.5770581407364,13182.018419848711,-23.85043796027371,-1799.3319463417652,13288.964093335997,1776.823152870667,-10177.865748689665,12827157.517358568,-20168.288031803248,-2007.2926649441808,-7.494155430860596,43.6,579.2,0.09333333333333334,0.0,1.1415802469135803,0.0,2700.0,3.0,15.0,26.0,True,staged,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26MS02
0.15,3,-1473.4877326515668,13446.035984960608,0.0,-1871.3583462564704,13025.065424826558,1741.666513242135,-9377.134960549174,13242302.93466552,-20708.35720337805,-6481.05123855331,-6.7380477874205225,39.6,593.6,0.36,0.0,1.1685432098765431,0.0,2700.0,3.0,15.0,26.0,True,staged,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26MS02
0.15,4,-1404.3557934598439,13221.07728824279,0.0,-1843.1322568611154,12855.459286047544,1722.9383613416976,-9995.890839958583,12865063.152890584,-20298.730106745563,-5640.468225431452,-5.563249235505583,35.2,581.4,0.6533333333333333,0.0,1.1484444444444444,0.0,2700.0,3.0,15.0,26.0,True,staged,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26MS02
0.3,0,-1402.0874943830622,13094.977412332335,0.0,-1830.7219516335767,12816.360127955373,1737.9069315965219,-9759.536692070473,12857457.189332586,-20180.45160781463,-5132.314871096755,-6.204138192633925,38.0,575.0,0.4666666666666667,0.0,1.133925925925926,0.0,2700.0,3.0,15.0,26.0,True,staged,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26MS02
0.3,1,-1228.3423483784275,13138.767809895246,0.0,-1807.3619223921626,13229.545717765533,1807.3619223921626,-10399.020549073204,12846458.625364061,-20020.05750366739,-701.948737804502,-7.041699268913422,43.8,568.4,0.08,0.0,1.117283950617284,0.0,2700.0,3.0,15.0,26.0,True,staged,0.2,3.0,3.0,2.0,"0.174,0.212,0.239,0.277,0.179","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26MS02
