lead,seed,gamma,ent_c,lr,epochs,reward_at,iters,A_init,B_init,C_init,ret,opt,ratio,opt_A,opt_B,opt_C,pass_wait,pass_now,pass_ret,curve_last,label
1,0,0.99,0.01,0.003,4,done,200,2,0,1,225.82494,319.765407984,0.7062206679069537,4,0,1,False,True,False,230.0,gamma099
1,1,0.99,0.01,0.003,4,done,200,2,0,1,225.82494,319.765407984,0.7062206679069537,4,0,1,False,True,False,230.0,gamma099
1,2,0.99,0.01,0.003,4,done,200,2,0,1,225.82494,319.765407984,0.7062206679069537,4,0,1,False,True,False,230.0,gamma099
