alpha,seed,Gdp,Eco,Res,Emp,Aec,E2r,Cpt,Floor,Cost,Disrupt,Expire,n_initiated,cells,stop_rate,idle_years,spend_ratio,far_growth_eff,budget_eff,carry_eff,t_dec_eff,t_eval_eff,obs_lifecycle_eff,budget_mode_eff,stage_init_eff,quota_eff,tau_valid_eff,tau_ext_eff,hazard_eff,build_years_eff,gamma_eff,inst_tag_eff
0.0,0,-465.06089107265404,6195.047493572569,0.0,-838.7140123720313,6235.83833837176,838.7140123720313,-6231.0172206546085,5854223.806356777,-6709.71209897625,0.0,0.0,15.0,168.0,1.0,0.0,0.9955555555555555,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"1,1,1,1,1","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26A1
0.0,1,-421.1852206579465,6193.281241480198,0.0,-835.019988140288,6233.890045349957,835.019988140288,-4862.384167706878,5828439.517219207,-6680.159905122302,0.0,0.0,16.0,168.0,1.0,0.0,0.9955555555555555,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"1,1,1,1,1","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26A1
0.0,2,-498.49044581423203,6194.865964524203,0.0,-839.4045148322102,6235.690895350508,839.4045148322102,-6671.889051024415,5859043.513528826,-6715.236118657682,0.0,0.0,15.0,168.0,1.0,0.0,0.9955555555555555,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"1,1,1,1,1","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26A1
0.0,3,-441.5131622461193,6217.5413616613005,0.0,-838.328255705244,6221.966585193479,832.6068203836076,-5062.17827147755,5851531.224822603,-6706.626045641952,-597.3902541819028,0.0,19.0,168.0,1.0,0.0,0.9955555555555555,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"1,1,1,1,1","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26A1
0.0,4,-517.4759667413434,5998.839631142074,0.0,-824.5682524640888,6038.911882566645,824.5682524640888,-6275.531866625745,5967421.497404428,-6738.784338642302,-1267.1850502240225,0.0,21.0,171.0,1.0,0.0,1.0,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"1,1,1,1,1","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26A1
0.15,0,-474.463799560013,6124.306466999774,0.0,-830.797773453676,6084.727438057611,821.7197239809499,-4282.926839701689,5798968.4587066565,-6646.382187629407,-1061.9227950739412,0.0,26.0,166.0,0.9333333333333333,0.0,0.9837037037037037,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"1,1,1,1,1","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26A1
0.15,1,-469.97674438196964,6176.748948704681,0.0,-838.0057237799981,6137.540765874896,828.9276743072721,-4525.859929622921,5849279.951984389,-6704.045790239985,-1061.9227950739412,0.0,25.0,168.0,0.9333333333333333,0.0,0.9955555555555555,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"1,1,1,1,1","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26A1
0.15,2,-463.57510558555634,6171.032934006775,0.0,-835.4970729104177,6211.658748383841,835.4970729104177,-6322.650629912407,5831769.568914716,-6683.976583283342,0.0,0.0,15.0,167.0,1.0,0.0,0.9896296296296296,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"1,1,1,1,1","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26A1
0.15,3,-451.2982739555806,6207.957227614364,0.0,-838.5143860444848,6248.738040673713,838.5143860444848,-5900.654575612034,5852830.414590507,-6708.1150883558785,0.0,0.0,16.0,168.0,1.0,0.0,0.9955555555555555,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"1,1,1,1,1","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26A1
0.15,4,-423.54332956535075,6128.4436799404775,0.0,-828.8786124035489,6168.760523640309,828.8786124035489,-4566.7073737011515,5785572.7145767715,-6631.028899228391,0.0,0.0,18.0,168.0,1.0,0.0,0.9955555555555555,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"1,1,1,1,1","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26A1
0.3,0,3198.3654988908297,3260.924208200482,0.0,526.9395821882633,8259.47144370118,-483.5599381920309,-3554.5911155213957,5206382.433479238,-6732.089354868336,-6483.214220996842,0.0,19.0,153.0,1.0,0.0,0.997037037037037,0.0,900.0,3.0,15.0,26.0,True,upfront,0.2,3.0,3.0,2.0,"1,1,1,1,1","1:5,2:5,3:5,5:5",0.95,V3E2DAY1-52-53-55-5T15X26A1
