policy,seed,Gdp,Eco,Res,Emp,Aec,E2r,Cpt,Floor,Cost,Disrupt,Expire,n_init,n_done_T,n_done_all,n_expire,spend,crh_T,crh_all
myopic,0,5639.021759942815,54.51683577746455,-5319.188918344505,2835.0498169164402,278.2572837434981,1566.6249267470557,-213.50327195898328,4462865.733163665,-4773.903857722163,-30951.231076701235,-5.555295371924291,38,18,28,10,13310.0,0.47368421052631576,0.7368421052631579
myopic,1,5252.906315245099,49.20144428916176,-4902.346512085259,2641.039400494252,265.7960255738413,2133.7000498101283,-265.46935241370113,4156849.7857473143,-4454.5848729610925,-26748.18366654012,-7.318284823984294,38,15,25,13,13310.0,0.39473684210526316,0.6578947368421053
myopic,2,5436.025238830526,69.70429690838091,-5250.218762214608,2728.1378429746237,293.5178919387563,1373.6916999954992,-334.99561535913244,4314262.640760818,-4600.514282876235,-27429.423179832505,-4.535418101791841,38,15,30,8,13310.0,0.39473684210526316,0.7894736842105263
myopic,3,5073.911281340621,15.986801190484508,-4775.925596334885,2548.276826515684,202.98331626159873,2378.5112894294493,-252.42113994777293,3979945.3173781736,-4256.241860893451,-31548.607150343378,-7.725566836695743,38,13,24,14,13310.0,0.34210526315789475,0.631578947368421
myopic,4,4545.741732456059,17.713907136270922,-4529.594666493342,2283.328982453061,184.9474913462964,2041.2028784411057,-375.06146701525694,3510859.2217243104,-3742.4254011494368,-24708.84512014083,-10.356582369398325,38,11,20,18,13310.0,0.2894736842105263,0.5263157894736842
greedy_crh,0,3161.6006849609576,0.0,-2951.535461600258,1592.1246193865816,144.4218243565215,652.8918073024138,-82.42670533300719,2501678.4830148607,-2666.172720629019,-16720.34219907788,-2.135538664882812,20,17,17,3,6300.0,0.85,0.85
greedy_crh,1,3498.8569964343915,0.0,-3269.7931309287874,1761.868027862842,150.447379047819,1353.8093578256241,-133.84703592362345,2710668.3273838637,-2915.3486741462934,-15348.446651906359,-4.004996565458196,20,14,14,6,6300.0,0.7,0.7
greedy_crh,2,2785.0501276612013,0.0,-2654.0502981627624,1404.0264615733067,128.11889458517777,568.5497522621426,-100.5858991761568,2218670.3764240597,-2350.6003004148406,-12972.10260910893,-3.331078091015819,20,15,15,5,6300.0,0.75,0.75
greedy_crh,3,2992.900390263083,0.0,-2773.755390982837,1507.9465735367155,132.6900429043338,780.6949633678292,-58.67570440984747,2335198.661588282,-2508.6747614664046,-14232.924645080519,-4.630265957340036,20,13,13,7,6300.0,0.65,0.65
greedy_crh,4,2902.82328727027,0.0,-2772.7418930853974,1463.3722590346244,123.11205580118262,999.6788356930209,-137.89035000763062,2225652.8052989533,-2394.080723002506,-11902.31799708066,-6.112606332821574,20,11,11,9,6300.0,0.55,0.55
frontload,0,1760.2873576339043,0.0,-1732.8831349508782,886.3441804141111,75.40157349426039,1012.69381832363,-105.03938736903062,1370767.1106312778,-1454.7217399373872,-8153.378450832693,-4.097958353392576,14,8,8,6,4480.0,0.5714285714285714,0.5714285714285714
frontload,1,2385.001241477148,0.0,-2361.0676256114784,1201.4839316885516,109.19841416140315,733.7144840486501,-109.04682501182891,1831029.4539679121,-1953.741412618397,-9878.061786338028,-2.800704939412108,14,10,10,4,4480.0,0.7142857142857143,0.7142857142857143
frontload,2,1363.8017908197482,0.0,-1375.1032906791427,687.5516453395713,76.13496687576405,315.7653216529062,-82.44954896996663,1110837.9952438725,-1151.6871986651247,-5962.477067664199,-3.4621909183574204,14,8,9,5,4480.0,0.5714285714285714,0.6428571428571429
frontload,3,1747.3883581038858,0.0,-1533.9025377362004,878.8145664726071,74.5230490476464,347.5337446813293,35.98150805838035,1359547.9858584371,-1473.3279191862594,-11867.29540433277,-4.1992172613261705,14,8,8,6,4480.0,0.5714285714285714,0.5714285714285714
frontload,4,1061.3808810341995,0.0,-1071.217205994354,535.6086029971771,64.66603717143592,155.96795778409637,-77.59079467653224,843284.9578031566,-883.9917691786151,-3592.370387598606,-5.7080900894511695,14,6,6,8,4480.0,0.42857142857142855,0.42857142857142855
evenspread,0,3932.5739969400365,0.0,-3821.617505635025,1979.9819036771787,133.92747506809056,766.0477706964555,13.785048234453658,2950173.0364789963,-3191.0287628367087,-13407.595554751128,-2.439462622870834,15,7,10,5,12380.0,0.4666666666666667,0.6666666666666666
evenspread,1,5937.039048728102,0.0,-5949.813740160963,2991.9708728487753,177.96111643021186,2384.384128817283,-137.05571159874327,4458036.600544674,-4792.8413974808045,-12559.437950345888,-2.871417539001337,15,4,10,5,12380.0,0.26666666666666666,0.6666666666666666
evenspread,2,3606.2445263840864,0.0,-3631.8394085544624,1815.9197042772312,126.62434170507588,631.588122999068,-53.86261485181112,2705720.3593730745,-2905.4715268435693,-9951.014217426118,-2.9014190707618894,15,6,9,6,12380.0,0.4,0.6
evenspread,3,5214.137248360325,0.0,-5256.153397506978,2628.07669875349,158.6318010825831,1541.1394620868268,-106.07848451334048,3915834.281142699,-4204.922718005583,-11823.972329522956,-3.2175569307960004,15,5,9,6,12380.0,0.3333333333333333,0.6
evenspread,4,2946.1353960410106,0.0,-2967.4955639926984,1483.7477819963494,78.47513281450205,1779.294845681587,-63.009541460436694,2210784.195174561,-2373.9964511941585,-11841.007281345283,-4.353681089989655,15,4,7,8,12380.0,0.26666666666666666,0.4666666666666667
backload,0,1749.9976892787577,0.0,-1738.0285948793628,880.9307269934279,59.19834251911526,498.59670180604394,-14.852422735936134,1312586.7832202078,-1413.461306374067,-5707.4486358045015,-1.9892625106388162,13,0,8,5,5930.0,0.0,0.6153846153846154
backload,1,1145.586075592762,0.0,-1128.806085369093,576.9466527411217,45.995348297110795,543.2990284556224,-47.86278342045952,859650.5125842714,-927.2958477379867,-5497.494239921489,-2.539536669261063,13,0,7,6,5930.0,0.0,0.5384615384615384
backload,2,1863.7773302668593,0.0,-1854.7084709261055,938.1088131353089,60.43403925956485,572.6530778114933,-11.334164681578185,1397782.1315716102,-1504.5589602405798,-5768.071956600573,-1.9892625106388162,13,0,8,5,5930.0,0.0,0.6153846153846154
backload,3,1335.5215693685186,0.0,-1320.2599511995363,672.6735856563434,57.080639308747315,141.32108916527247,-35.6351458686353,1002283.6426279517,-1080.4589404023416,-6562.826775031928,-1.695587990980926,13,0,9,4,5930.0,0.0,0.6923076923076923
backload,4,1197.1759530880488,0.0,-1207.5616355279108,603.7808177639554,50.24758440455723,508.82306361990726,-87.49213402948672,899633.4184682935,-966.0493084223285,-4566.021337498654,-2.602309735377521,13,0,7,6,5930.0,0.0,0.5384615384615384
oracle,0,6639.817604976199,0.0,-6293.201827664919,3343.6053073186617,292.332674915643,1531.9196348056673,-325.86825948901685,5166117.479344761,-5525.439951091731,-31108.335436057594,0.0,27,27,27,0,8950.0,1.0,1.0
oracle,1,6639.817604976199,0.0,-6293.201827664919,3343.6053073186617,292.332674915643,1531.9196348056673,-325.86825948901685,5166117.479344761,-5525.439951091731,-31108.335436057594,0.0,27,27,27,0,8950.0,1.0,1.0
oracle,2,6639.817604976199,0.0,-6293.201827664919,3343.6053073186617,292.332674915643,1531.9196348056673,-325.86825948901685,5166117.479344761,-5525.439951091731,-31108.335436057594,0.0,27,27,27,0,8950.0,1.0,1.0
oracle,3,6639.817604976199,0.0,-6293.201827664919,3343.6053073186617,292.332674915643,1531.9196348056673,-325.86825948901685,5166117.479344761,-5525.439951091731,-31108.335436057594,0.0,27,27,27,0,8950.0,1.0,1.0
oracle,4,6639.817604976199,0.0,-6293.201827664919,3343.6053073186617,292.332674915643,1531.9196348056673,-325.86825948901685,5166117.479344761,-5525.439951091731,-31108.335436057594,0.0,27,27,27,0,8950.0,1.0,1.0
