,Gdp,Gdp,Eco,Eco,Res,Res,Emp,Emp,Aec,Aec,E2r,E2r,Cpt,Cpt,Floor,Floor,Cost,Cost,Disrupt,Disrupt,Expire,Expire,n_init,n_init,n_done_T,n_done_T,n_done_all,n_done_all,n_expire,n_expire,spend,spend,crh_T,crh_T,crh_all,crh_all
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myopic,6058.870259656532,693.7025142701682,174.12430390994822,7.221146475399708,-5867.878854721701,660.8002921961712,3035.737629745699,350.30077991709504,358.17540374446907,27.47141997859856,2156.205271485146,303.02571375465016,-232.96264418900108,41.203476103325364,4873121.36613034,505818.52602190716,-5221.920397335865,554.9480364455932,-53345.809292469734,7642.796618256015,-3.643055788115235,1.247499588868074,39.0,0.0,14.2,1.3038404810405295,32.8,2.1679483388678795,6.2,2.16794833886788,13500.0,0.0,0.36410256410256414,0.03343180720616742,0.841025641025641,0.05558841894533027
greedy_crh,2865.6741994213353,140.17192802258867,100.65343698580739,14.050594453562429,-2746.577615061264,134.12943481600232,1430.7663059488082,68.7367869043859,186.62133683534583,10.67474468147504,1231.4575172566583,164.17251821796856,26.994459255856007,25.674488500042536,2326191.6064969143,121991.0727126284,-2496.844030750623,130.964292748465,-24957.712491495186,3538.164830151531,-2.418164860537968,0.8868364511626686,17.0,0.0,13.0,1.4142135623730951,13.4,1.3416407864998738,3.6,1.3416407864998738,5370.0,0.0,0.7647058823529412,0.08318903308077026,0.7882352941176471,0.07892004626469841
frontload,2358.3019813822143,409.5684253905945,88.96563158430575,39.24816988756833,-2229.208498228453,351.6113283542845,1174.5383595809392,203.54273357235752,156.563936089758,34.122428318703506,1039.327062872927,312.51174984662464,47.04244662269329,23.997328676365214,1923865.3954895188,301033.7207646797,-2068.876544791442,343.0081694766301,-22907.78602005409,3457.2439425777156,-2.0589585327246085,0.4888190649778277,15.0,0.0,11.8,0.8366600265340758,12.0,0.7071067811865476,3.0,0.7071067811865476,4490.0,0.0,0.7866666666666667,0.05577733510227176,0.8,0.047140452079103175
evenspread,4999.384903896705,523.7179227869846,65.00289969929743,36.610183481993246,-4939.598824916854,498.92844476781863,2513.869853200464,264.1680419713686,209.47545170381204,33.38936914350928,1603.8675267698616,238.08516031286507,22.210745596947966,53.355538027659506,3821885.2128042504,387545.55921883305,-4126.269165862368,420.7113177931109,-24352.080740330526,2351.1842150626194,-1.3802778282691697,0.6830580390614474,15.0,0.0,5.8,1.3038404810405297,12.4,1.140175425099138,2.6,1.1401754250991378,11420.0,0.0,0.38666666666666666,0.08692269873603532,0.8266666666666668,0.07601169500660923
backload,1812.4364026567553,650.3197716793655,32.22088459805464,29.559727170484766,-1732.6353528078896,618.5911756183741,909.8325509189483,327.83723284997643,90.90617096469525,25.566135174232404,592.0141384354904,241.1085742927226,23.57163809613838,33.20985773559095,1414296.0432500024,474482.2306018933,-1527.0089834740875,518.053424074502,-15154.931885609612,3120.6576229597576,-1.1157338455410546,0.378049321764306,14.0,0.0,0.0,0.0,11.4,0.8944271909999161,2.6,0.8944271909999159,5950.0,0.0,0.0,0.0,0.8142857142857143,0.06388765649999394
oracle,4779.085011357347,0.0,191.3477065704691,0.0,-4531.393411526933,0.0,2384.68531872467,0.0,314.8463028659395,0.0,1434.0949557306833,0.0,-1.0119609192818757,0.0,3918630.611573464,0.0,-4208.915013384615,0.0,-37726.520957843706,0.0,0.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,0.0,0.0,7200.0,0.0,1.0,0.0,1.0,0.0
