ep,year,unit,channel,target,n_cells,cost,budget_before,spent,stopped
0,0,509,5,10,6,480.0,1500.0,1440.0,0
0,0,603,5,10,6,480.0,1500.0,1440.0,0
0,0,518,5,10,6,480.0,1500.0,1440.0,0
0,1,430,5,10,9,720.0,1560.0,1520.0,0
0,1,515,5,10,9,720.0,1560.0,1520.0,0
0,1,703,5,10,1,80.0,1560.0,1520.0,0
0,2,567,5,10,9,720.0,1540.0,1440.0,1
0,2,586,5,10,9,720.0,1540.0,1440.0,1
0,3,542,5,10,9,720.0,1600.0,1520.0,1
0,3,535,5,10,10,800.0,1600.0,1520.0,1
0,4,555,5,10,10,800.0,1580.0,1520.0,1
0,4,539,5,10,9,720.0,1580.0,1520.0,1
0,5,473,5,10,10,800.0,1560.0,1520.0,1
0,5,602,5,10,9,720.0,1560.0,1520.0,1
0,6,525,5,10,11,880.0,1540.0,1520.0,1
0,6,553,5,10,8,640.0,1540.0,1520.0,1
0,7,489,5,10,13,1040.0,1520.0,1040.0,1
0,8,465,5,10,12,960.0,1980.0,1920.0,1
0,8,458,5,10,12,960.0,1980.0,1920.0,1
0,9,451,5,10,16,1280.0,1560.0,1280.0,1
0,10,495,5,10,15,1200.0,1780.0,1760.0,1
0,10,551,5,10,7,560.0,1780.0,1760.0,1
0,11,429,5,10,13,1040.0,1520.0,1040.0,1
0,12,455,5,10,17,1360.0,1980.0,1920.0,1
0,12,601,5,10,7,560.0,1980.0,1920.0,1
0,13,453,5,10,18,1440.0,1560.0,1440.0,1
0,14,468,5,10,17,1360.0,1620.0,1360.0,1
1,0,509,5,10,6,480.0,1500.0,1440.0,0
1,0,603,5,10,6,480.0,1500.0,1440.0,0
1,0,518,5,10,6,480.0,1500.0,1440.0,0
1,1,430,5,10,9,720.0,1560.0,1520.0,0
1,1,515,5,10,9,720.0,1560.0,1520.0,0
1,1,703,5,10,1,80.0,1560.0,1520.0,0
1,2,567,5,10,9,720.0,1540.0,1440.0,1
1,2,586,5,10,9,720.0,1540.0,1440.0,1
1,3,542,5,10,9,720.0,1600.0,1520.0,1
1,3,535,5,10,10,800.0,1600.0,1520.0,1
1,4,555,5,10,10,800.0,1580.0,1520.0,1
1,4,539,5,10,9,720.0,1580.0,1520.0,1
1,5,473,5,10,10,800.0,1560.0,1520.0,1
1,5,602,5,10,9,720.0,1560.0,1520.0,1
1,6,525,5,10,11,880.0,1540.0,1520.0,1
1,6,553,5,10,8,640.0,1540.0,1520.0,1
1,7,489,5,10,13,1040.0,1520.0,1040.0,1
1,8,465,5,10,12,960.0,1980.0,1920.0,1
1,8,458,5,10,12,960.0,1980.0,1920.0,1
1,9,451,5,10,16,1280.0,1560.0,1280.0,1
1,10,495,5,10,15,1200.0,1780.0,1760.0,1
1,10,551,5,10,7,560.0,1780.0,1760.0,1
1,11,429,5,10,13,1040.0,1520.0,1040.0,1
1,12,455,5,10,17,1360.0,1980.0,1920.0,1
1,12,601,5,10,7,560.0,1980.0,1920.0,1
1,13,453,5,10,18,1440.0,1560.0,1440.0,1
1,14,468,5,10,17,1360.0,1620.0,1360.0,1
2,0,509,5,10,6,480.0,1500.0,1440.0,0
2,0,603,5,10,6,480.0,1500.0,1440.0,0
2,0,518,5,10,6,480.0,1500.0,1440.0,0
2,1,430,5,10,9,720.0,1560.0,1520.0,0
2,1,515,5,10,9,720.0,1560.0,1520.0,0
2,1,703,5,10,1,80.0,1560.0,1520.0,0
2,2,567,5,10,9,720.0,1540.0,1440.0,1
2,2,586,5,10,9,720.0,1540.0,1440.0,1
2,3,542,5,10,9,720.0,1600.0,1520.0,1
2,3,535,5,10,10,800.0,1600.0,1520.0,1
