policy,n,折现价值,相对oracle,缺口收窄率,立项数,立项重心,距峰值年MAE,距峰值1年内,距oracle年MAE,距oracle1年内,P等待_明年更值,P等待_明年更差,等待对比度
PPO,3,2804.285950967543,0.40782222287744063,-1.2906363562812346,75.0,12.0,6.248888888888889,0.25333333333333335,5.087606837606837,0.125,0.9929078014184397,0.9810017271157166,0.011906074302722947
近视贪心,3,5098.591520874743,0.7414789233137212,0.0,75.0,12.0,6.466666666666666,0.26666666666666666,4.603448275862069,0.3448275862068966,0.8367346938775512,0.8795811518324608,-0.04284645795490971
随机,3,2917.154003615365,0.4242364191924781,,74.66666666666667,11.972972972972974,7.202402402402402,0.20960960960960962,8.331349206349207,0.2341269841269841,0.9841269841269842,0.9882154882154882,-0.004088504088504104
