ep,year,unit,channel,target,n_cells,cost,budget_before,spent,stopped
0,0,509,5,10,6,480.0,900.0,800.0,0
0,0,459,5,10,3,240.0,900.0,800.0,0
0,0,703,5,10,1,80.0,900.0,800.0,0
0,1,603,5,10,6,480.0,1000.0,960.0,1
0,1,518,5,10,6,480.0,1000.0,960.0,1
0,2,430,5,10,9,720.0,940.0,880.0,1
0,2,616,5,10,2,160.0,940.0,880.0,1
0,3,515,5,10,9,720.0,960.0,960.0,1
0,3,665,5,10,3,240.0,960.0,960.0,1
0,4,567,5,10,9,720.0,900.0,880.0,1
0,4,701,5,10,2,160.0,900.0,880.0,1
0,5,586,5,10,9,720.0,920.0,880.0,1
0,5,615,5,10,2,160.0,920.0,880.0,1
0,6,542,5,10,9,720.0,940.0,880.0,1
0,6,610,5,10,2,160.0,940.0,880.0,1
0,7,535,5,10,10,800.0,960.0,960.0,1
0,7,679,5,10,2,160.0,960.0,960.0,1
0,8,555,5,10,10,800.0,900.0,800.0,1
0,9,473,5,10,10,800.0,1000.0,800.0,1
0,10,543,5,10,10,800.0,1100.0,1040.0,1
0,10,608,5,10,3,240.0,1100.0,1040.0,1
0,11,525,5,10,11,880.0,960.0,880.0,1
0,12,592,5,10,10,800.0,980.0,800.0,1
0,13,465,5,10,12,960.0,1080.0,960.0,1
0,14,458,5,10,12,960.0,1020.0,960.0,1
1,0,509,5,10,6,480.0,900.0,800.0,0
1,0,459,5,10,3,240.0,900.0,800.0,0
1,0,703,5,10,1,80.0,900.0,800.0,0
1,1,603,5,10,6,480.0,1000.0,960.0,1
1,1,518,5,10,6,480.0,1000.0,960.0,1
1,2,430,5,10,9,720.0,940.0,880.0,1
1,2,616,5,10,2,160.0,940.0,880.0,1
1,3,515,5,10,9,720.0,960.0,960.0,1
1,3,665,5,10,3,240.0,960.0,960.0,1
1,4,567,5,10,9,720.0,900.0,880.0,1
1,4,701,5,10,2,160.0,900.0,880.0,1
1,5,586,5,10,9,720.0,920.0,880.0,1
1,5,615,5,10,2,160.0,920.0,880.0,1
1,6,542,5,10,9,720.0,940.0,880.0,1
1,6,610,5,10,2,160.0,940.0,880.0,1
1,7,535,5,10,10,800.0,960.0,960.0,1
1,7,679,5,10,2,160.0,960.0,960.0,1
1,8,555,5,10,10,800.0,900.0,800.0,1
1,9,473,5,10,10,800.0,1000.0,800.0,1
1,10,543,5,10,10,800.0,1100.0,1040.0,1
1,10,608,5,10,3,240.0,1100.0,1040.0,1
1,11,525,5,10,11,880.0,960.0,880.0,1
1,12,592,5,10,10,800.0,980.0,800.0,1
1,13,465,5,10,12,960.0,1080.0,960.0,1
1,14,458,5,10,12,960.0,1020.0,960.0,1
2,0,509,5,10,6,480.0,900.0,800.0,0
2,0,459,5,10,3,240.0,900.0,800.0,0
2,0,703,5,10,1,80.0,900.0,800.0,0
2,1,603,5,10,6,480.0,1000.0,960.0,1
2,1,518,5,10,6,480.0,1000.0,960.0,1
2,2,430,5,10,9,720.0,940.0,880.0,1
2,2,616,5,10,2,160.0,940.0,880.0,1
2,3,515,5,10,9,720.0,960.0,960.0,1
2,3,665,5,10,3,240.0,960.0,960.0,1
2,4,567,5,10,9,720.0,900.0,880.0,1
2,4,701,5,10,2,160.0,900.0,880.0,1
2,5,586,5,10,9,720.0,920.0,880.0,1
2,5,615,5,10,2,160.0,920.0,880.0,1
2,6,542,5,10,9,720.0,940.0,880.0,1
2,6,610,5,10,2,160.0,940.0,880.0,1
2,7,535,5,10,10,800.0,960.0,960.0,1
2,7,679,5,10,2,160.0,960.0,960.0,1
2,8,555,5,10,10,800.0,900.0,800.0,1
2,9,473,5,10,10,800.0,1000.0,800.0,1
2,10,543,5,10,10,800.0,1100.0,1040.0,1
2,10,608,5,10,3,240.0,1100.0,1040.0,1
2,11,525,5,10,11,880.0,960.0,880.0,1
2,12,592,5,10,10,800.0,980.0,800.0,1
2,13,465,5,10,12,960.0,1080.0,960.0,1
2,14,458,5,10,12,960.0,1020.0,960.0,1
3,0,509,5,10,6,480.0,900.0,800.0,0
3,0,459,5,10,3,240.0,900.0,800.0,0
