ep,year,unit,channel,target,n_cells,cost,budget_before,released,spent,stopped
0,0,453,5,10,18,1440.0,1500.0,0.0,1440.0,1
0,1,712,5,10,19,1520.0,1560.0,0.0,1520.0,1
0,2,563,5,10,19,1520.0,1540.0,0.0,1520.0,1
0,3,521,5,10,19,1520.0,1520.0,0.0,1520.0,1
0,4,435,5,10,18,1440.0,1500.0,0.0,1440.0,1
0,5,520,5,10,18,1440.0,1560.0,0.0,1520.0,1
0,5,703,5,10,1,80.0,1560.0,0.0,1520.0,1
0,6,544,5,10,18,1440.0,1540.0,0.0,1440.0,1
0,7,618,5,10,20,1600.0,1600.0,0.0,1600.0,1
0,8,591,5,10,18,1440.0,1500.0,0.0,1440.0,1
0,9,538,5,10,18,1440.0,1560.0,0.0,1440.0,1
0,10,631,5,10,20,1600.0,1620.0,0.0,1600.0,1
0,11,422,5,10,18,1440.0,1520.0,0.0,1440.0,1
0,12,500,5,10,18,1440.0,1580.0,0.0,1440.0,1
0,13,635,5,10,20,1600.0,1640.0,0.0,1600.0,1
0,14,455,5,10,17,1360.0,1540.0,0.0,1520.0,1
0,14,616,5,10,2,160.0,1540.0,0.0,1520.0,1
1,0,453,5,10,18,1440.0,1500.0,0.0,1440.0,1
1,1,712,5,10,19,1520.0,1560.0,0.0,1520.0,1
1,2,563,5,10,19,1520.0,1540.0,0.0,1520.0,1
1,3,521,5,10,19,1520.0,1520.0,0.0,1520.0,1
1,4,435,5,10,18,1440.0,1500.0,0.0,1440.0,1
1,5,520,5,10,18,1440.0,1560.0,0.0,1520.0,1
1,5,703,5,10,1,80.0,1560.0,0.0,1520.0,1
1,6,544,5,10,18,1440.0,1540.0,0.0,1440.0,1
1,7,618,5,10,20,1600.0,1600.0,0.0,1600.0,1
1,8,591,5,10,18,1440.0,1500.0,0.0,1440.0,1
1,9,538,5,10,18,1440.0,1560.0,0.0,1440.0,1
1,10,631,5,10,20,1600.0,1620.0,0.0,1600.0,1
1,11,422,5,10,18,1440.0,1520.0,0.0,1440.0,1
1,12,500,5,10,18,1440.0,1580.0,0.0,1440.0,1
1,13,635,5,10,20,1600.0,1640.0,0.0,1600.0,1
1,14,455,5,10,17,1360.0,1540.0,0.0,1520.0,1
1,14,616,5,10,2,160.0,1540.0,0.0,1520.0,1
2,0,453,5,10,18,1440.0,1500.0,0.0,1440.0,1
2,1,712,5,10,19,1520.0,1560.0,0.0,1520.0,1
2,2,563,5,10,19,1520.0,1540.0,0.0,1520.0,1
2,3,521,5,10,19,1520.0,1520.0,0.0,1520.0,1
2,4,435,5,10,18,1440.0,1500.0,0.0,1440.0,1
2,5,520,5,10,18,1440.0,1560.0,0.0,1520.0,1
2,5,703,5,10,1,80.0,1560.0,0.0,1520.0,1
2,6,544,5,10,18,1440.0,1540.0,0.0,1440.0,1
2,7,618,5,10,20,1600.0,1600.0,0.0,1600.0,1
2,8,591,5,10,18,1440.0,1500.0,0.0,1440.0,1
2,9,538,5,10,18,1440.0,1560.0,0.0,1440.0,1
2,10,631,5,10,20,1600.0,1620.0,0.0,1600.0,1
2,11,422,5,10,18,1440.0,1520.0,0.0,1440.0,1
2,12,500,5,10,18,1440.0,1580.0,0.0,1440.0,1
2,13,635,5,10,20,1600.0,1640.0,0.0,1600.0,1
2,14,455,5,10,17,1360.0,1540.0,0.0,1520.0,1
2,14,616,5,10,2,160.0,1540.0,0.0,1520.0,1
3,0,453,5,10,18,1440.0,1500.0,0.0,1440.0,1
3,1,712,5,10,19,1520.0,1560.0,0.0,1520.0,1
3,2,563,5,10,19,1520.0,1540.0,0.0,1520.0,1
3,3,521,5,10,19,1520.0,1520.0,0.0,1520.0,1
3,4,435,5,10,18,1440.0,1500.0,0.0,1440.0,1
3,5,520,5,10,18,1440.0,1560.0,0.0,1520.0,1
3,5,703,5,10,1,80.0,1560.0,0.0,1520.0,1
3,6,544,5,10,18,1440.0,1540.0,0.0,1440.0,1
3,7,618,5,10,20,1600.0,1600.0,0.0,1600.0,1
3,8,591,5,10,18,1440.0,1500.0,0.0,1440.0,1
3,9,538,5,10,18,1440.0,1560.0,0.0,1440.0,1
3,10,631,5,10,20,1600.0,1620.0,0.0,1600.0,1
3,11,422,5,10,18,1440.0,1520.0,0.0,1440.0,1
3,12,500,5,10,18,1440.0,1580.0,0.0,1440.0,1
3,13,635,5,10,20,1600.0,1640.0,0.0,1600.0,1
3,14,455,5,10,17,1360.0,1540.0,0.0,1520.0,1
3,14,616,5,10,2,160.0,1540.0,0.0,1520.0,1
4,0,453,5,10,18,1440.0,1500.0,0.0,1440.0,1
4,1,712,5,10,19,1520.0,1560.0,0.0,1520.0,1
4,2,563,5,10,19,1520.0,1540.0,0.0,1520.0,1
4,3,521,5,10,19,1520.0,1520.0,0.0,1520.0,1
4,4,435,5,10,18,1440.0,1500.0,0.0,1440.0,1
4,5,520,5,10,18,1440.0,1560.0,0.0,1520.0,1
4,5,703,5,10,1,80.0,1560.0,0.0,1520.0,1
4,6,544,5,10,18,1440.0,1540.0,0.0,1440.0,1
4,7,618,5,10,20,1600.0,1600.0,0.0,1600.0,1
4,8,591,5,10,18,1440.0,1500.0,0.0,1440.0,1
4,9,538,5,10,18,1440.0,1560.0,0.0,1440.0,1
4,10,631,5,10,20,1600.0,1620.0,0.0,1600.0,1
4,11,422,5,10,18,1440.0,1520.0,0.0,1440.0,1
4,12,500,5,10,18,1440.0,1580.0,0.0,1440.0,1
4,13,635,5,10,20,1600.0,1640.0,0.0,1600.0,1
4,14,455,5,10,17,1360.0,1540.0,0.0,1520.0,1
4,14,616,5,10,2,160.0,1540.0,0.0,1520.0,1
