label,lead,n,学会等,命中最优年,B不拖延,回报达标,A立项年均值,A最优年,回报比均值
ramp30_fs3,1,3,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,7.0,0.9299009077201479
