iter,alpha=0.0,alpha=0.15,alpha=0.3,alpha=0.5,alpha=0.7,alpha=0.85,alpha=1.0
19,0.3629050523044063,0.4817053123334998,0.24301426891552,0.20121713333311245,0.49161032441081154,0.6905481262813915,1.128095733474095
20,0.10277261470930166,0.7994384494885741,0.28805405968709746,0.23421151665165213,0.3836396286036352,0.9895945761633629,1.1684208675986876
21,-0.23347874697505525,0.5630523914233803,0.16604019856487112,0.349764137960614,0.1927934677259156,0.5060979583957055,0.8926184661378171
22,-0.12800641188208783,0.7786618554220328,0.20858823780618896,0.1559748808776475,0.31208078457488275,0.6798141777509072,1.084091986030208
23,0.17487988395013093,0.7472368326600227,0.6051046085702815,0.6436155886095146,0.486248926584531,1.1387381201600468,1.1891433185727383
24,0.13356690149780184,0.8381561064206038,0.4191355631477839,0.055592431764732664,0.2880860423522755,0.8886086279536685,0.9292507018487157
25,0.0058769547485731065,1.0150307647718273,0.5960845874543619,0.4761815930176834,0.4773203094332654,1.1528664217180453,1.0334955871010885
26,0.7221563636520598,1.0331290936695967,0.5694453508890795,0.4576725879208793,0.6480638859360967,1.223512234733647,1.542663851202855
27,0.7389656602181296,0.7173292189496228,0.5491698600209726,0.34772203224795145,0.5318667662554011,0.9618444365355181,1.2772778548764525
28,1.0206548563306117,0.9649128564017129,0.7149583796272645,0.5161257483661366,0.7572658758336814,1.2222116667979113,1.373975107505254
29,1.0295287482489974,1.2125819782606044,0.47597730339618116,0.5981136813629597,0.4729757189677276,1.3667976770365482,1.242654132498111
30,1.0726568347646843,1.499432472142986,0.6174667155714513,0.7323920929240586,0.7610791396766425,1.3933569707524067,1.5339916801831606
31,1.0442292862818434,1.3234713904300872,0.5459355276574605,0.46124211567320716,0.6796011626523863,0.8966963720651602,1.4375670043794913
32,0.9914057844463438,1.3576678289388453,0.8283488030286479,0.3191053135235628,0.5999455958907245,1.6364720447359953,1.376604755487473
33,0.5334777858392525,0.9472647665855357,0.6663197064679899,0.4803037314707791,0.6185124617282852,1.2216672866539218,1.3483610770676693
34,0.8848763604968595,0.8274466579823665,0.8378050154973452,0.6882214566408178,0.9701868112231319,1.5445093064270656,1.3678780287940957
35,0.6285317550247111,1.339942572154945,0.9808785910871314,1.0795309029941655,0.873177111596486,1.6713548347196185,1.5411336157271736
36,0.8023173546708149,1.2265135571601642,1.0434906918477416,0.7496666374178906,1.0687829572883225,1.8221165762936722,1.600251652403664
37,0.8799829866726238,1.4198412064643897,1.135060221886015,0.6167609163044661,1.0563263250051709,1.9278830213467564,1.54833537159762
38,1.0768244493139199,1.3446583951989364,0.9851982233916533,0.6680702681388064,1.186476684171196,2.067164454637656,1.6126991958848222
39,0.9227138560710526,1.2383448094421297,1.155140356455602,0.70990902159319,1.075700730605306,2.034721490905551,1.3967196280860366
40,1.4226083400301415,1.4409593468439255,1.3351797339734766,1.012773153749974,1.3725562165036604,2.1113420482669096,1.8119252559545482
41,1.3957169010173598,1.3817369364185015,1.2471364293044376,0.8132468612207647,1.5050307620275514,1.7525781682744237,1.6004301794728715
42,1.2630696454580188,1.240789647842179,1.3148474172987048,0.49573010624127684,1.045233516335722,1.7389557478318394,1.5618291987973296
43,1.9703232960264283,1.3804328035552913,1.46254122662488,0.843428258665951,1.6686720371900843,2.146556374892216,1.9202728374380835
44,1.2701088299932142,1.0903345812745608,1.017104705610497,0.43511170963009405,1.6876590351294538,1.4864881046514618,2.0748186955817496
45,1.7562875400101519,1.2636217591416894,1.243327394539817,0.14410421329590972,1.7114157999711566,1.6130199181177998,2.0118660929303696
46,1.9257028195624994,1.3662837025543872,0.8548440378578728,0.34506665482257154,1.5633111060589813,1.80896597734926,1.9902503660300073
47,1.971788583462127,1.2930677974840006,1.3052144445160179,0.3264961878076803,1.61151494343315,2.1192044107355534,2.048110531913956
48,1.5526167314061972,1.2864314029007966,0.8935481599478565,0.16392025665070734,1.738362553442639,1.6557177082484957,1.683660536560951
49,1.7979958122526352,1.4072497153869814,1.124543270233642,0.3772294317292224,1.7049298754886164,1.6938273459887543,1.713539632672869
50,1.8538229715511365,1.4686601466699267,1.2326370100722759,0.3403121085115803,2.0533719279424147,1.67978014293441,1.6803870163150316
51,1.6501325580958734,1.2905577264603605,1.0488770355124069,0.6074933282047765,2.0741309695227796,1.5096115148134364,1.7346399306815576
52,1.5146092490635212,1.5836482037434374,1.0309548584492085,0.9115187435620573,1.9052509519167207,1.7439046830642049,1.940431950014836
53,1.358264402822981,1.3720240091770988,1.3249041432850726,0.7611605447934756,1.9016214066659074,2.0013679870767858,2.2287665858747636
54,1.6017279315220518,1.3715475270757511,1.3088106505936659,1.0642570971613705,2.250623206778716,1.9183852828587877,1.5655862995620826
55,1.7411711877837555,1.2064986026806421,1.1296119838389227,1.1131937028831747,1.6924654401658015,2.175833051900012,1.6176152200490352
56,2.175908899112274,1.5384103406081673,1.4754326954592392,0.9323115316921342,2.1883468635638064,2.3520340975114014,1.8699906419351613
57,1.7756830189085817,1.4458804958248803,1.3212203365816078,1.0022548718543332,2.129218464263321,2.451738950111458,1.7732708471070076
58,2.0026662907521833,1.5206849360351347,1.1575150449986717,1.1627663434400533,2.4619643389014096,2.3100537838440927,1.621889443029235
59,1.8945349691417444,1.3629603181718586,1.0933518442189065,1.134874745398514,2.2264243371534276,2.1824398886235103,1.5813020510225677
60,1.5881829652157984,1.3208015171142014,1.1084842968969233,0.9708601450272718,2.4903831361827518,1.562368362667304,1.7498494724760727
61,1.8709162810141216,1.328574564489227,1.290107634895865,1.269768935280904,2.5478205673975642,2.4301238585769482,2.182367300575585
62,2.2012827591086284,1.362704261820885,1.3360539781904641,1.2412430589308072,2.784730670317739,2.177232686313265,1.808917332229293
63,1.8148273982270275,1.5867151917294,1.2364270753875761,1.0547311414217129,2.9557498406187728,2.065247699361384,2.461259097647993
64,2.220657076228947,1.3477514338385457,1.151887649505098,1.0531128990492353,2.556813690152141,2.388251763362383,1.899440494876005
65,1.9952390245764933,1.3991778263575816,1.3064574427806852,1.1768221489241548,2.34330690990767,2.0144288742362337,2.0587406855584085
66,1.7446914814940095,1.3033740926627255,1.109817741923766,0.953996045534193,2.2360279874252678,2.313603763051304,2.167744664204397
67,1.7087330786012265,1.4654388441260504,1.1304555575958903,0.9928245304551273,1.8805799727248442,1.8262191785619415,2.151993254749808
68,2.058885770796578,1.6787177306336298,1.2253900368095891,1.0762467065200108,2.314551015603722,2.0257292671032188,2.075531754958953
69,1.7907624546575938,1.4406393785153306,1.0678851098100968,0.8614202701946103,2.458805506947622,2.0785613299574965,1.9053156259934367
70,2.2700485808433086,1.8192329636546085,1.542998420453387,1.2137267419138082,2.447672165152655,2.752073496990296,2.886890764380014
71,2.2313581121189454,2.0741855227224892,1.4999373173033814,1.469718257127979,2.6888799849822633,2.80009871922271,2.2258931752095332
72,2.4643545064366705,2.04817471105978,1.4021251766263811,1.409649796443092,2.730500841785045,2.436329501783286,2.4042323226192543
73,2.2232599405943425,2.0394091756269033,1.4963730459238036,1.4269916075128555,2.7670429036599544,2.7131523914719216,2.701778328920367
74,1.7239054811032561,1.509169217322859,1.1823945926628097,1.101660851658895,2.3714187297612255,2.1282646035858104,2.0396830966840316
75,1.9790577814345267,1.8730856760384038,1.4458354117848806,1.0853992948420847,2.4730308136793298,2.2384145209614337,2.14913167836646
76,2.0394053720180647,1.6446373955351432,1.1520176405093943,1.2850055263304099,2.8248490516930502,2.201443285776041,2.0151786417068154
77,2.099750002658138,1.5446713423689022,1.2624675529030347,1.2888103751682674,2.540436455254191,2.5354528551676476,2.0463509923749164
78,2.390772724691321,1.8109272014150442,1.36868619821949,1.459707848905973,2.776690069265988,2.571946109572275,2.62112193055604
79,2.612494834523779,1.6047322863232643,1.2862194056736482,1.4346053425890153,2.602712548390898,2.496621688018245,1.7928344196041914
