policy,n,折现价值,相对oracle,缺口收窄率,立项数,立项重心,距峰值年MAE,距峰值1年内,距oracle年MAE,距oracle1年内,单元最优时序价值,放错年份损失,挑错单元损失,时序损失占比,P等待_明年更值,P等待_明年更差,等待对比度
PPO,1,5581.612559598379,0.8117237974646183,0.1649890208903272,75.0,12.0,6.053333333333334,0.4266666666666667,3.272727272727273,0.45454545454545453,6317.760903787851,736.1483441894716,558.4851506364348,0.5686152468104217,0.9230769230769231,0.8723404255319149,0.0507364975450082
近视贪心,1,5325.8071653376965,0.7745224826431258,0.0,75.0,12.0,6.466666666666667,0.29333333333333333,3.305084745762712,0.4406779661016949,6533.838382380864,1208.031217043167,342.4076720434223,0.779154357870148,0.8409090909090909,0.8673469387755102,-0.02643784786641923
随机,1,5009.564836772671,0.7285319340120817,,75.0,12.0,7.946666666666666,0.21333333333333335,4.531914893617022,0.3191489361702128,6222.752451603961,1213.1876148312904,653.4936028203247,0.6499168703039426,0.9375,0.8958333333333334,0.04166666666666663
