policy,seed,Gdp,Eco,Res,Emp,Aec,E2r,Cpt,Floor,Cost,Disrupt,Expire,n_init,n_done_T,n_done_all,n_expire,spend,crh_T,crh_all
myopic,0,14326.435635265665,384.043516049705,-13354.020465764017,7152.622082897652,658.5221118037698,4775.3424375957275,-78.82778306331352,11139335.92507661,-16402.528002019524,-67115.29872401647,-8.047353774883412,45,15,30,15,37270.0,0.3333333333333333,0.6666666666666666
myopic,1,11874.493673782603,383.8774425371222,-10655.471461000878,5886.749826259584,587.9838435593466,4206.144578655181,168.42849507428434,9277541.692097407,-14577.85574306461,-72334.11668654239,-8.497662058535537,45,12,30,15,37270.0,0.26666666666666666,0.6666666666666666
myopic,2,14255.079653426335,616.4552833631666,-12918.250482093581,7043.238119808577,931.534025517604,4940.062545989579,-219.34540460518795,11082380.442361953,-16440.593105375392,-74930.77695538258,-6.1741008024505275,45,14,34,11,37270.0,0.3111111111111111,0.7555555555555555
myopic,3,12345.714041540763,450.91668451757516,-11206.983595122278,6126.126734987781,626.8598923334964,4573.259502713737,107.07455252452704,9702779.37840596,-14996.194789738896,-74294.70496851603,-7.031752784281275,45,13,32,13,37270.0,0.28888888888888886,0.7111111111111111
myopic,4,9030.911584055024,267.5893670191208,-8680.478461651894,4470.9872088620195,375.126436138823,3369.460617872432,-39.036000589789175,7013840.319882349,-12148.466538171508,-54684.62805345875,-11.937048543381989,45,9,23,22,37270.0,0.2,0.5111111111111111
greedy_crh,0,3636.409569472353,312.29523354120084,-3329.9879595204666,1765.983859890167,264.92834623969134,556.2637483375888,444.5074689510296,3026284.8238879107,-4582.694435709961,-24560.944817458283,-3.392265302261717,15,10,10,5,8360.0,0.6666666666666666,0.6666666666666666
greedy_crh,1,1932.1658720501214,312.9008567312645,-1749.8087049241615,902.3845783306314,225.75235794487534,664.695220697222,424.28518153940826,1749801.4100271882,-3281.3246043341314,-22972.381238844366,-4.234226012617186,15,9,9,6,8360.0,0.6,0.6
greedy_crh,2,2252.293968754081,192.6627364536344,-1961.3137104277619,1086.489795619786,128.51140441302326,679.7577240632723,283.34984710423913,1864695.2765357671,-3398.240640834287,-25658.34618781674,-4.967480173515623,15,8,8,7,8360.0,0.5333333333333333,0.5333333333333333
greedy_crh,3,3289.6395689586725,342.64643281451345,-3075.614069795297,1603.1920176737785,288.2226837381646,262.56161246649486,453.27726066193895,2810584.434178301,-4349.043939378509,-24704.37748261359,-3.3573484374570297,15,10,10,5,8360.0,0.6666666666666666,0.6666666666666666
greedy_crh,4,3809.1880334700913,248.56598343591133,-3563.7321820391385,1873.3773561020687,225.45757990442527,462.0643794896954,332.92402230468434,3101333.6074656206,-4638.128524191197,-23367.51415954359,-4.202800834292967,15,9,9,6,8360.0,0.6,0.6
