,Gdp,Gdp,Eco,Eco,Res,Res,Emp,Emp,Aec,Aec,E2r,E2r,Cpt,Cpt,Floor,Floor,Cost,Cost,Disrupt,Disrupt,Expire,Expire,n_init,n_init,n_done_T,n_done_T,n_done_all,n_done_all,n_expire,n_expire,spend,spend,crh_T,crh_T,crh_all,crh_all
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myopic,12366.526917614077,2166.6063994061483,420.57645869733796,127.84323130407772,-11363.04089312653,1877.7530524920555,6135.944794563123,1082.9464639763453,636.0052618706079,198.92945658538423,4372.853936565331,624.1945115551546,-12.341228131895853,154.04676517086855,9643175.551564856,1685263.4124144497,-14913.127635673987,1754.5742069304367,-68671.90507758324,8400.418018684275,-8.337583592706547,2.2052130439870967,45.0,0.0,12.6,2.3021728866442674,29.8,4.147288270665545,15.2,4.147288270665544,37270.0,0.0,0.27999999999999997,0.051159397480983713,0.6622222222222222,0.09216196157034541
greedy_crh,2983.939402541064,842.8727385489543,281.8142485953049,60.51747999298661,-2736.091325341365,825.5319578421021,1446.2855215232862,428.51934368150916,226.57447444803597,61.01190503448562,525.0685370108547,171.228579606764,387.66875611226004,75.42429716901795,2510539.9104189575,652091.8419922083,-4049.8864288896175,658.5472386535534,-24252.712777255314,1083.701841214767,-4.030824152028904,0.6726068207829052,15.0,0.0,9.2,0.8366600265340756,9.2,0.8366600265340756,5.8,0.8366600265340756,8360.0,0.0,0.6133333333333333,0.05577733510227169,0.6133333333333333,0.05577733510227169
frontload,2983.939402541064,842.8727385489543,281.8142485953049,60.51747999298661,-2736.091325341365,825.5319578421021,1446.2855215232862,428.51934368150916,226.57447444803597,61.01190503448562,525.0685370108547,171.228579606764,387.66875611226004,75.42429716901795,2510539.9104189575,652091.8419922083,-4049.8864288896175,658.5472386535534,-24252.712777255314,1083.701841214767,-4.030824152028904,0.6726068207829052,15.0,0.0,9.2,0.8366600265340756,9.2,0.8366600265340756,5.8,0.8366600265340756,8360.0,0.0,0.6133333333333333,0.05577733510227169,0.6133333333333333,0.05577733510227169
evenspread,1630.9304414812832,681.6318541323102,280.85593240323584,42.00731342692957,-1424.1796422158127,744.2453181358533,765.5853497170767,351.185220502586,189.80635905365276,10.957215455656032,391.4558403449782,175.22356998456632,374.1236464765647,61.962512466965194,1495115.937432961,474207.53835976624,-2619.575896043345,462.4284973567479,-19961.39970852981,2032.8174695780217,-2.9819612259695445,0.6766579530816238,15.0,0.0,4.0,0.7071067811865475,9.4,1.140175425099138,5.6,1.140175425099138,8360.0,0.0,0.26666666666666666,0.047140452079103154,0.6266666666666667,0.07601169500660916
backload,1786.5947447502324,504.6590436462708,168.73260063771642,36.234050741420624,-1638.1989456115675,494.2764776818464,865.9445664216346,256.57036024030555,135.65850734056127,36.53008127745054,314.3779287402525,102.52087566388892,232.1116044730041,45.15931283118372,1503152.9818000398,390431.4735767311,-2424.816604696417,394.296558015315,-14520.995016481364,648.8523234559248,-2.413403315393919,0.4027145491864132,15.0,0.0,0.0,0.0,9.2,0.8366600265340756,5.8,0.8366600265340756,8360.0,0.0,0.0,0.0,0.6133333333333333,0.05577733510227169
oracle,10513.188631518713,0.0,438.4588761375559,0.0,-10067.433934490795,0.0,5214.757425103361,0.0,551.253165172996,0.0,3430.965504215155,0.0,335.4560086786664,0.0,8322515.254968288,0.0,-11099.979590416366,0.0,-56264.22535929226,0.0,0.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,16250.0,0.0,1.0,0.0,1.0,0.0
